id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id,related_story_id,show_damage_skin,gun_tag_ids,atk_speed_max,ratio_rec,recommended_team_ids,item_id
245,gun-10000245,P90,P90,"类型            冲锋枪
总重            空枪：2.54公斤
全长            500毫米
枪管长度        263毫米
弹药            5.7×28毫米
枪机种类        反冲作用、闭锁式枪机
发射速率        900 发/分钟
枪口初速        716 米／秒
有效射程        150 米
供弹方式        50 发、半透明弹匣
瞄准具型式      氚光瞄准镜及其他",,gun-40000245,gun-50000245,gun-60000245,2,5,8940,25,20,15,10,5,5,2,0,108,112,115,100,120,126,0,15,5,0,118,100,110301,0,110306,110302|110304|1007004|1007006,750379|750381,13,4,7|8|9,1|12;3|30,0,3;9|10|20,2;6,1;1|2|3|4|13|18,,28,0,2018-11-29 00:00:00,1|2,5,0,,49|52,nation_Belgium,10802,100245,|0|5701|2802|50004|,108|126,135,123,1|2|3|6|7,
247,gun-10000247,K31,K31,,,gun-40000247,gun-50000247,gun-60000247,3,4,15300,15,30,10,15,5,2,5,0,88,115,112,100,115,108,0,15,40,0,122,100,110201,0,300104,200422,,13,1,18|19,6|15,0,2;5|19,1;1|2|3|13,3;15,,200,0,2018-11-29 00:00:00,1|2,4,0,,,,10303,0,|0|,108|124,120,88,2|4,
248,gun-10000248,Jericho,Jericho,"类型            半自动手枪
弹药            9×19毫米鲁格弹
                .40 S&W
                .41 AE
                .45 ACP
枪机种类        枪管短行程后座作用
                单/双动
发射速率        半自动：30发／分钟
有效射程        50米
供弹方式        9×19毫米：15发可拆卸式双排弹匣
                .40 S&W：12发可拆卸式双排弹匣
                .41 AE：未知
                .45 ACP：10发可拆卸式双排弹匣
瞄准具型式      机械瞄具：固定型（战斗型），可选的完全可调节或氚光夜间用瞄准具",,gun-40000248,gun-50000248,gun-60000248,1,4,2940,10,10,5,5,2,2,2,0,115,122,115,100,112,95,0,15,20,0,106,100,110401,0,300101,110402|710801,,13,0,8|9|18|19,1|12;3|25,0,1;4|13|16|18,2;6,3;10,,212,0,2018-11-29 00:00:00,1,4,0,,41,,10202,0,|0|,10101,120,115,2|3|4|6|8,
249,gun-10000249,Type62,Type62,"类型            通用机枪
总重            空枪：10.15 公斤
全长            1|200 毫米
枪管长度        524 毫米
弹药            7.62×51毫米NATO
枪机种类        长行程活塞气动式
                枪机偏转式
                开放式枪机
发射速率        最大发射速率：650 发／分钟
                持续发射速率：80发／分钟
枪口初速        普通弹：855 米／秒
                减装弹：730 米／秒
有效射程        800 米
供弹方式        M13可散式弹链
瞄准具型式      机械瞄具：金属觇孔式照门和刀片状连护翼准星
                照门装置在立框式标尺上，折叠时以小型觇孔式照门瞄准，立起时以大型觇孔式照门瞄准，同时固定在机匣盖顶部的标尺座中，以进行风偏的归零校正",,gun-40000249,gun-50000249,gun-60000249,5,3,19500,40,30,25,15,5,5,2,5,102,108,115,100,125,110,0,15,5,9,118,100,110104,0,300105,300201|300202|999999,,19,6,24|25,3|18;8|8,0,2;5|17,1;1|2|3|16,3;14|21,,195,0,2018-12-21 00:00:00,415,3,0,,,,10802,0,|0|2908|,108,1000,102,3|5,
250,gun-10000250,HS2000,HS2000,"类型            半自动手枪
总重            700克
弹药            9×19毫米鲁格弹
                .357 SIG
                .40 S&W
                .45 GAP（.45格洛克自动手枪子弹）
                .45 ACP（.45自动手枪子弹）
枪机种类        枪管短行程后座作用
枪口初速        260米／秒
有效射程        40—80米
供弹方式        双排可拆卸式弹匣
瞄准具型式      机械瞄具：夜间用瞄准具系统",,gun-40000250,gun-50000250,gun-60000250,1,5,4200,10,10,5,5,2,2,2,0,108,125,115,100,125,120,0,15,20,0,116,100,110701,0,300101,,,14,0,9|10|14|15|19|20,2|15;4|10,0,1;4|13|16,2;6,3;10|20,,96,0,2018-11-29 00:00:00,0,5,0,,,,10203,100250,|0|5304|,10102|113,120,118,2|3|4|8,
251,gun-10000251,X95,X95,"类型            冲锋枪
总重            X95步枪／卡宾枪型：2.98千克／3.03千克
                X95-L：3.05千克／3.2千克
                X95-R：3.03千克
                X95 SMG：2.95千克／2.98千克
                X95-S：3.25千克／3.27千克
                Zittara：3千克
全长            X95步枪／卡宾枪型：580毫米
                X95-L：640毫米／670毫米
                X95-R：580毫米
                X95 SMG：580毫米
                X95-S：650毫米
                Zittara：590毫米
枪管长度        X95步枪／卡宾枪型：330毫米
                X95-L：380毫米／419毫米
                X95-R：330毫米
                X95 SMG：330毫米／279毫米
                X95-S：275毫米／279毫米
                Zittara：330毫米
弹药            X95、X95-L：5.56×45毫米北约口径（SS109／M855）
                X95-R：5.45×39毫米苏联口径（M74）
                X95 SMG、X95-S：9×19毫米鲁格弹
                Zittara：5.56×30毫米MINSAS
                7.62 NATO X95：7.62×51毫米北约口径
枪机种类        长行程活塞气动式
                转拴式枪机
                闭锁式枪机
发射速率        5.56×45毫米北约口径（SS109／M855）：700—1|000发／分钟
                X95 SMG：700—1|000发／分钟
                X95-S：750—1|200发／分钟
                5.56×30毫米MINSAS：900发／分钟
枪口初速        X95步枪／卡宾枪型：860米／秒（2|821.52英尺／秒）
                X95-L：880米／秒（2|887.14英尺／秒）[1]
                X95 SMG：860米／秒（2|821.52英尺／秒）[1]
                X95-S：400米／秒（1|312.34英尺／秒）[1]
                Zittara：650米／秒（2|132.55英尺／秒）[7]
有效射程        300—600 米
供弹方式        5.56×45毫米北约口径（SS109／M855）：
                   30发可拆卸式STANAG弹匣
                   100发可拆卸式C-Mag弹鼓
                5.45×39毫米苏联口径（M74）：30发可拆卸式弹匣
                9×19毫米鲁格弹：20、25、32发乌兹冲锋枪可拆卸式弹匣
                5.56×30毫米MINSAS：30发可拆卸式弹匣
瞄准具型式      机械瞄具：V型缺口式照门及柱状准星（后备，照门可上翻式调节，准星可折叠）
                机匣顶部的MIL-STD-1913战术导轨上安装日间／夜间光学瞄准镜、红点镜／反射式瞄准镜、全息瞄准镜、夜视镜和／或热成像仪（可拆卸）",,gun-40000251,gun-50000251,gun-60000251,2,5,14760,25,20,15,10,5,5,2,0,110,138,118,100,116,118,0,15,5,0,100,100,110801,0,110802,,110803,12,4,6|7|8,2|15;3|25,0,3;9|10,2;6,1;1|2|3|4|13,,28,0,2018-11-29 00:00:00,415,5,0,,,,10203,100251,|0|4603|10205|,127,150,110,1,
252,gun-10000252,KSVK,KSVK,"类型            栓式狙击步枪、反器材步枪
总重            12 公斤
全长            1|400 毫米
枪管长度        1|000 毫米
弹药            .50俄罗斯（12.7×108毫米）
枪机种类        旋转后拉式枪机
发射速率        10 发／分钟
枪口初速        900 米／秒
有效射程        1000-1500 米
供弹方式        5发可拆卸式弹匣
瞄准具型式      后备机械瞄具
                机匣左侧装上的华沙条约导轨上安装快拆式瞄准镜",,gun-40000252,gun-50000252,gun-60000252,3,4,15000,15,30,10,15,5,2,5,0,100,140,88,100,112,82,0,15,40,0,128,100,900214,0,900621,900224|900620|910224,,13,1,17|18,6|15,0,2;5|19,1;1|2|3|13,3;15|23,,184,0,2018-11-29 00:00:00,0,4,0,10:20|45:200;10:40|45:1000;10:60|45:2000,,nation_Russia,10802,100252,|0|3405|5504|7807|,138|121,120,100,8,
253,gun-10000253,Lewis,Lewis,"类型            轻机枪
总重            12 公斤
全长            1|125 毫米
枪管长度        660 毫米
弹药            .303英式弹
枪机种类        气动式、开放式枪机
发射速率        500 - 600 发/分钟
枪口初速        747 米/秒
有效射程        800 米
供弹方式        47发、97发弹鼓
瞄准具型式      刀片式瞄具",,gun-40000253,gun-50000253,gun-60000253,5,5,23280,40,30,25,15,5,5,2,5,115,118,105,100,110,110,0,15,5,10,132,100,111201,0,300105,111202|111205|111203|111204|111206|111207|111208|1011004|1011005,,18,6,22|23|24,3|10;8|15,0,2;5|17|19,1;1|2|3|16|18,3;14|21,,238,0,2018-11-29 00:00:00,0,5,0,,51,nation_US,10801,100253,|0|30003|5501|3502|,108|160|165,1000,115,3|5|9,
254,gun-10000254,UKM-2000,UKM2000,"类型            通用机枪
总重            8.4 公斤
全长            1203毫米
枪管长度        547毫米
弹药            7.62×51毫米
枪机种类        气动式，转拴式枪机
发射速率        600-700发／分钟
枪口初速        840  米／秒
有效射程        1500 米
供弹方式        弹链（100、200、250发）",,gun-40000254,gun-50000254,gun-60000254,5,4,22500,40,30,25,15,5,5,2,5,102,120,112,100,112,115,0,15,5,11,105,100,110901,0,300105,110904|110905,110902|110903,17,6,21|23,1|10;3|15,0,2;5|17|19,1;1|2|3|16,3;14|21,,199,0,2018-11-29 00:00:00,415,4,0,,,,10802,100254,|0|,108|106,1000,102,3|5,
255,gun-10000255,Scout,scout,"类型            通用步枪
总重            3.3 公斤
全长            1039 毫米
枪管长度        415 毫米
弹药            5.56×45 NATO、7.62×51 NATO、.243 Winchester、7mm-08 Remington、.300 Winchester Magnum、.376 Steyr
枪机种类        旋转后拉式枪机
供弹方式        .376 steyr：4、8发弹匣
                其他：5、10发弹匣
瞄准具型式      瞄准镜
                鬼环式机械瞄具",,gun-40000255,gun-50000255,gun-60000255,3,3,15600,15,30,10,15,5,2,5,0,102,110,105,100,125,110,0,15,40,0,112,100,100102,0,300104,999999,,13,1,18|19,6|12,0,2;5,1;1|2|3|13,3;15,,241,0,2019-02-21 00:00:00,424,3,0,,,,10703,0,,108,120,102,2|4,
256,gun-10000256,Falcon,Falcon,"类型            狙击步枪
总重            13.4 公斤
全长            1380 毫米
枪管长度        927 毫米
弹药            12.7×108mm
枪机种类        手动枪机
枪口初速        700 - 900米/秒
有效射程        1|600米
供弹方式        2发内置弹仓
瞄准具型式      瞄准镜、备用机械瞄具",,gun-40000256,gun-50000256,gun-60000256,3,3,15600,15,30,10,15,5,2,5,0,100,132,95,100,110,85,0,15,40,0,116,100,111506,0,111501,111502|111503|111504|111505|111508|111511|999999,111509|111510,13,1,17|18,6|12,0,2;5|19,1;1|2|3|13,3;15|23,,241,0,2019-03-21 00:00:00,424,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,,,10703,0,|0|6908|4107|8908|11106|,117,120,100,2|4|8,
257,gun-10000257,M200,M200,"类型            手动步枪、狙击步枪
总重            M200标准型（.408）：14.06公斤
                M200标准型（.375）：14.06公斤
全长            缩起枪托：1|187.45毫米
                展开枪托：1|346.2毫米
枪管长度        M200标准型（.408）：736.6毫米（29英寸）
                M200标准型（.375）：736.6毫米（29英寸）
弹药            .408 CheyTac
                .375 CheyTac
枪机种类        旋转后拉式枪机
枪口初速        910—1|100米／秒
有效射程        2|300米
供弹方式        7发可拆卸单排式弹匣
瞄准具型式      机匣顶部的MIL-STD-1913战术导轨上安装白天和黑夜的光学瞄准镜系统（可拆卸）",,gun-40000257,gun-50000257,gun-60000257,3,5,16320,15,30,10,15,5,2,5,0,100,127,95,100,135,85,0,15,40,0,131,100,111401,0,111403,111404,111402,13,1,17|18,6|18,0,2;5,1;1|2|3|13,3;15,,222,0,2019-04-29 00:00:00,1|2,5,0,,,nation_US,10203,100257,|0|560|4502|,108|147,125,100,2|4,
258,gun-10000258,Magal,Magal,"类型            卡宾枪
总重            3.68公斤
全长            735毫米
枪管长度        230毫米
弹药            .30 Carbine
枪机种类        长行程导气式活塞/转拴式枪机
发射速率        945发／分钟
有效射程        515米
供弹方式        15发或27发或30发可拆式弹匣",,gun-40000258,gun-50000258,gun-60000258,4,3,12000,20,20,10,10,2,5,5,0,105,98,102,100,105,98,0,15,20,0,128,100,101705,0,300103,999999,,13,2,17,3|50;4|12,0,1;1|2|3|4|13,2;8,3;9|10,,239,0,2019-04-21 00:00:00,424,3,0,,,,10402,0,|0|5707|,108,120,105,1,
259,gun-10000259,PM-9,PM9,"类型            冲锋手枪
总重            2.8 公斤
全长            399 毫米
枪管长度        120 毫米
弹药            9毫米鲁格弹
枪机种类        反冲作用，开放式枪机
发射速率        1|100发/分钟
有效射程        100米
供弹方式        25发弹匣
瞄准具型式      机械瞄具",,gun-40000259,gun-50000259,gun-60000259,2,5,8880,25,20,15,10,5,5,2,0,100,95,125,100,95,125,0,15,5,0,125,100,111601,0,111602,111603,,12,4,6|8,2|15;3|30,0,3;9|10,2;6,1;1|2|3|4|13,,224,0,2019-04-11 00:00:00,0,5,0,,,,10203,0,|0|6201|,108|124,135,100,1|2|3|6|7,
260,gun-10000260,PA-15,PA15,"类型            半自动手枪
全长            203毫米
枪管长度        115毫米
弹药            9×19毫米
枪机种类        延迟反冲
供弹方式        15发可拆式弹匣
瞄准具型式      刀片式准星，固定式照门",,gun-40000260,gun-50000260,gun-60000260,1,5,4500,10,10,5,5,2,2,2,0,105,120,115,100,120,95,0,15,20,0,130,100,112001,0,300101,112006|756173|112007,,12,0,7|8|11|12|17|18,2|15;3|25,0,1;4|13|16,2;6,3;10|20,,96,0,2019-04-29 00:00:00,1,5,0,,,,10402,100260,|8701|4402|3701|,117|121|110,130,105,2|3,
261,gun-10000261,QBU-88,QBU88,"类型                       狙击步枪／特等射手步枪
重量                       4.1kg
长度                       920mm
枪管长度                   640mm
                           
子弹                       5.8 × 42 mm （非标准加载）； 5.56 × 45 mm NATO（KBU-97A出口型）
枪机                       短行程导气式活塞，转拴式枪机
有效射程                   800—1000米
供弹方式                   10发弹匣
瞄具                       3-9x40| 6-24x44 瞄准镜
                           
                           
                           
                           
                           
                           
                           
",,gun-40000261,gun-50000261,gun-60000261,3,5,17280,15,30,10,15,5,2,5,0,95,108,118,100,118,110,0,15,40,0,135,100,900215,0,111802,111803|900223,111804,19,1,15|18|19|20,6|18,0,2;5,1;1|2|3|13|18,3;15|23,,222,0,2019-04-29 00:00:00,1|2,5,0,,,nation_China,10203,100261,|0|566|3801|7403|5502|4503|,138|121,135,100,8,
262,gun-10000262,EM-2,EM2,"类型                       突击步枪
重量                       3.49 kg
长度                       889 mm
枪管长度                   623 mm
                           
子弹                       7×43mm（.280英国）
                           7.62×51mm NATO
                           6.25 × 43mm
                           .30-06春田
                           7×49 mm
                           7×51mm
枪机                       气动式
发射模式                   半自动、全自动
射速                       450-600发/分钟
枪口初速                   771米/秒
有效射程                   700米
供弹方式                   20发弹匣
瞄具                       光学瞄准镜
",,gun-40000262,gun-50000262,gun-60000262,4,4,12900,20,20,10,10,2,5,5,0,108,128,92,100,120,120,0,15,20,0,115,100,112101,0,300103,,740096|112102,13,2,17|19,1|20;3|55,0,1;1|2|3|4|13,2;8,3;9|10|20,,216,0,2019-04-29 00:00:00,1|2,4,0,10:20|45:200;10:40|45:1000;10:60|45:2000,,,10303,100262,|0|5706|4209|11105|,109,120,108,1,
263,gun-10000263,MG36,MG36,"类型            轻机枪
总重            空枪：3.6 公斤
全长            枪托折叠：758 毫米
                枪托伸展：999 毫米
枪管长度        480 毫米
弹药            5.56×45毫米NATO
枪机种类        短行程导气式活塞，转拴式枪机
发射速率        750发／分钟
枪口初速        920米／每秒
有效射程        800米
供弹方式        30发弹匣、C-Mag弹鼓
瞄准具型式      3倍光学瞄准镜、红点瞄准镜",,gun-40000263,gun-50000263,gun-60000263,5,5,23760,40,30,25,15,5,5,2,5,110,95,115,100,120,128,0,15,5,10,138,100,111901,0,300105,300202|111902|111907|111908|756180,111906,18,2|4|6,18|23|24,1|10;3|15,0,2;5|17,1;1|2|3|16,3;14|21,,238,0,2019-04-29 00:00:00,1|2,5,0,,44,nation_German,10802,100263,|0|4903|6504|4205|8305|,108|103,1000,110,3|5,
264,gun-10000264,Chauchat,ChauchatM1915,"类型                       轻机枪
重量                       9.07千克（20.0英磅）
长度                       1|143毫米（45.0英寸）
枪管长度                   470毫米（19英寸）
                           
子弹                       8×50毫米勒贝尔弹
                           其他
枪机                       长行程后座作用、气动式、开放式枪机
发射模式                   半自动、全自动
射速                       约240发/分钟
枪口初速                   630米/秒
有效射程                   200米
最大射程                   2|000米
供弹方式                   20发弹匣
瞄具                       机械瞄具
                           
                           
",,gun-40000264,gun-50000264,gun-60000264,5,4,23100,40,30,25,15,5,5,2,5,105,122,75,100,132,112,0,15,5,9,125,100,111701,0,300105,300202|111704|111705|111706|111707|111711|756177,111702|111709,17,6,22|23,2|12;8|12,0,2;5|17,1;1|2|3|16,3;14|21|20,,199,0,2019-04-29 00:00:00,1|2,4,0,,56,,10403,0,,108|165,1000,105,3|5|9,
265,gun-10000265,HK33,HK33,"类型                       突击步枪
重量                       3.81公斤（8.4磅，HK33A2）
                           3.95公斤（8.71磅，HK33A3）
                           3.65公斤（8.05磅，HK33KA2）
                           3.9公斤（8.6磅，HK33KA3）
                           3.05公斤（6.72磅，HK53）
长度                       919毫米（36.18英寸，HK33A2）
                           919毫米／735毫米、伸缩枪托（36.18／28.94英寸，HK33A3）
                           865毫米（34.06英寸，HK33KA2）
                           865毫米／670毫米、伸缩枪托（34.06／26.38英寸，HK33KA3）
                           780毫米／590毫米、伸缩枪托（30.71／23.23英寸，HK53）
枪管长度                   390毫米（15.36英寸，HK33A2）
                           322毫米（12.68英寸，HK33KA2）
                           211毫米（8.31英寸，HK53）
                           
子弹                       5.56×45毫米
口径                       5.56毫米（.223英寸）
枪机                       滚轮延迟反冲式
                           闭锁式枪机
发射模式                   半自动、两发点放/三发点放、全自动
                           半自动、全自动
射速                       700发／分钟（HK33A2）
                           700—750发／分钟（HK53）
枪口初速                   920米／秒（HK33A2）
                           880米／秒（HK33KA3）
                           750米／秒（HK53）
有效射程                   400米（437.45码）
供弹方式                   25、30、40发弹匣
",,gun-40000265,gun-50000265,gun-60000265,4,3,11400,20,20,10,10,2,5,5,0,95,110,110,100,125,115,0,15,20,0,115,100,100406,0,300103,999999,,13,2,17|19,1|10;4|10,0,1;1|2|3|4|13|18,2;8,3;9|10,,105,0,2019-05-21 00:00:00,424,3,0,,,nation_German,10403,0,|0|,108,120,95,1,
266,gun-10000266,R93,R93,"类型            狙击步枪
总重            .223 Rem.| .308 Win.| .300 Win Mag 5.4 公斤
                .338 Lapua Mag. 5.8 公斤
全长            .223 Rem.| .308 Win.| .300 Win Mag 1|130 毫米
                .338 Lapua Mag. 1|190 毫米
枪管长度        .223 Rem.| .308 Win.| .300 Win Mag 627 毫米
                .338 Lapua Mag. 685 毫米
弹药            .223 Remington、5.56×45毫米NATO、.308 Winchester、7.62×51毫米NATO、.300 Winchester Magnum、.338 Lapua Magnum
枪机种类        直拉式枪机
供弹方式        5发可拆卸式弹匣
瞄准具型式      枪管顶部的MIL-STD-1913战术导轨上安装日间／夜间光学狙击镜、红点镜／反射式瞄准镜、全息瞄准镜、夜视镜或热成像仪（可拆卸）",,gun-40000266,gun-50000266,gun-60000266,3,5,17400,15,30,10,15,5,2,5,0,92,114,110,100,132,92,0,15,40,0,135,130,112201,0,112204,112205|112206|112207|112208|112209,112203|112202,13,1,17|18|19,6|18,0,2;5,1;1|2|3|13,3;15,,48,0,2019-05-20 00:00:00,0,5,0,,,nation_German,10201,100266,|4904|0|,108,135,92,2|4,
267,gun-10000267,MP41,MP41,,,gun-40000267,gun-50000267,gun-60000267,2,3,7500,25,20,15,10,5,5,2,0,110,105,95,100,100,90,0,15,5,0,120,100,102402,0,300102,999999|9925368,,13,4,7|8,1|12;4|10,0,3;9|10|20,2;6,1;1|2|3|4|13,,116,0,2019-06-21 00:00:00,424,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,,nation_German,10704,100267,|0|8206|10706|,10102|105,120,110,1|2|3|6|7,
268,gun-10000268,T-CMS,TCMS,"Type                       Rifle
Model                      CMS 7|62x51mm
Calibre                    7|62x51 NATO
Action Type                Bolt Action
Magazine Capacity          10
Barrel Length              660mm
Overall Length             Unfolded: 1180mm| Folded: 920mm
Height                     200mm
Width                      60mm
Weight:                    6kg [Including Telescope & Magazine]
Ammunition                 FMJ| Ball| AP| Tracer| Sub-sonic
Accuracy                   Better than 1 M.O.A at 500m (Ammunition Dependant)
Effective Range            1000m [Ammunition Dependant]",,gun-40000268,gun-50000268,gun-60000268,3,3,15600,15,30,10,15,5,2,5,0,100,115,110,100,120,85,0,15,40,0,112,100,100102,0,300104,999999,,13,1,17|19,6|12,0,2;5,1;1|2|3|13,3;15,,241,0,2019-07-21 00:00:00,425,3,0,,,,10802,0,|0|,108,120,100,2|4,
269,gun-10000269,P30,P30,"类型            半自动手枪
总重            740克
全长            181毫米
枪管长度        98毫米
弹药            9×19毫米鲁格弹
                .40 S&W
枪机种类        枪管短行程后座作用/自由枪机
枪口初速        360 米／秒
有效射程        50 米
供弹方式        9×19毫米鲁格弹：15发可拆卸式双排弹匣
                .40 S&W：13发可拆卸式双排弹匣
                P30SK：10发可拆卸式双排弹匣
瞄准具型式      机械瞄具：三点式准星",,gun-40000269,gun-50000269,gun-60000269,1,4,3000,10,10,5,5,2,2,2,0,105,115,102,100,125,115,0,15,20,0,118,100,112401,0,300101,112405,112402|112403|112404,12,0,7|8|17|18,1|9;3|30,0,1;4|13|16,2;6,3;10|20,,212,0,2019-07-11 00:00:00,1,4,0,,,nation_German,10403,0,|0|,10101|111,120,105,2|3|4|6|8,
270,gun-10000270,Type 4,4type,"类型            半自动步枪
总重            4 公斤
全长            1073 毫米
枪管长度        590 毫米
弹药            7.7×58毫米有坂子弹、.303 英国
枪机种类        长行程导气式活塞，滚转式枪机
发射速率        10 发/分
枪口初速        689 米/秒
供弹方式        10发内建盒状弹仓，以两个5发弹夹条装填",,gun-40000270,gun-50000270,gun-60000270,3,4,14640,15,30,10,15,5,2,5,0,95,102,112,100,110,106,0,15,40,0,122,100,112501,0,112502,112503,112504,13,1,14|17|18|19,6|15,0,2;5|19,1;1|2|3|13,3;15,,200,0,2019-07-11 00:00:00,1|2,4,0,,,,10802,100270,|5305|0|7705|8806|4103|,108|144,120,95,2|4,
271,gun-10000271,K3,K3,"类型                       轻机枪
重量                       6.85千克（15.1磅）
长度                       1|030毫米（40.55英寸）
枪管长度                   533毫米（20.98英寸）                          
子弹                       5.56×45毫米北约口径
                           .223 Remington
口径                       5.56毫米（.223英寸）
枪管                       1根，标准膛线缠距为1：7，膛线6条，右旋，枪口装上消焰器，可快速拆卸
枪机                       长行程导气式活塞
                           转拴式枪机
                           开放式枪栓
发射模式                   全自动
射速                       900发／分钟
枪口初速                   M193：960米／秒（3|149.67英尺／秒）
                           SS109：915米／秒（3|002.03英尺／秒）
有效射程                   K100：600—800米（656.17—874.89码，1|968.5—2|624.67英尺）
                           KM193：460米（503.06码，1|509.19英尺）
最大射程                   K100：3|600米（3|937.01码，11|811.02英尺，2.24英里）
                           KM193：2|650米（2|898.08码，8|694.23英尺，1.65英里）
供弹方式                   200发M27可散式弹链
                           30发可拆卸式STANAG弹匣
                           70发可拆卸式弹匣（罕见）
瞄具                       “Ｌ”式表尺型照门：
                           350米以内目标：放倒标尺短臂上的觇孔
                           350米以外目标：竖直表尺长臂上适合的照门
                           M16A1步枪型圆柱状准星，带有圆环状的准星护圈，准星可以调整高低",,gun-40000271,gun-50000271,gun-60000271,5,3,22500,40,30,25,15,5,5,2,5,100,95,125,100,115,135,0,15,5,9,122,100,105103,0,300105,300201|300202|999999,,18,6,22|23,3|10;8|10,0,2;5|17,1;1|2|3|16,3;14|21,,208,0,2019-08-21 00:00:00,425,3,0,,,,10802,0,|0|,108,1000,100,3|5,
272,gun-10000272,DesertEagle,DesertEagle,,,gun-40000272,gun-50000272,gun-60000272,1,5,3180,10,10,5,5,2,2,2,0,110,138,100,100,105,80,0,15,40,0,132,100,113101,0,113103,202011|756233,113102,17,0,11|12|17|18|23,1|15;5|10,0,1;4|13|16,2;6|19,3;10,,4,0,2019-08-08 00:00:00,0,5,0,,,,10803,100272,|0|6501|8302|,118|114,130,110,2,
273,gun-10000273,SSG3000,SSG3000,,,gun-40000273,gun-50000273,gun-60000273,3,4,17400,15,30,10,15,5,2,5,0,100,116,110,100,115,90,0,15,40,0,120,130,112701,0,112703,112704|202010|756232,112702,13,1,18|19,6|15,0,2;5,1;1|2|3|13|18,3;15,,48,0,2019-08-08 00:00:00,424,4,0,,,nation_German,10402,100273,|10505|,108,120,100,2|4,
274,gun-10000274,ACR,ACR,,,gun-40000274,gun-50000274,gun-60000274,4,5,15120,20,20,10,10,2,5,5,0,105,112,110,100,120,105,0,15,30,0,132,100,113001,0,113004,202012|759047|756232,113003|113002,14,2,18|19|20,2|25;3|65,0,1;1|2|3|4|13|18,2;8,3;9|10,,73,0,2019-08-08 00:00:00,0,5,0,,9|14|46|51,nation_US,10402,100274,|7401|5401|0|,108|123,150,105,1,
275,gun-10000275,M1895,M1895MG,,,gun-40000275,gun-50000275,gun-60000275,5,4,23280,40,30,25,15,5,5,2,5,115,115,125,100,105,95,0,15,5,10,112,100,112901,0,112903,112902|300201|300202|112904|112906|202013|756232,112905,18,6,22|23,3|10;8|12,0,2;5|17,1;1|2|3|16,3;14|21,,238,0,2019-08-08 00:00:00,0,4,0,,51,nation_US,10403,100275,|4208|0|,125,1000,115,3|5,
276,gun-10000276,Kord,Kord,,,gun-40000276,gun-50000276,gun-60000276,5,5,22500,40,30,25,15,5,5,2,5,120,140,105,100,90,85,0,15,5,9,112,100,112801,0,112806,300201|300202|202009|756232,112802|112803|112804|112805,18,6,23|24,1|15;8|15,0,2;5|17|19,1;1|2|3|16,3;14|21,,199,0,2019-08-08 00:00:00,424,5,0,,,nation_Russia,10402,100276,|0|5102|8201|,125|149,1000,120,3|5,
277,gun-10000277,VP70,VP70,,,gun-40000277,gun-50000277,gun-60000277,1,3,2700,10,10,5,5,2,2,2,0,100,112,110,100,105,100,0,15,20,0,122,100,101302,0,300101,999999,,13,0,7|9|12|14,2|10;3|25,0,1;4|13|16,2;6,3;10,,15,0,2019-09-21 00:00:00,425,3,0,,,nation_German,10702,0,|0|,10102,120,100,2|3|4|8,
278,gun-10000278,Six12,Six12,,,gun-40000278,gun-50000278,gun-60000278,6,3,26100,30,40,15,25,5,2,5,5,110,115,115,100,110,105,106,15,40,4,108,100,103202,0,300106,300202|300203|300109|999999|756184,,8,5,2|3,1|10;3|20,0,3;11,2;7,1;1|2|3|4|22,,190,0,2019-10-21 00:00:00,425,3,0,,,nation_US,10802,0,|0|,117,60,110,5,
279,gun-10000279,INSAS,INSAS,"类型                       突击步枪
重量                       3.2 kg（空枪）
                           4.65 kg（装弹）
长度                       960 mm（37.8英寸）（枪托延展）
                           750 mm（29.5英寸）（枪托折叠）
枪管长度                   464 mm（18.3英寸）                           
子弹                       5.56×45毫米北约弹
枪机                       长行程导气式活塞，转拴式枪栓
发射模式                   半自动、三发点放
射速                       600-650发/分钟
枪口初速                   900 m/s（2|953 ft/s）
有效射程                   500米
供弹方式                   20、30发弹匣
瞄具                       机械瞄具
                           瞄准镜",,gun-40000279,gun-50000279,gun-60000279,4,3,11400,20,20,10,10,2,5,5,0,100,108,105,100,125,110,0,15,20,0,118,100,101802,0,300103,999999,,13,2,18|19,1|10;4|10,0,1;1|2|3|4|13,2;8,3;9|10,,105,0,2019-11-21 00:00:00,425,3,0,,,,10702,100279,|0|,108,120,100,1,
