id,code,ui_image_icon,name,guns,fairy,enemy_team_id,initial_type,ai,ai_content,betray_condition,betray_number,betray_result,transform_condition,transform_number,transform_result,icon,betray_result_enemy,squad,building,enemy_panel_type,is_special_ai,no_battle_damage,duration,sangvis,betray_result_guns,betray_result_sangvis,betray_result_ai,betray_result_ai_content,mapping_guns,mapping_sangvis,mapping_fairy,mapping_squad,mapping_allyguns,mapping_allysangvis,mapping_allyfairy,mapping_allysquad,is_beyond_start,vehicle,betray_result_vehicle,mapping_vehicle,mapping_allyvehicle
390164,,,ally_team-10390164,895,0,390164,2,103;1;103,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
390165,,,ally_team-10390165,895,0,390165,0,103;1;103,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
390166,,,ally_team-10390166,895,0,390166,0,103;1;103,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
411101,,,ally_team-10411101,941,0,411101,2,102;0;102,1;0;1,6,9411833,0,0,0,0,,411101,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411102,,,ally_team-10411102,941,0,411102,2,102;0;102,1;0;1,6,9411834,0,0,0,0,,411102,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411103,,,ally_team-10411103,941,0,411103,2,102;0;102,1;0;1,6,9411835,0,0,0,0,,411103,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411104,,,ally_team-10411104,941,0,411104,2,102;0;102,1;0;1,6,9411836,0,0,0,0,,411104,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411105,,,ally_team-10411105,943,0,411104,0,102;0;102,1;0;1,2,92717,1,2;3,92718;92717-1,0;0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411106,,,ally_team-10411106,941,0,411101,2,102;0;102,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411107,,,ally_team-10411107,941,0,411102,2,102;0;102,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411108,,,ally_team-10411108,941,0,411103,2,102;0;102,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411109,,,ally_team-10411109,941,0,411104,2,102;0;102,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411205,,,ally_team-10411205,941,0,411205,2,102;0;102,7;0;7,2,92793,0,0,0,0,,411205,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411206,,,ally_team-10411206,941,0,411206,2,102;0;102,7;0;7,2,92795,0,0,0,0,,411206,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411207,,,ally_team-10411207,941,0,411207,2,102;0;102,7;0;7,2,92778,0,0,0,0,,411207,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411208,,,ally_team-10411208,941,0,411208,2,102;0;102,7;0;7,2,92792,0,0,0,0,,411208,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411301,,,ally_team-10411301,941,0,411301,0,103;0;103,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411302,,,ally_team-10411302,941,0,411302,0,103;0;103,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
411303,,,ally_team-10411303,941,0,411303,0,103;0;103,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
440001,,,ally_team-10440001,969,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,50,0,,,,,,,,,,,,,,0,0,,,
440201,,,ally_team-10440201,"970,971,972,973",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
440300,,,ally_team-10440300,"974,975,976",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
440301,,,ally_team-10440301,1,0,440301,0,101;0;101,"73063,73062,73066,73069,73070,73067,73063;0;73063,73062,73066,73069,73070,73067,73063",2,73075,2,0,0,0,,440301,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
440305,,,ally_team-10440305,1,0,440305,0,0;0;0,0;0;0,0,0,0,2,73075,1:9066-1,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
440500,,,ally_team-10440500,1,0,440500,2,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
441901,,,ally_team-10441901,1,0,441901,0,101;0;101,"73084,73083,73087,73090,73091,73088,73084;0;73084,73083,73087,73090,73091,73088,73084",2,73097,2,0,0,0,,441901,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
441902,,,ally_team-10441902,1,0,441902,0,101;0;101,"73095,73092,73089,73100,73093,73096,73095;0;73095,73092,73089,73100,73093,73096,73095",2,73097,2,0,0,0,,441902,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
441905,,,ally_team-10441905,1,0,441905,0,0;0;0,0;0;0,0,0,0,2,73096,1:9066-1,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
442000,,,ally_team-10442000,977,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
442002,,,ally_team-10442002,1,0,442002,2,102;0;102,1;0;1,6,442016,0,0,0,0,,442002,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
442003,,,ally_team-10442003,1,0,442003,2,102;0;102,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
444200,,,ally_team-10444200,978,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
460400,,,ally_team-10460400,979,0,1,1,0;20100;0,0;0;0,,,,,,,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
460501,,,ally_team-10460501,,0,460501,2,0;20100;0,0;0;0,2,73764,1,,,,,,0,0,0,0,-1,0,460501-13,,,20100,0,,,,,,,,,0,0,,,
460502,,,ally_team-10460502,,0,460502,2,0;20100;0,0;0;0,2,73765,1,,,,,,0,0,0,0,-1,0,460501-13,,,20100,0,,,,,,,,,0,0,,,
460503,,,ally_team-10460503,,0,460503,2,0;20100;0,0;0;0,2,73766,1,,,,,,0,0,0,0,-1,0,460501-13,,,20100,0,,,,,,,,,0,0,,,
460900,,,ally_team-10460900,980,0,1,1,0;20100;0,0;0;0,,,,,,,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
461001,,,ally_team-10461001,,0,461001,2,0;20100;0,0;0;0,2,73794,1,,,,,,0,0,0,0,-1,0,461001-13,,,20100,0,,,,,,,,,0,0,,,
461002,,,ally_team-10461002,,0,461002,2,0;20100;0,0;0;0,2,73795,1,,,,,,0,0,0,0,-1,0,461001-13,,,20100,0,,,,,,,,,0,0,,,
461003,,,ally_team-10461003,,0,461003,2,0;20100;0,0;0;0,2,73796,1,,,,,,0,0,0,0,-1,0,461001-13,,,20100,0,,,,,,,,,0,0,,,
480001,,,ally_team-10480001,969,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,50,0,,,,,,,,,,,,,,0,0,,,
480142,,,ally_team-10480142,1,0,480142,2,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
480143,,,ally_team-10480143,1,0,480143,2,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
481501,,,ally_team-10481501,1074,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
481502,,,ally_team-10481502,1075,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
481901,,,ally_team-10481901,"1077,1079",0,1,1,0;20100;0,0;0;0,0,0,0,6,481906,2,,,0,0,0,0,20,0,,,,,,,,,,,,,,0,0,,,
481902,,,ally_team-10481902,"1078,1079",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
481903,,,ally_team-10481903,"1104,1105,1106,1107,1108",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
481904,,,ally_team-10481904,1103,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
482001,,,ally_team-10482001,1098,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,10,0,,,,,,,,,,,,,,0,0,,,
482101,,,ally_team-10482101,"1099,1100,1101",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
482102,,,ally_team-10482102,"1089,1090,1091,1092",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
482103,,,ally_team-10482103,,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,"482103-13,482107-17,482108-19,482109-7,482110-9",,,,,,,,,,,,,0,0,,,
482104,,,ally_team-10482104,,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,"482104-8,482107-17,482108-19,482109-7,482110-9,482111-12,482112-13,482113-14,482114-18",,,,,,,,,,,,,0,0,,,
482105,,,ally_team-10482105,,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,"482105-8,482107-17,482108-19,482109-7,482110-9,482111-12,482112-13,482113-14,482114-18",,,,,,,,,,,,,0,0,,,
482106,,,ally_team-10482106,,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,"482106-8,482107-17,482108-19,482109-7,482110-9,482111-12,482112-13,482113-14,482114-18",,,,,,,,,,,,,0,0,,,
482112,,,ally_team-10482112,1,0,482112,2,102;0;102,9;0;9,2,74628,2,0,0,0,,482102,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
482113,,,ally_team-10482113,1,0,482113,2,102;0;102,9;0;9,2,74628,2,0,0,0,,482103,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
482300,,,ally_team-10482300,"1084,1085,1086,1087,1088",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,1,,,,,,,,,,,,,,0,0,,,
482431,profilePic_AI,ally0,ally_team-10482431,1093,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,1,,,,,,,,,,,,,,0,0,,,
482432,profilePic_AI,ally0,ally_team-10482432,1094,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,2,,,,,,,,,,,,,,0,0,,,
482433,profilePic_AI,ally0,ally_team-10482433,1095,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,2,,,,,,,,,,,,,,0,0,,,
482434,profilePic_AI,ally0,ally_team-10482434,1096,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,1,,,,,,,,,,,,,,0,0,,,
482435,profilePic_AI,ally0,ally_team-10482435,1097,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,3,,,,,,,,,,,,,,0,0,,,
483400,,,ally_team-10483400,1,0,483401,2,102;0;102,1;0;1,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
483401,,,ally_team-10483401,1,0,483401,2,102;0;102,1;0;1,4,483402,0,0,0,0,,483401,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
483504,,,ally_team-10483504,1,0,483504,2,101;0;101,"74107,74108,74109,74110,74114,74113,74112,74111,74107;0;74107,74108,74109,74110,74114,74113,74112,74111,74107",0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
483600,,,ally_team-10483600,1076,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,95,0,,,,,,,,,,,,,,0,0,,,
484012,,,ally_team-10484012,1,0,484012,2,102;0;102,9;0;9,2,74667,2,0,0,0,,484002,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
484013,,,ally_team-10484013,1,0,484013,2,102;0;102,9;0;9,2,74667,2,0,0,0,,484003,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
484401,,,ally_team-10484401,1102,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490101,,,ally_team-10490101,"3591,3048",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490201,,,ally_team-10490201,3515,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490202,,,ally_team-10490202,9490302,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490203,,,ally_team-10490203,3631,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490204,,,ally_team-10490204,9490303,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490205,,,ally_team-10490205,3647,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490206,,,ally_team-10490206,3557,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490301,,,ally_team-10490301,3741,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,10,0,,,,,,,,,,,,,,0,0,,,
490302,,,ally_team-10490302,"3734,9490301",0,490302,2,102;0;102,2;0;2,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490303,,,ally_team-10490303,3515,0,490303,2,102;0;102,2;0;2,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490304,,,ally_team-10490304,9490302,0,490304,2,102;0;102,3;0;3,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
490401,,,ally_team-10490401,9490401,0,1,1,"0;20010:1,10;0",0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
500100,,,ally_team-10500100,500001,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,5,0,,,,,,,,,,,,,,0,0,,,
500301,,,ally_team-10500301,1,0,500301,2,103;1;103,15;0;15,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
500302,,,ally_team-10500302,1,0,500302,2,103;1;103,15;0;15,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
500303,,,ally_team-10500303,1,0,500303,2,103;1;103,15;0;15,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
500304,,,ally_team-10500304,1,0,500304,2,103;1;103,15;0;15,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
500401,,,ally_team-10500401,1,0,500401,2,103;1;103,1;0;1,6,500492,2,0,0,0,,500401,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
500403,,,ally_team-10500403,1,0,500403,2,0;1;0,0;0;0,6,500493,2,0,0,0,,500413,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
500404,,,ally_team-10500404,1,0,500404,2,0;1;0,0;0;0,6,500494,2,0,0,0,,500414,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
500405,,,ally_team-10500405,1,0,500405,2,0;1;0,0;0;0,6,500495,2,0,0,0,,500415,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
500410,,,ally_team-10500410,500410,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500411,,,ally_team-10500411,500411,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500412,,,ally_team-10500412,500412,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500413,,,ally_team-10500413,500413,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500414,,,ally_team-10500414,500414,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500415,,,ally_team-10500415,,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,500415-8,,,,,,,,,,,,,0,0,,,
500416,,,ally_team-10500416,500416,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500417,,,ally_team-10500417,500417,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500418,,,ally_team-10500418,500418,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500419,,,ally_team-10500419,500419,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
500420,,,ally_team-10500420,500420,0,1,1,0;0;0,0;0;0,0,0,0,0,0,0,,,0,0,1,1,-1,0,,,,,,,,,,,,,,0,0,,,
510200,,,ally_team-10510200,"510200,510201,510202",0,1,1,"0;20010:5,10;0",0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510205,,,ally_team-10510205,1,0,510205,2,101;1;101,"75616,75607;0;75616,75607",0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510206,,,ally_team-10510206,1,0,510206,2,101;1;101,"75617,75608,75607,75606;0;75617,75608,75607,75606",0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510300,,,ally_team-10510300,"510300,510301,510302",0,1,1,"0;20010:5,10;0",0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510400,,,ally_team-10510400,510400,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,30,0,,,,,,,,,,,,,,0,0,,,
510500,,,ally_team-10510500,510500,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510507,,,ally_team-10510507,510507,0,1,2,0;20100;0,0;0;0,1,2,1,0,0,0,,,0,0,1,0,-1,0,,,,20100,0,,,,,,,,,0,0,,,
510601,,,ally_team-10510601,,0,1,1,"0;20010:8,10;0",0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,"482103-13,482107-17,482108-19,482109-7,482111-8,482110-9",,,,,,,,,,,,,0,0,,,
510602,,,ally_team-10510602,,0,1,1,"0;20010:8,10;0",0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,"482104-8,482107-17,482108-19,482109-7,482110-9,482112-13",,,,,,,,,,,,,0,0,,,
510603,,,ally_team-10510603,,0,1,1,"0;20010:8,10;0",0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,"482105-8,482107-17,482108-19,482109-7,482110-9,482112-13",,,,,,,,,,,,,0,0,,,
510604,,,ally_team-10510604,,0,1,1,"0;20010:8,10;0",0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,"482106-8,482107-17,482108-19,482109-7,482110-9,482112-13",,,,,,,,,,,,,0,0,,,
510700,,,ally_team-10510700,"510700,510701,510702,510703",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510704,,,ally_team-10510704,,0,510704,2,101;1;101,"76326,76327,76328;0;76326,76327,76328",0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510800,,,ally_team-10510800,"510800,510801,510802",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510804,,,ally_team-10510804,,0,510804,2,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510805,,,ally_team-10510805,,0,510805,2,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510900,,,ally_team-10510900,"510704,510705,510706,510707",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
510901,,,ally_team-10510901,510901,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
511000,,,ally_team-10511000,"510800,510801,510802",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
511105,,,ally_team-10511105,,0,511105,2,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
511804,,,ally_team-10511804,,0,511804,2,101;1;101,"75870,75871,75872;0;75870,75871,75872",0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
511904,,,ally_team-10511904,,0,511904,2,102;1;102,6;0;6,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
511905,,,ally_team-10511905,,0,511905,2,102;1;102,6;0;6,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
512101,,,ally_team-10512101,,0,512101,2,104;1;104,"76025,76029,76033,76037,76032,76027,76023,76018;0;76025,76029,76033,76037,76032,76027,76023,76018",0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
512205,,,ally_team-10512205,,0,512205,2,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
512804,,,ally_team-10512804,,0,512804,2,101;1;101,"76098,76099,76100;0;76098,76099,76100",0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
512904,,,ally_team-10512904,,0,512904,2,102;1;102,6;0;6,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
512905,,,ally_team-10512905,,0,512905,2,102;1;102,6;0;6,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
513101,,,ally_team-10513101,,0,513101,2,104;1;104,"76253,76257,76261,76265,76260,76255,76251,76246;0;76253,76257,76261,76265,76260,76255,76251,76246",0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
513205,,,ally_team-10513205,,0,513205,2,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
513700,,,ally_team-10513700,513700,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
513710,,,ally_team-10513710,"513700,513702,513701",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
513720,,,ally_team-10513720,"513700,513702,513701,513703,513704",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
520600,,,ally_team-10520600,520600,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
520800,,,ally_team-10520800,520800,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
520801,profilePic_AI,ally0,ally_team-10520801,520801,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,2,,,,,,,,,,,,,,0,0,,,
520802,profilePic_AI,ally0,ally_team-10520802,520802,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,2,,,,,,,,,,,,,,0,0,,,
520803,profilePic_AI,ally0,ally_team-10520803,520803,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,2,,,,,,,,,,,,,,0,0,,,
520804,profilePic_AI,ally0,ally_team-10520804,520804,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,1,,,,,,,,,,,,,,0,0,,,
520805,profilePic_AI,ally0,ally_team-10520805,520805,0,1,1,103;0;103,0;0;0,0,0,0,0,0,0,,,0,0,1,1,20,1,,,,,,,,,,,,,,0,0,,,
540400,,,ally_team-10540400,540400,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
540704,,,ally_team-10540704,1,0,540704,2,102;1;102,2;0;2,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
541004,,,ally_team-10541004,1,0,541004,2,102;1;102,2;0;2,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
541300,,,ally_team-10541300,541300,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
541304,,,ally_team-10541304,1,0,541304,2,102;1;102,2;0;2,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
541400,,,ally_team-10541400,541400,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
542700,,,ally_team-10542700,542700,0,1,1,0;20100;0,0;0;0,0,0,0,6,542711,2,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
542710,,,ally_team-10542710,542710,0,1,1,0;20100;0,0;0;0,0,0,0,6,542712,2,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
542711,,,ally_team-10542711,542710,0,1,1,0;20100;0,0;0;0,0,0,0,6,542713,2,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
542902,,,ally_team-10542902,1,0,542902,2,102;1;102,99;0;99,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
543200,,,ally_team-10543200,1,0,543200,2,101;1;101,"77907,77906,77899,77865;0;77907,77906,77899,77865",0,0,0,1,3,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
