id,mission_id,description,scripts,campaign,bgm,title,is_util,start,round,point,first,mid,end,fail,step_start_story,step_end_story,story_playback_sub_id,background_code
356,10249|10272,story_util-10000356,-31-3C5-1,-31,BGM_Frontline,story_util-20000356,1,-31-3C5-1,,,,,,,,,1,BG-RuinedCity
357,10250,story_util-10000357,-31-3C6-1,-31,BGM_Frontline,story_util-20000357,1,-31-3C6-1,,,,,,,,,1,BG-RuinedCity
358,10251,story_util-10000358,-31-3C61-1,-31,BGM_Frontline,story_util-20000358,1,-31-3C61-1,,,,,,,,,1,BG-Slum
359,10252,story_util-10000359,-31-3C62-1,-31,BGM_Frontline,story_util-20000359,1,-31-3C62-1,,,,,,,,,1,机场
360,10253|10273,story_util-10000360,-31-4-1,-31,BGM_Frontline,story_util-20000360,1,-31-4-1,,,,,,,,,1,BG-RuinedCity
361,90033,story_util-10000361,9-1-1N|9-1-2N,9,BGM_Frontline,story_util-20000361,1,9-1-1N,,,9-1-2N,,9-1-2N,,,,3,BG_Inner
362,90034,story_util-10000362,9-2-1N|9-2-2N,9,BGM_Frontline,story_util-20000362,1,9-2-1N,,12571:9-2-4N-Point12571,9-2-2N,,9-2-2N,,,,3,17xh-404Room
363,90035,story_util-10000363,9-3-1N|9-3-2N,9,BGM_Frontline,story_util-20000363,1,9-3-1N,,,9-3-2N,,9-3-2N,,,,3,BG-WildBattle
364,90036,story_util-10000364,9-4-1N|9-4-2N,9,BGM_Frontline,story_util-20000364,1,9-4-1N,,,9-4-2N,,9-4-2N,,,,3,BG-Sanatorium
365,10277,story_util-10000365,-32-1-1|-32-1-2First,-32,BGM_Frontline,story_util-20000365,0,-32-1-1,,,-32-1-2First,,-32-1-2First,,,,0,
366,10278,story_util-10000366,-32-2-1|-32-2-2First,-32,BGM_Frontline,story_util-20000366,0,-32-2-1,,94524:-32-EXT-2-1-Point94524,-32-2-2First,,-32-2-2First,,,,0,
367,10279,story_util-10000367,-32-3-1|-32-3-2First,-32,BGM_Frontline,story_util-20000367,0,-32-3-1,,,-32-3-2First,,-32-3-2First,,,,0,
368,10280,story_util-10000368,-32-4-1|-32-4-2First,-32,BGM_Frontline,story_util-20000368,0,-32-4-1,,94604:-32-EXT-4-1,-32-4-2First,,-32-4-2First,,,,0,
369,10281,story_util-10000369,-32-5-1|-32-5-2First,-32,BGM_Frontline,story_util-20000369,0,-32-5-1,,,-32-5-2First,,-32-5-2First,,,,0,
370,10282,story_util-10000370,-32-6-1|-32-6-2First,-32,BGM_Frontline,story_util-20000370,0,-32-6-1,,94566:-32-EXT-6-1,-32-6-2First,,-32-6-2First,,,,0,
371,10283,story_util-10000371,-32-7-1|-32-7-2First,-32,BGM_Frontline,story_util-20000371,0,-32-7-1,,,-32-7-2First,,-32-7-2First,,,,0,
372,10284,story_util-10000372,-32-8-1|-32-8-2First|-32-8-2End,-32,BGM_Frontline,story_util-20000372,0,-32-8-1,,,-32-8-2First,,-32-8-2End,,,,0,
373,10285,story_util-10000373,-32-1-1|-32-1-2First,-32,BGM_Frontline,story_util-20000373,0,-32-1-1,,,-32-1-2First,,-32-1-2First,,,,0,
374,10286,story_util-10000374,-32-2-1|-32-2-2First|-32-10-4-Point12875,-32,BGM_Frontline,story_util-20000374,0,-32-2-1,,12875:-32-10-4-Point12875,-32-2-2First,,-32-2-2First,,,,0,
375,10287,story_util-10000375,-32-3-1|-32-3-2First,-32,BGM_Frontline,story_util-20000375,0,-32-3-1,,,-32-3-2First,,-32-3-2First,,,,0,
376,10288,story_util-10000376,-32-4-1|-32-4-2First|-32-12-4-Point12932,-32,BGM_Frontline,story_util-20000376,0,-32-4-1,,12932:-32-12-4-Point12932,-32-4-2First,,-32-4-2First,,,,0,
377,10289,story_util-10000377,-32-5-1|-32-5-2First|-32-13-4-Point12945,-32,BGM_Frontline,story_util-20000377,0,-32-5-1,,12945:-32-13-4-Point12945,-32-5-2First,,-32-5-2First,,,,0,
378,10290,story_util-10000378,-32-6-1|-32-6-2First,-32,BGM_Frontline,story_util-20000378,0,-32-6-1,,,-32-6-2First,,-32-6-2First,,,,0,
379,10291,story_util-10000379,-32-7-1|-32-7-2First|-32-15-4-Point13027,-32,BGM_Frontline,story_util-20000379,0,-32-7-1,,13027:-32-15-4-Point13027,-32-7-2First,,-32-7-2First,,,,0,
380,10292,story_util-10000380,-32-8-1|-32-8-2First|-32-8-2End|-32-16-4-Point13052,-32,BGM_Frontline,story_util-20000380,0,-32-8-1,,13052:-32-16-4-Point13052,-32-8-2First,,-32-8-2End,,,,0,
381,10294,story_util-10000381,-33-1-1First,-33,BGM_Frontline,story_util-20000381,1,-33-1-1First,,,,,,,,,1,19WinterCG7
382,10295|10343,story_util-10000382,,-33,BGM_Frontline,story_util-20000382,1,,,,,,,,,,0,
383,10296,story_util-10000383,-33-3-1First,-33,BGM_Frontline,story_util-20000383,1,-33-3-1First,,,,,,,,,1,17xhCG3-1
384,10297,story_util-10000384,-33-4-1First,-33,BGM_Frontline,story_util-20000384,1,-33-4-1First,,,,,,,,,1,2019summer_7
385,10298,story_util-10000385,-33-5-1First,-33,BGM_Frontline,story_util-20000385,1,-33-5-1First,,,,,,,,,1,2019summer_3
386,10299|10344,story_util-10000386,,-33,BGM_Frontline,story_util-20000386,1,,,13117:-33-51-4-Point13117,,,,,,,0,
387,10300,story_util-10000387,-33-7-1First,-33,BGM_Frontline,story_util-20000387,1,-33-7-1First,,,,,,,,,1,2019summer_2
388,10301|10345,story_util-10000388,,-33,BGM_Frontline,story_util-20000388,1,,,13142:-33-52-4-Point13142,,,,,,,0,
389,10366,story_util-10000389,-33-73-1First,-33,BGM_Frontline,story_util-20000389,1,-33-73-1First,,,,,,,,,1,2019summer_7
390,10367,story_util-10000390,-33-74-1First,-33,BGM_Frontline,story_util-20000390,1,-33-74-1First,,,,,,,,,1,2019summer_7
391,10368,story_util-10000391,-33-75-1First,-33,BGM_Frontline,story_util-20000391,1,-33-75-1First,,,,,,,,,1,2019summer_3
392,10302,story_util-10000392,-33-9-1First,-33,BGM_Frontline,story_util-20000392,1,-33-9-1First,,,,,,,,,2,BG-RuinedCity
393,10303|10346,story_util-10000393,,-33,BGM_Frontline,story_util-20000393,1,,,,,,,,,,0,
394,10304,story_util-10000394,-33-11-1First,-33,BGM_Frontline,story_util-20000394,1,-33-11-1First,,,,,,,,,2,BG-RuinedCity
395,10305|10347,story_util-10000395,,-33,BGM_Frontline,story_util-20000395,1,,,,,,,,,,0,
396,10306,story_util-10000396,-33-13-1First,-33,BGM_Frontline,story_util-20000396,1,-33-13-1First,,,,,,,,,2,2019summer_3
397,10307|10348,story_util-10000397,,-33,BGM_Frontline,story_util-20000397,1,,,,,,,,,,0,
398,10308,story_util-10000398,-33-15-1First,-33,BGM_Frontline,story_util-20000398,1,-33-15-1First,,,,,,,,,2,2019summer_3
399,10309|10349,story_util-10000399,,-33,BGM_Frontline,story_util-20000399,1,,,,,,,,,,0,
400,10310,story_util-10000400,-33-17-1First,-33,BGM_Frontline,story_util-20000400,1,-33-17-1First,,,,,,,,,2,2019summer_4_1
401,10369,story_util-10000401,-33-76-1First,-33,BGM_Frontline,story_util-20000401,1,-33-76-1First,,,,,,,,,2,2019summer_7
402,10370,story_util-10000402,-33-77-1First,-33,BGM_Frontline,story_util-20000402,1,-33-77-1First,,,,,,,,,2,2019summer_7
403,10371,story_util-10000403,-33-78-1First,-33,BGM_Frontline,story_util-20000403,1,-33-78-1First,,,,,,,,,2,2019summer_7
404,10311,story_util-10000404,-33-43-1First,-33,BGM_Frontline,story_util-20000404,1,-33-43-1First,,,,,,,,,3,2019summer_4_2
405,10312|10350,story_util-10000405,,-33,BGM_Frontline,story_util-20000405,1,,,,,,,,,,0,
406,10313,story_util-10000406,-33-20-1First,-33,BGM_Frontline,story_util-20000406,1,-33-20-1First,,,,,,,,,3,2019summer_1
407,10314|10351,story_util-10000407,,-33,BGM_Frontline,story_util-20000407,1,,,,,,,,,,0,
408,10315,story_util-10000408,-33-22-1First,-33,BGM_Frontline,story_util-20000408,1,-33-22-1First,,,,,,,,,3,2019summer_6
409,10316,story_util-10000409,-33-23-1First,-33,BGM_Frontline,story_util-20000409,1,-33-23-1First,,,,,,,,,3,17xh-Networld
410,10317|10352,story_util-10000410,,-33,BGM_Frontline,story_util-20000410,1,,,13290:-33-59-4-Point13290,,,,,,,0,
411,10318,story_util-10000411,-33-25-1First,-33,BGM_Frontline,story_util-20000411,1,-33-25-1First,,,,,,,,,3,BG7-3
412,10372,story_util-10000412,-33-79-1First,-33,BGM_Frontline,story_util-20000412,1,-33-79-1First,,,,,,,,,3,2019summer_7
413,10373,story_util-10000413,-33-80-1First,-33,BGM_Frontline,story_util-20000413,1,-33-80-1First,,,,,,,,,3,2019summer_7
414,10374,story_util-10000414,-33-81-1First,-33,BGM_Frontline,story_util-20000414,1,-33-81-1First,,,,,,,,,3,2019summer_7
415,10319,story_util-10000415,-33-26-1First,-33,BGM_Frontline,story_util-20000415,1,-33-26-1First,,,,,,,,,4,2019summer_9
416,10320,story_util-10000416,-33-27-1First,-33,BGM_Frontline,story_util-20000416,1,-33-27-1First,,,,,,,,,4,2019summer_8
417,10321|10353,story_util-10000417,,-33,BGM_Frontline,story_util-20000417,1,,,,,,,,,,0,
418,10322,story_util-10000418,-33-29-1First,-33,BGM_Frontline,story_util-20000418,1,-33-29-1First,,,,,,,,,4,BG7-3
419,10323|10354,story_util-10000419,,-33,BGM_Frontline,story_util-20000419,1,,,,,,,,,,0,
420,10324,story_util-10000420,-33-31-1First,-33,BGM_Frontline,story_util-20000420,1,-33-31-1First,,,,,,,,,4,2019summer_5
421,10325|10355,story_util-10000421,,-33,BGM_Frontline,story_util-20000421,1,,,13467:-33-62-4-Point13467,,,,,,,0,
422,10326,story_util-10000422,-33-33-1First,-33,BGM_Frontline,story_util-20000422,1,-33-33-1First,,,,,,,,,4,2019summer_6
423,10327|10356,story_util-10000423,,-33,BGM_Frontline,story_util-20000423,1,,,,,,,,,,0,
424,10375,story_util-10000424,-33-82-1First,-33,BGM_Frontline,story_util-20000424,1,-33-82-1First,,,,,,,,,4,2019summer_7
425,10376,story_util-10000425,-33-83-1First,-33,BGM_Frontline,story_util-20000425,1,-33-83-1First,,,,,,,,,4,2019summer_7
426,10377,story_util-10000426,-33-84-1First,-33,BGM_Frontline,story_util-20000426,1,-33-84-1First,,,,,,,,,4,2019summer_7
427,10328,story_util-10000427,-33-35-1First,-33,BGM_Frontline,story_util-20000427,1,-33-35-1First,,,,,,,,,5,2019summer_13
428,10329|10357,story_util-10000428,,-33,BGM_Frontline,story_util-20000428,1,,,13505:-33-X1-4-Point|80304:-33-X1-4-Point,,,,,,,0,
429,10330,story_util-10000429,-33-37-1First,-33,BGM_Frontline,story_util-20000429,1,-33-37-1First,,,,,,,,,5,2019summer_13
430,10331|10358,story_util-10000430,,-33,BGM_Frontline,story_util-20000430,1,,,13536:-33-X2-4-Point|80338:-33-X2-4-Point,,,,,,,0,
431,10332|10359,story_util-10000431,,-33,BGM_Frontline,story_util-20000431,1,,,13555:-33-X3-4-Point|80360:-33-X3-4-Point|13559:-33-X4-4-Point|80380:-33-X4-4-Point,,,,,,,0,
432,10333,story_util-10000432,-33-40-1First,-33,BGM_Frontline,story_util-20000432,1,-33-40-1First,,,,,,,,,5,2019summer_15
433,10334|10360,story_util-10000433,,-33,BGM_Frontline,story_util-20000433,1,,,,,,,,,,0,
434,10335,story_util-10000434,-33-42-1First,-33,BGM_Frontline,story_util-20000434,1,-33-42-1First,,,,,,,,,5,2019summer_10
435,10336,story_util-10000435,-33-18-1First,-33,BGM_Frontline,story_util-20000435,1,-33-18-1First,,,,,,,,,5,BG-RuinedCity
436,10337|10362,story_util-10000436,,-33,BGM_Frontline,story_util-20000436,1,,,,,,,,,,0,
437,10338,story_util-10000437,-33-45-1First,-33,BGM_Frontline,story_util-20000437,1,-33-45-1First,,,,,,,,,5,2019summer_5
438,10339|10363,story_util-10000438,-33-46-1First,-33,BGM_Frontline,story_util-20000438,1,-33-46-1First,,,,,,,,,5,2019summer_13
439,10340|10364,story_util-10000439,,-33,BGM_Frontline,story_util-20000439,1,,,,,,,,,,0,
440,10341,story_util-10000440,-33-48-1First,-33,BGM_Frontline,story_util-20000440,1,-33-48-1First,,,,,,,,,5,2019summer_13
441,10378,story_util-10000441,-33-85-1First,-33,BGM_Frontline,story_util-20000441,1,-33-85-1First,,,,,,,,,5,2019summer_7
442,10379,story_util-10000442,-33-86-1First,-33,BGM_Frontline,story_util-20000442,1,-33-86-1First,,,,,,,,,5,2019summer_7
443,10380,story_util-10000443,-33-87-1First,-33,BGM_Frontline,story_util-20000443,1,-33-87-1First,,,,,,,,,5,2019summer_7
444,10342|10365,story_util-10000444,-33-49-1First,-33,BGM_Frontline,story_util-20000444,1,-33-49-1First,,13325:-33-72-4-Point13325|83325:-33-72-4-Point83325,,,,,,,6,BG-RuinedCity
445,10361,story_util-10000445,,-33,BGM_Frontline,story_util-20000445,0,,,,,,,,,,0,
446,10381,story_util-10000446,-34-1-1First,-34,BGM_Frontline,story_util-20000446,0,-34-1-1First,,,,,,,,,1,BG_Base
447,10382,story_util-10000447,-34-2-1First,-34,BGM_Frontline,story_util-20000447,0,-34-2-1First,,,,,,,,,1,BG_Street
448,10383,story_util-10000448,-34-3-1First,-34,BGM_Frontline,story_util-20000448,0,-34-3-1First,,,,,,,,,1,Metro
449,10384,story_util-10000449,-34-4-1First|-34-4-2End,-34,BGM_Frontline,story_util-20000449,0,-34-4-1First,,,-34-4-2End,,-34-4-2End,,,,1,2019halloween_2
450,90037,story_util-10000450,10-1-1N|10-1-2N,10,BGM_Frontline,story_util-20000450,1,10-1-1N,,,10-1-2N,,10-1-2N,,,,3,BG_Base
451,90038,story_util-10000451,10-2-1N|10-2-4N-Point80527|10-2-2N,10,BGM_Frontline,story_util-20000451,1,10-2-1N,,80527:10-2-4N-Point80527,10-2-2N,,10-2-2N,,,,3,BG7-3
452,90039,story_util-10000452,10-3-1N|10-3-2N,10,BGM_Frontline,story_util-20000452,1,10-3-1N,,,10-3-2N,,10-3-2N,,,,3,雪地
453,90040,story_util-10000453,10-4-1N|10-4-4N-Point80626|10-4-2N,10,BGM_Frontline,story_util-20000453,1,10-4-1N,,80626:10-4-4N-Point80626,10-4-2N,,10-4-2N,,,,3,机场
454,10385,story_util-10000454,-35-1-1First|-35-1-2End,-35,BGM_Frontline,story_util-20000454,0,-35-1-1First,,,-35-1-2End,,-35-1-2End,,,,1,BG-BarXmas
455,10386,story_util-10000455,-35-2-1First|-35-2-2End,-35,BGM_Frontline,story_util-20000455,0,-35-2-1First,,,-35-2-2End,,-35-2-2End,,,,1,雪地
456,10387,story_util-10000456,-35-3-1First|-35-3-2End,-35,BGM_Frontline,story_util-20000456,0,-35-3-1First,,,-35-3-2End,,-35-3-2End,,,,1,BG-Dorm
457,10388,story_util-10000457,-35-4-1First|-35-4-2End,-35,BGM_Frontline,story_util-20000457,0,-35-4-1First,,,-35-4-2End,,-35-4-2End,,,,1,19christmas_1
458,115,story_util-10000458,12-1-1|12-1-2,12,BGM_Frontline,story_util-20000458,1,12-1-1,,90005:12-1-4-Point90005|90009:12-1-4-Point90009,12-1-2,,12-1-2,,,,1,CG10-5-2
459,116,story_util-10000459,12-2-1|12-2-2,12,BGM_Frontline,story_util-20000459,1,12-2-1,,90087:12-2-4-Point90087,12-2-2,,12-2-2,,,,1,2018Winter5-1
460,117,story_util-10000460,12-3-1|12-3-2,12,BGM_Frontline,story_util-20000460,1,12-3-1,,,12-3-2,,12-3-2,,,,1,17xh-Networld
461,118,story_util-10000461,12-4-1|12-4-2,12,BGM_Frontline,story_util-20000461,1,12-4-1,,,12-4-2,,12-4-2,,,,1,BG-TemporaryBase
462,119,story_util-10000462,12-5-1|12-5-2,12,BGM_Frontline,story_util-20000462,1,12-5-1,,,12-5-2,,12-5-2,,,,1,CG10-4-1
463,120,story_util-10000463,12-6-1|12-6-2,12,BGM_Frontline,story_util-20000463,1,12-6-1,,,12-6-2,,12-6-2,,,,1,2019summer_12
464,121,story_util-10000464,12-1-1E|12-1-2E,12,BGM_Frontline,story_util-20000464,1,12-1-1E,,90271:12-1-1E-Point90271|90278:12-1-1E-Point90278,12-1-2E,,12-1-2E,,,,2,2019summer_12
465,122,story_util-10000465,12-2-1E|12-2-2E,12,BGM_Frontline,story_util-20000465,1,12-2-1E,,,12-2-2E,,12-2-2E,,,,2,2019summer_12
466,123,story_util-10000466,12-3-1E|12-3-2E,12,BGM_Frontline,story_util-20000466,1,12-3-1E,,,12-3-2E,,12-3-2E,,,,2,2018SummerCG8
467,124,story_util-10000467,12-4-1E|12-4-2E,12,BGM_Frontline,story_util-20000467,1,12-4-1E,,,12-4-2E,,12-4-2E,,,,2,17xh-Networld
468,10400,story_util-10000468,,-36,BGM_Frontline,story_util-20000468,0,,,90429:-36-3-12-Point90429,,,,,,,0,
469,10402,story_util-10000469,,-36,BGM_Frontline,story_util-20000469,0,,,90521:-36-3-14-Point90521,,,,,,,0,
470,10404,story_util-10000470,,-36,BGM_Frontline,story_util-20000470,0,,,90564:-36-3-16-Point90564,,,,,,,0,
471,10413,story_util-10000471,,-36,BGM_Frontline,story_util-20000471,0,,,90883:-36-3-38-Point90883,,,,,,,0,
472,10418,story_util-10000472,,-36,BGM_Frontline,story_util-20000472,0,,,90663:-36-3-30-Point90663|90687:-36-3-30-Point90687,,,,,,,0,
473,10426,story_util-10000473,-36-1-1,-36,BGM_Frontline,story_util-20000473,1,-36-1-1,,,,,,,,,1,2019summer_7
474,10427,story_util-10000474,-36-1-2,-36,BGM_Frontline,story_util-20000474,1,-36-1-2,,,,,,,,,1,2019summer_7
475,10428,story_util-10000475,-36-1-3,-36,BGM_Frontline,story_util-20000475,1,-36-1-3,,,,,,,,,1,2019summer_7
476,10429,story_util-10000476,-36-1-4,-36,BGM_Frontline,story_util-20000476,1,-36-1-4,,,,,,,,,1,2019summer_7
477,10430,story_util-10000477,-36-1-5,-36,BGM_Frontline,story_util-20000477,1,-36-1-5,,,,,,,,,1,冰湖
478,10431,story_util-10000478,-36-1-6,-36,BGM_Frontline,story_util-20000478,1,-36-1-6,,,,,,,,,1,19winter_door_close
479,10432,story_util-10000479,-36-1-7,-36,BGM_Frontline,story_util-20000479,1,-36-1-7,,,,,,,,,1,19winter_aurora
480,10433,story_util-10000480,-36-1-8,-36,BGM_Frontline,story_util-20000480,1,-36-1-8,,,,,,,,,1,BG-WildBattle
481,10434,story_util-10000481,-36-1-9,-36,BGM_Frontline,story_util-20000481,1,-36-1-9,,,,,,,,,1,BG-WildBattle
482,10435,story_util-10000482,-36-1-10,-36,BGM_Frontline,story_util-20000482,1,-36-1-10,,,,,,,,,1,BG-WildBattle
483,10436,story_util-10000483,-36-2-1,-36,BGM_Frontline,story_util-20000483,1,-36-2-1,,,,,,,,,2,19winter_inbg_2
484,10437,story_util-10000484,-36-2-2,-36,BGM_Frontline,story_util-20000484,1,-36-2-2,,,,,,,,,2,19winter_inbg_2
485,10438,story_util-10000485,-36-2-3,-36,BGM_Frontline,story_util-20000485,1,-36-2-3,,,,,,,,,2,19winter_door_open
486,10439,story_util-10000486,-36-2-4,-36,BGM_Frontline,story_util-20000486,1,-36-2-4,,,,,,,,,2,19winter_doorandtank
487,10440,story_util-10000487,-36-2-5,-36,BGM_Frontline,story_util-20000487,1,-36-2-5,,,,,,,,,2,19winter_doorandtank
488,10441,story_util-10000488,-36-2-6,-36,BGM_Frontline,story_util-20000488,1,-36-2-6,,,,,,,,,2,BG-WarehouseOFF
489,10442,story_util-10000489,-36-2-7,-36,BGM_Frontline,story_util-20000489,1,-36-2-7,,,,,,,,,2,17xhCG1-1
490,10443,story_util-10000490,-36-2-8,-36,BGM_Frontline,story_util-20000490,1,-36-2-8,,,,,,,,,2,17xhCG4-0
491,10444,story_util-10000491,-36-2-9,-36,BGM_Frontline,story_util-20000491,1,-36-2-9,,,,,,,,,2,BG-WildBattle
492,10445,story_util-10000492,-36-2-10,-36,BGM_Frontline,story_util-20000492,1,-36-2-10,,,,,,,,,2,BG-WildBattle
493,10446,story_util-10000493,-36-3-1,-36,BGM_Frontline,story_util-20000493,1,-36-3-1,,,,,,,,,3,17xhCG3-1
494,10447,story_util-10000494,-36-3-2,-36,BGM_Frontline,story_util-20000494,1,-36-3-2,,,,,,,,,3,19winter_ump45vs
495,10448,story_util-10000495,-36-3-3,-36,BGM_Frontline,story_util-20000495,1,-36-3-3,,,,,,,,,3,19winter_lab
496,10449,story_util-10000496,-36-3-4,-36,BGM_Frontline,story_util-20000496,1,-36-3-4,,,,,,,,,3,CG4N
497,10450,story_util-10000497,-36-3-5,-36,BGM_Frontline,story_util-20000497,1,-36-3-5,,,,,,,,,3,19winter_biggun
498,10451,story_util-10000498,-36-3-6,-36,BGM_Frontline,story_util-20000498,1,-36-3-6,,,,,,,,,3,BG-WildBattle
499,10452,story_util-10000499,-36-3-7,-36,BGM_Frontline,story_util-20000499,1,-36-3-7,,,,,,,,,3,19winter_door_close
500,10453,story_util-10000500,-36-3-8,-36,BGM_Frontline,story_util-20000500,1,-36-3-8,,,,,,,,,3,19winter_lab
501,10454,story_util-10000501,-36-4-1,-36,BGM_Frontline,story_util-20000501,1,-36-4-1,,,,,,,,,4,19winter_4516
502,10455,story_util-10000502,-36-4-2,-36,BGM_Frontline,story_util-20000502,1,-36-4-2,,,,,,,,,4,19winter_inbg_2
503,10456,story_util-10000503,-36-4-3,-36,BGM_Frontline,story_util-20000503,1,-36-4-3,,,,,,,,,4,19winter_lab
504,10457,story_util-10000504,-36-4-4,-36,BGM_Frontline,story_util-20000504,1,-36-4-4,,,,,,,,,4,19winter_lab
505,10458,story_util-10000505,-36-4-5,-36,BGM_Frontline,story_util-20000505,1,-36-4-5,,,,,,,,,4,17xh-Networld
506,10459,story_util-10000506,-36-4-6,-36,BGM_Frontline,story_util-20000506,1,-36-4-6,,,,,,,,,4,17xh-ButterflyFactory
507,10460,story_util-10000507,-36-4-7,-36,BGM_Frontline,story_util-20000507,1,-36-4-7,,,,,,,,,4,2019summer_11
508,10461,story_util-10000508,-36-4-8,-36,BGM_Frontline,story_util-20000508,1,-36-4-8,,,,,,,,,4,19winter_door_open
509,10462,story_util-10000509,-36-4-9,-36,BGM_Frontline,story_util-20000509,1,-36-4-9,,,,,,,,,4,19winter_inbg_1
510,10463,story_util-10000510,-36-4-10,-36,BGM_Frontline,story_util-20000510,1,-36-4-10,,,,,,,,,4,19winter_ hole_2
511,10464,story_util-10000511,-36-4-11,-36,BGM_Frontline,story_util-20000511,1,-36-4-11,,,,,,,,,4,BG-WildBattle
512,10465,story_util-10000512,-36-4-12,-36,BGM_Frontline,story_util-20000512,1,-36-4-12,,,,,,,,,4,BG_Inner
513,10466,story_util-10000513,-36-4-13,-36,BGM_Frontline,story_util-20000513,1,-36-4-13,,,,,,,,,4,19winter_ hole_1
514,10415,story_util-10000514,,-36,BGM_Frontline,story_util-20000514,0,,,91119:-36-4-27-Point91119,,,,,,,0,
515,10468,story_util-10000515,-36-5-2,-36,BGM_Frontline,story_util-20000515,1,-36-5-2,,,,,,,,,5,19winter_m4_1
516,10469,story_util-10000516,-36-5-3,-36,BGM_Frontline,story_util-20000516,1,-36-5-3,,,,,,,,,5,19winter_ange_2
517,10470,story_util-10000517,-36-5-4,-36,BGM_Frontline,story_util-20000517,1,-36-5-4,,,,,,,,,5,19winter_aurora
518,10415,story_util-10000518,,-36,BGM_Frontline,story_util-20000518,0,,,91119:-36-4-27-Point91119,,,,,,,0,
519,10471,story_util-10000519,-36-5-5,-36,BGM_Frontline,story_util-20000519,1,-36-5-5,,,,,,,,,5,19winter_ finalvs
520,10408,story_util-10000520,,-36,BGM_Frontline,story_util-20000520,0,,,70301:-36-Ext-Point70301,,,,,,,5,无
521,10417,story_util-10000521,,-36,BGM_Frontline,story_util-20000521,0,,,90935:-36-Ext-Point90935|90927:-36-Ext-Point90927,,,,,,,5,无
522,10467,story_util-10000522,-36-5-1,-36,BGM_Frontline,story_util-20000522,1,-36-5-1,,,,,,,,,5,BG-WildBattle
523,10472,story_util-10000523,-36-5-6First,-36,BGM_Frontline,story_util-20000523,1,-36-5-6First,,,,,,,,,5,19winter_ finalvs
524,10473,story_util-10000524,-36-5-6End,-36,BGM_Frontline,story_util-20000524,1,-36-5-6End,,,,,,,,,5,2019summer_2
525,10474,story_util-10000525,,-36,BGM_Frontline,story_util-20000525,1,-36-5-EX,,,,,,,,,5,无
526,10481,story_util-10000526,-37-1-1,-37,BGM_Frontline,story_util-20000526,0,-37-1-1,,,,,,,,,1,PK
527,10475,story_util-10000527,-37-2-1,-37,BGM_Frontline,story_util-20000527,0,-37-2-1,,,,,,,,,1,2020white-1
528,10476,story_util-10000528,-37-3-1First|-37-3-4-Point70626|-37-3-4-Point70633|-37-3-2End,-37,BGM_Frontline,story_util-20000528,0,-37-3-1First,,70626:-37-3-4-Point70626|70633:-37-3-4-Point70633,-37-3-2End,,-37-3-2End,,,,1,2020white-2
529,10477,story_util-10000529,-37-4-1|-37-4-4-Point70712,-37,BGM_Frontline,story_util-20000529,0,-37-4-1,,70712:-37-4-4-Point70712,,,,,,,1,2020white-2
530,10478,story_util-10000530,-37-5-1First|-37-5-2End,-37,BGM_Frontline,story_util-20000530,0,-37-5-1First,,,-37-5-2End,,-37-5-2End,,,,1,2020white-2
531,10479,story_util-10000531,-37-6-1|-37-6-4-Point70901|-37-6-4-Point70905|-37-6-4-Point70906|-37-6-4-Point70912|-37-6-4-Point70918|-37-6-4-Point70919|-37-6-4-Point70923,-37,BGM_Frontline,story_util-20000531,0,-37-6-1,,70901:-37-6-4-Point70901|70905:-37-6-4-Point70905|70906:-37-6-4-Point70906|70912:-37-6-4-Point70912|70918:-37-6-4-Point70918|70919:-37-6-4-Point70919|70923:-37-6-4-Point70923,,,,,,,1,2020white-2
532,10480,story_util-10000532,-37-7-1First|-37-7-4-Point71024|-37-7-2End,-37,BGM_Frontline,story_util-20000532,0,-37-7-1First,,71024:-37-7-4-Point71024,-37-7-2End,,-37-7-2End,,,,1,PK
533,10482,story_util-10000533,-37-8-1,-37,BGM_Frontline,story_util-20000533,0,-37-8-1,,,,,,,,,1,2020white-2
534,10483,story_util-10000534,-37-9-1,-37,BGM_Frontline,story_util-20000534,0,-37-9-1,,,,,,,,,1,2020white-2
535,125,story_util-10000535,13-1-1First|13-1-2End,13,BGM_Frontline,story_util-20000535,1,13-1-1First,,91126:13-Ext13-1-Point91126,13-1-2End,,13-1-2End,,,,1,13CG1
536,126,story_util-10000536,13-2-1First|13-2-2End,13,BGM_Frontline,story_util-20000536,1,13-2-1First,,91432:13-Ext13-3E-Point91432,13-2-2End,,13-2-2End,,,,1,CG.5
537,127,story_util-10000537,13-3-1First|13-3-2End,13,BGM_Frontline,story_util-20000537,1,13-3-1First,,91432:13-Ext13-3E-Point91432,13-3-2End,,13-3-2End,,,,1,19winter_ hole_1
538,128,story_util-10000538,13-4-1First|13-4-2End,13,BGM_Frontline,story_util-20000538,1,13-4-1First,,91264:13-Ext13-3-Point91264,13-4-2End,,13-4-2End,,,,1,13CG3v2
539,129,story_util-10000539,13-5-1First|13-5-2End,13,BGM_Frontline,story_util-20000539,1,13-5-1First,,91320:13-Ext13-5-Point91320,13-5-2End,,13-5-2End,,,,1,19winter_lab
540,130,story_util-10000540,13-6-1First|13-6-2End,13,BGM_Frontline,story_util-20000540,1,13-6-1First,,91347:13-Ext13-6-Point91347,13-6-2End,,13-6-2End,,,,1,19winter_ange_1
