id,name,description,code,priority,duration_type,duration_time,special_spot_config_id,mission_hurt_config_id,mission_buff_config_id,detect_target_type,detect_range,effect_target_type,effect_spotbelong_type,effect_range_type,effect_range,side_type,conflict_type,conditions_type,conditions_time,conditions_count,skill_config_id_on_birth,skill_config_id_on_death,death_effect_target_type,death_clear_spot,effect_birth,effect_death,effect_duration,effect_process_star,effect_process_end,effect_process_duration,effect_conditions,effect_conditions_type,spot_buff_config_id,pref_code,is_still_alive
6440058,special_spot_config-16440058,special_spot_config-26440058,6440058,6440058,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440058,0;0,0-0;0-0,0,0|0|0,0|0|6440053,-1,0,0,0,0,0,0,0,0,0,0,,0
6440059,special_spot_config-16440059,special_spot_config-26440059,6440059,6440059,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440059,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440060,special_spot_config-16440060,special_spot_config-26440060,6440060,6440060,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440060,0;0,0-0;0-0,0,0|0|0,0|0|6440061,-1,0,0,0,0,0,0,0,0,0,0,,0
6440061,special_spot_config-16440061,special_spot_config-26440061,6440061,6440061,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440061,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,1000017,0,0,0,0,0,0,0,0,,0
6440062,special_spot_config-16440062,special_spot_config-26440062,6440062,6440062,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440062,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440063,special_spot_config-16440063,special_spot_config-26440063,Cyclops,6440063,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440063,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440064,special_spot_config-16440064,special_spot_config-26440064,Dandelion_Gri,6440064,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440064,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440065,special_spot_config-16440065,special_spot_config-26440065,6440065,6440065,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440065,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440066,special_spot_config-16440066,special_spot_config-26440066,Console,6440066,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440066,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440067,special_spot_config-16440067,special_spot_config-26440067,6440067,6440067,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440067,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440068,special_spot_config-16440068,special_spot_config-26440068,6440068,6440068,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440068,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440069,special_spot_config-16440069,special_spot_config-26440069,6440069,6440069,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440069,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440070,special_spot_config-16440070,special_spot_config-26440070,6440070,6440070,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440070,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,900002,0,0,0,0,0,3,,0
6440071,special_spot_config-16440071,special_spot_config-26440071,6440071,6440071,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440071,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440072,special_spot_config-16440072,special_spot_config-26440072,6440072,6440072,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440072,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440073,special_spot_config-16440073,special_spot_config-26440073,6440073,6440073,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440073,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440074,special_spot_config-16440074,special_spot_config-26440074,6440074,6440074,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440074,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440075,special_spot_config-16440075,special_spot_config-26440075,6440075,6440075,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440075,0;0,0-0;0-0,0,0|0|0,0|0|1000002,-1,0,0,0,900002,0,0,0,0,0,3,,0
6440076,special_spot_config-16440076,special_spot_config-26440076,6440076,6440076,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440076,0;0,0-0;0-0,0,0|0|0,0|0|1000002,-1,0,0,0,900002,0,0,0,0,0,3,,0
6440077,special_spot_config-16440077,special_spot_config-26440077,6440077,6440077,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440077,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,900002,0,0,0,0,0,3,,0
6440081,special_spot_config-16440081,special_spot_config-26440081,6440081,6440081,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440081,0;0,0-0;0-0,0,0|0|0,0|0|6440090,-1,0,0,0,1000059,0,0,0,0,0,0,,0
6440082,special_spot_config-16440082,special_spot_config-26440082,6440082,6440082,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440082,0;0,0-0;0-0,0,0|0|0,0|0|6440081,-1,0,0,0,1000060,0,0,0,0,0,0,,0
6440083,special_spot_config-16440083,special_spot_config-26440083,6440083,6440083,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440083,0;0,0-0;0-0,0,0|0|0,0|0|6440082,-1,0,0,0,1000061,0,0,0,0,0,0,,0
6440084,special_spot_config-16440084,special_spot_config-26440084,6440084,6440084,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440084,0;0,0-0;0-0,0,0|0|0,0|0|6440083,-1,0,0,0,1000062,0,0,0,0,0,0,,0
6440085,special_spot_config-16440085,special_spot_config-26440085,6440085,6440085,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440085,0;0,0-0;0-0,0,0|0|0,0|0|6440084,-1,0,0,0,1000063,0,0,0,0,0,0,,0
6440086,special_spot_config-16440086,special_spot_config-26440086,6440086,6440086,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440086,0;0,0-0;0-0,0,0|0|0,0|0|6440085,-1,0,0,0,1000064,0,0,0,0,0,0,,0
6440087,special_spot_config-16440087,special_spot_config-26440087,6440087,6440087,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440087,0;0,0-0;0-0,0,0|0|0,0|0|6440086,-1,0,0,0,1000065,0,0,0,0,0,0,,0
6440088,special_spot_config-16440088,special_spot_config-26440088,6440088,6440088,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440088,0;0,0-0;0-0,0,0|0|0,0|0|6440087,-1,0,0,0,1000066,0,0,0,0,0,0,,0
6440089,special_spot_config-16440089,special_spot_config-26440089,6440089,6440089,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440089,0;0,0-0;0-0,0,0|0|0,0|0|6440088,-1,0,0,0,1000067,0,0,0,0,0,0,,0
6440090,special_spot_config-16440090,special_spot_config-26440090,6440090,6440090,1,1,0,6440003,0,-1,0,-1,0|1|2|3,1,1,0,6440090,0;0,0-0;0-0,0,0|1000010|0,0|0|0,-1,0,1000069,0,0,0,0,0,0,0,0,,0
6440091,special_spot_config-16440091,special_spot_config-26440091,6440091,6440091,1,3,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440091,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440092,special_spot_config-16440092,special_spot_config-26440092,6440092,6440092,1,3,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440092,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440093,special_spot_config-16440093,special_spot_config-26440093,6440093,6440093,1,4,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440093,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440094,special_spot_config-16440094,special_spot_config-26440094,6440094,6440094,1,5,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440094,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440095,special_spot_config-16440095,special_spot_config-26440095,iaso,6440095,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440095,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6440100,special_spot_config-16440100,special_spot_config-26440100,6440100,6440100,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440100,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000039,0,0,0,0,0,0,,0
6440200,special_spot_config-16440200,special_spot_config-26440200,6440200,6440200,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440200,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000037,0,0,0,0,0,0,,0
6440300,special_spot_config-16440300,special_spot_config-26440300,6440300,6440300,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440300,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000033,0,0,0,0,0,0,,0
6440310,special_spot_config-16440310,special_spot_config-26440310,6440310,6440310,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440310,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000034,0,0,0,0,0,0,,0
6440320,special_spot_config-16440320,special_spot_config-26440320,6440320,6440320,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440320,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000035,0,0,0,0,0,0,,0
6440330,special_spot_config-16440330,special_spot_config-26440330,6440330,6440330,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440330,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000036,0,0,0,0,0,0,,0
6440340,special_spot_config-16440340,special_spot_config-26440340,6440340,6440340,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440340,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000037,0,0,0,0,0,0,,0
6440350,special_spot_config-16440350,special_spot_config-26440350,6440350,6440350,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440350,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000038,0,0,0,0,0,0,,0
6440360,special_spot_config-16440360,special_spot_config-26440360,6440360,6440360,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440360,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000039,0,0,0,0,0,0,,0
6440370,special_spot_config-16440370,special_spot_config-26440370,6440370,6440370,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440370,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000040,0,0,0,0,0,0,,0
6440380,special_spot_config-16440380,special_spot_config-26440380,6440380,6440380,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440380,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000041,0,0,0,0,0,0,,0
6440390,special_spot_config-16440390,special_spot_config-26440390,6440390,6440390,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440390,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000042,0,0,0,0,0,0,,0
6440400,special_spot_config-16440400,special_spot_config-26440400,6440400,6440400,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440400,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000033,0,0,0,0,0,0,,0
6440410,special_spot_config-16440410,special_spot_config-26440410,6440410,6440410,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440410,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000034,0,0,0,0,0,0,,0
6440420,special_spot_config-16440420,special_spot_config-26440420,6440420,6440420,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440420,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000035,0,0,0,0,0,0,,0
6440430,special_spot_config-16440430,special_spot_config-26440430,6440430,6440430,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440430,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000036,0,0,0,0,0,0,,0
6440440,special_spot_config-16440440,special_spot_config-26440440,6440440,6440440,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440440,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000037,0,0,0,0,0,0,,0
6440450,special_spot_config-16440450,special_spot_config-26440450,6440450,6440450,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440450,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000038,0,0,0,0,0,0,,0
6440460,special_spot_config-16440460,special_spot_config-26440460,6440460,6440460,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440460,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000039,0,0,0,0,0,0,,0
6440470,special_spot_config-16440470,special_spot_config-26440470,6440470,6440470,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440470,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000040,0,0,0,0,0,0,,0
6440480,special_spot_config-16440480,special_spot_config-26440480,6440480,6440480,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440480,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000041,0,0,0,0,0,0,,0
6440490,special_spot_config-16440490,special_spot_config-26440490,6440490,6440490,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440490,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000042,0,0,0,0,0,0,,0
6440500,special_spot_config-16440500,special_spot_config-26440500,6440500,6440500,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440500,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000033,0,0,0,0,0,0,,0
6440510,special_spot_config-16440510,special_spot_config-26440510,6440510,6440510,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440510,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000034,0,0,0,0,0,0,,0
6440520,special_spot_config-16440520,special_spot_config-26440520,6440520,6440520,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440520,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000035,0,0,0,0,0,0,,0
6440530,special_spot_config-16440530,special_spot_config-26440530,6440530,6440530,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440530,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000036,0,0,0,0,0,0,,0
6440540,special_spot_config-16440540,special_spot_config-26440540,6440540,6440540,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440540,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000037,0,0,0,0,0,0,,0
6440550,special_spot_config-16440550,special_spot_config-26440550,6440550,6440550,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440550,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000038,0,0,0,0,0,0,,0
6440560,special_spot_config-16440560,special_spot_config-26440560,6440560,6440560,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440560,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000039,0,0,0,0,0,0,,0
6440570,special_spot_config-16440570,special_spot_config-26440570,6440570,6440570,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440570,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000040,0,0,0,0,0,0,,0
6440580,special_spot_config-16440580,special_spot_config-26440580,6440580,6440580,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440580,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000041,0,0,0,0,0,0,,0
6440590,special_spot_config-16440590,special_spot_config-26440590,6440590,6440590,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440590,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000042,0,0,0,0,0,0,,0
6440600,special_spot_config-16440600,special_spot_config-26440600,6440600,6440600,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440600,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000033,0,0,0,0,0,0,,0
6440610,special_spot_config-16440610,special_spot_config-26440610,6440610,6440610,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440610,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000034,0,0,0,0,0,0,,0
6440620,special_spot_config-16440620,special_spot_config-26440620,6440620,6440620,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440620,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000035,0,0,0,0,0,0,,0
6440630,special_spot_config-16440630,special_spot_config-26440630,6440630,6440630,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440630,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000036,0,0,0,0,0,0,,0
6440640,special_spot_config-16440640,special_spot_config-26440640,6440640,6440640,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440640,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000037,0,0,0,0,0,0,,0
6440650,special_spot_config-16440650,special_spot_config-26440650,6440650,6440650,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440650,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000038,0,0,0,0,0,0,,0
6440660,special_spot_config-16440660,special_spot_config-26440660,6440660,6440660,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440660,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000039,0,0,0,0,0,0,,0
6440670,special_spot_config-16440670,special_spot_config-26440670,6440670,6440670,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440670,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000040,0,0,0,0,0,0,,0
6440680,special_spot_config-16440680,special_spot_config-26440680,6440680,6440680,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440680,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000041,0,0,0,0,0,0,,0
6440690,special_spot_config-16440690,special_spot_config-26440690,6440690,6440690,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6440690,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000042,0,0,0,0,0,0,,0
6448881,special_spot_config-16448881,special_spot_config-26448881,6448881,6448881,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448881,0;0,0-0;0-0,0,0|0|0,0|0|6449984,-1,0,0,0,1000059,0,0,0,0,0,0,,0
6448882,special_spot_config-16448882,special_spot_config-26448882,6448882,6448882,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448882,0;0,0-0;0-0,0,0|0|0,0|0|6448881,-1,0,0,0,1000060,0,0,0,0,0,0,,0
6448883,special_spot_config-16448883,special_spot_config-26448883,6448883,6448883,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448883,0;0,0-0;0-0,0,0|0|0,0|0|6448882,-1,0,0,0,1000061,0,0,0,0,0,0,,0
6448884,special_spot_config-16448884,special_spot_config-26448884,6448884,6448884,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448884,0;0,0-0;0-0,0,0|0|0,0|0|6448883,-1,0,0,0,1000062,0,0,0,0,0,0,,0
6448885,special_spot_config-16448885,special_spot_config-26448885,6448885,6448885,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448885,0;0,0-0;0-0,0,0|0|0,0|0|6448884,-1,0,0,0,1000063,0,0,0,0,0,0,,0
6448886,special_spot_config-16448886,special_spot_config-26448886,6448886,6448886,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448886,0;0,0-0;0-0,0,0|0|0,0|0|6448885,-1,0,0,0,1000064,0,0,0,0,0,0,,0
6448887,special_spot_config-16448887,special_spot_config-26448887,6448887,6448887,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448887,0;0,0-0;0-0,0,0|0|0,0|0|6448886,-1,0,0,0,1000065,0,0,0,0,0,0,,0
6448888,special_spot_config-16448888,special_spot_config-26448888,6448888,6448888,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448888,0;0,0-0;0-0,0,0|0|0,0|0|6448887,-1,0,0,0,1000066,0,0,0,0,0,0,,0
6448889,special_spot_config-16448889,special_spot_config-26448889,6448889,6448889,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6448889,0;0,0-0;0-0,0,0|0|0,0|0|6448888,-1,0,0,0,1000067,0,0,0,0,0,0,,0
6449971,special_spot_config-16449971,special_spot_config-26449971,6449971,6449971,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449971,0;0,0-0;0-0,0,0|0|0,0|0|6449973,-1,0,0,0,0,0,0,0,0,0,0,,0
6449972,special_spot_config-16449972,special_spot_config-26449972,6449972,6449972,1,6,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449972,0;0,0-0;0-0,0,0|0|0,0|0|6449973,-1,0,0,0,0,0,0,0,0,0,0,,0
6449973,special_spot_config-16449973,special_spot_config-26449973,6449973,6449973,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449973,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449974,special_spot_config-16449974,special_spot_config-26449974,6449974,6449974,1,7,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449974,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449975,special_spot_config-16449975,special_spot_config-26449975,6449975,-1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449975,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449976,special_spot_config-16449976,special_spot_config-26449976,6449976,6449976,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449976,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449981,special_spot_config-16449981,special_spot_config-26449981,6449981,6449981,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449981,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449982,special_spot_config-16449982,special_spot_config-26449982,6449982,6449982,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449982,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449983,special_spot_config-16449983,special_spot_config-26449983,6449983,6449983,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449983,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449984,special_spot_config-16449984,special_spot_config-26449984,6449984,6449984,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449984,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,1000069,0,0,0,0,0,0,0,0,,0
6449989,special_spot_config-16449989,special_spot_config-26449989,6449989,6449989,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449989,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449990,special_spot_config-16449990,special_spot_config-26449990,6449990,6449990,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449990,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000011,0,0,0,0,0,0,,0
6449991,special_spot_config-16449991,special_spot_config-26449991,6449991,6449991,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449991,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000048,0,0,0,0,0,0,,0
6449992,special_spot_config-16449992,special_spot_config-26449992,6449992,6449992,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449992,0;0,0-0;0-0,0,0|0|0,0|0|6440003,-1,0,0,0,0,0,0,0,0,0,0,,0
6449993,special_spot_config-16449993,special_spot_config-26449993,6449993,6449993,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449993,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449994,special_spot_config-16449994,special_spot_config-26449994,6449994,6449994,3,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449994,0;0,0-0;0-0,0,0|0|0,0|0|6449993,-1,0,0,0,0,0,0,0,0,0,0,,0
6449995,special_spot_config-16449995,special_spot_config-26449995,6449995,6449995,1,99,0,0,6440006,-1,0,-1,0|1|2|3,1,0,0,6449995,3;0,0-1;0-0,0,6440006|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449996,special_spot_config-16449996,special_spot_config-26449996,6449996,6449996,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449996,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449997,special_spot_config-16449997,special_spot_config-26449997,6449997,6449997,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449997,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000068,0,0,0,0,0,0,,0
6449998,special_spot_config-16449998,special_spot_config-26449998,6449998,6449998,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449998,0;0,0-0;0-0,0,0|1000010|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6449999,special_spot_config-16449999,special_spot_config-26449999,6449999,6449999,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6449999,0;0,0-0;0-0,0,0|6440002|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
6460001,special_spot_config-16460001,special_spot_config-26460001,6460001,6460001,3,1,0,0,0,1|7|8|10,0,-1,0|1|2|3,1,0,0,6460001,0;0,0-0;0-0,0,0|0|0,0|0|6460015,-1,0,0,1000071,1000070,0,0,0,0,0,0,,0
6460002,special_spot_config-16460002,special_spot_config-26460002,6460002,6460002,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6460002,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,1000072,0,0,0,0,0,0,0,,0
6460003,special_spot_config-16460003,special_spot_config-26460003,6460003,6460003,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6460003,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,1000072,0,0,0,0,0,0,0,,0
