id,name,classes,type,position,space,deco_rate,decompose_gift,description,code,texture_type,sorting,offset,rotate,interact_point,interact_point_offset,furniture_bgm,touch_area,bonus_id,ai
7610,furniture-10007610,76,102,"0,8","11,4,1,1,1,0",1100,100003,furniture-20007610,hallo2019_02,2,0,"0.24,0,0",1,87610,"0,0,0",0,"8,1,0",0,0
7611,furniture-10007611,76,201,"22,6","5,3,1,1,1,0",950,100003,furniture-20007611,hallo2019_07,2,0,"-0.031,0.063,0",2,0,0,0,"6,4,0",0,0
7612,furniture-10007612,76,202,"7,5","4,3,1,1,1,0",950,100003,furniture-20007612,"hallo2019_deco_05_A,hallo2019_deco_05_B,hallo2019_08,hallo2019_09","1,1,2,2","15,25,0,20","0.083,-0.063,0|0.083,-0.063,0|-0.094,0.198,0|0.626,0.031,0","2,2,2,2","87612,104","*-0.379,1.451,-0.285|*-1.429,3.159,0.427",0,"5,4,0",0,0
7613,furniture-10007613,76,201,"1,4","6,4,1,1,1,0",1150,100003,furniture-20007613,"hallo2019_deco_06_A,hallo2019_10,hallo2019_11","1,2,2","20,0,30","0,-0.083,0|-0.292,2.711,0|1.105,2.325,0","2,2,2","87613,104","*0.963,1.280,-0.285|*-0.963,2.504,-0.285",0,"4,14,0",0,0
7614,furniture-10007614,76,201,"11,0","13,2,0,0,0,0",1100,100003,furniture-20007614,"hallo2019_deco_07_A,hallo2019_deco_07_B,hallo2019_12","1,1,2","0,0,20","-1.144,0,0|1.15,0,0|0.156,0.897,0","2,2,2","876141,876142,104","*-2.217,2.049,0.000|*2.829,2.476,-0.285|*0.642,2.874,-0.285",0,"13,3,0",0,0
7701,furniture-10007701,77,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20007701,racing2019_floor,1,0,"0,0,0",1,0,0,0,0,0,0
7702,furniture-10007702,77,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20007702,racing2019_wall,1,0,"0,0,0",3,0,0,0,0,0,0
7703,furniture-10007703,77,202,"21,7","11,5,0,0,0,0",1250,100003,furniture-20007703,"racing2019_deco_01_FL,racing2019_deco_01_FR,racing2019_deco_01_B","1,1,1","20,20,0","-1.145,-0.104,0|1.153,-0.104,0|-0.156,-0.104,0","2,2,2","15,14,104","*2.508,0.797,-0.285|*0.292,2.163,-0.285|*-0.350,5.520,-0.285",0,"8,6,0",0,0
7704,furniture-10007704,77,202,"9,7","11,5,0,0,0,0",1250,100003,furniture-20007704,"racing2019_deco_02_FL,racing2019_deco_02_FR,racing2019_deco_02_B","1,1,1","20,20,0","-1.19,-0.051,0|1.11,-0.051,0|0.395,-0.031,0","2,2,2","15,14,104","*2.508,0.797,-0.285|*0.117,2.362,-0.285|*2.742,5.093,-0.285",0,"8,6,0",0,0
7705,furniture-10007705,77,202,"0,3","6,3,0,0,0,0",1050,100003,furniture-20007705,"racing2019_deco_03_F,racing2019_deco_03_B","1,1","20,0","0.051,-0.031,0|0.051,-0.031,0","2,2","14,14,104","*0.525,1.537,-0.285|*0.292,5.037,-0.285|*-0.058,6.203,0.626",0,0,0,0
7706,furniture-10007706,77,201,"17,5","1,1,1,1,1,0",950,100003,furniture-20007706,racing2019_deco_04,1,0,"0,2.685,0",2,0,0,0,"5,4,0,0,9,0",0,0
7707,furniture-10007707,77,203,"4,2","11,1,1,1,1,0",1350,100003,furniture-20007707,"racing2019_deco_05_A,racing2019_deco_05_B","1,1","20,0","0,-0.092,0|0,-0.092,0","2,2","17,4,104","*4.900,4.382,0.000|*0.058,9.276,0.000|*-4.404,8.593,1.167",0,0,0,0
7708,furniture-10007708,77,302,"21,4","11,16,1,1,1,0",1450,100003,furniture-20007708,racing2019_walldeco_01,1,0,"-0.041,-0.676,0",3,104,"*-3.722,7.945,0.000",0,0,0,0
7709,furniture-10007709,77,302,"5,2","8,4,1,1,1,0",1000,100003,furniture-20007709,"racing2019_walldeco_02_L,racing2019_walldeco_02_R","1,1","0,0","-0.943,0,0|1.322,0,0","3,3",104,"0,0,0",0,"10,4,0",0,0
7710,furniture-10007710,77,302,"12,11","5,5,1,1,1,0",1000,100003,furniture-20007710,racing2019_walldeco_03,1,0,"0,-0.184,0",3,0,0,0,0,0,0
7711,furniture-10007711,77,201,"6,10","2,2,1,1,1,0",900,100003,furniture-20007711,racing2019_deco_06,1,0,"0.164,-0.113,0",2,104,"*0.350,0.939,0",0,0,0,0
7712,furniture-10007712,77,302,"2,11","6,4,1,1,1,0",1000,100003,furniture-20007712,racing2019_walldeco_04,1,0,"0,-0.707,0",3,104,"*-1.681,1.934,-0.523",0,"6,4,0,0,-1,0",0,0
7713,furniture-10007713,77,201,"4,0","6,2,1,1,1,0",1000,100003,furniture-20007713,racing2019_deco_07,1,0,"0,0,0",2,0,0,0,0,0,0
7801,furniture-10007801,78,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20007801,Xmas2019_floor,1,0,"0,0,0",1,0,0,0,0,0,0
7802,furniture-10007802,78,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20007802,Xmas2019_wall,1,0,"0,0,0",3,0,0,0,0,0,0
7803,furniture-10007803,78,201,"9,6","8,4,1,1,1,0",1300,100003,furniture-20007803,Xmas19_01,2,0,"0.25,0.344,0",2,"14,17,104","*-2.538,7.028,0.541|*0.438,7.114,1.138|*-1.225,6.602,0.000",0,"8,8,0",0,0
7804,furniture-10007804,78,201,"25,5","5,3,1,1,1,0",950,100003,furniture-20007804,"Xmas2019_deco_01_A,Xmas2019_deco_01_B","1,1","0,20","-0.031,-0.407,0|-0.031,-0.407,0","2,2","14,104","*0.292,0.939,-0.285|*-1.079,1.793,0.085",0,0,0,0
7805,furniture-10007805,78,102,"26,8","4,4,1,1,1,0",900,100003,furniture-20007805,Xmas2019_02,1,0,"0,0,0",1,0,0,0,"4,4,0",0,0
7806,furniture-10007806,78,201,"4,10","4,2,1,1,1,0",950,100003,furniture-20007806,Xmas19_02,2,0,"0,0.042,0",2,0,0,0,"4,4,0",0,0
7807,furniture-10007807,78,201,"17,4","8,1,1,1,0,0",1000,100003,furniture-20007807,"Xmas2019_deco_03_A,Xmas2019_deco_03_B","1,1","0,0","-0.292,-0.094,0|2.012,-0.094,0","2,2",104,"*0.438,1.508,0.341",0,0,0,0
7808,furniture-10007808,78,201,"19,0","16,3,1,1,1,0",1400,100003,furniture-20007808,"Xmas2019_deco_04_A,Xmas2019_deco_04_B","1,1","0,0","-0.584,-0.177,0|2.865,-0.044,0","2,2","14,17","*-0.671,8.907,-0.285|*-1.750,8.309,1.679",0,0,0,0
7809,furniture-10007809,78,201,"27,4","6,1,1,1,0,0",1100,100003,furniture-20007809,Xmas2019_deco_05,1,0,"0,-0.094,0",2,104,"*-1.400,4.467,0.683",0,0,0,0
7810,furniture-10007810,78,201,"2,5","7,2,1,1,1,0",1100,100003,furniture-20007810,"Xmas2019_deco_06_A,Xmas2019_deco_06_B,Xmas2019_deco_06_C","1,1,1","0,15,20","-0.407,-0.052,0|0.243,-0.06,0|-0.407,-0.052,0","2,2,2","24,104","*-0.963,1.736,-0.285|*1.867,3.358,0.171",0,0,0,0
7811,furniture-10007811,78,201,"1,0","11,3,1,1,1,0",1300,100003,furniture-20007811,Xmas19_03,2,0,"0,0.177,0",2,0,0,0,"8,8,0",0,0
7812,furniture-10007812,78,201,"30,5","4,3,1,1,1,0",950,100003,furniture-20007812,Xmas2019_deco_07,1,0,"0,-0.052,0",2,"20,104","*0.583,4.354,-0.057|*-1.196,2.447,0.171",0,0,0,0
7813,furniture-10007813,78,201,"14,13","10,1,1,1,0,0",1250,100003,furniture-20007813,"Xmas2019_deco_08_A,Xmas2019_deco_08_B","1,1","0,0","1.637,-0.115,0|-0.667,-0.115,0","2,2",104,"*-1.633,1.878,0.569",0,"8,6,0",0,0
7901,furniture-10007901,79,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20007901,zy2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
7902,furniture-10007902,79,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20007902,zy2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
7903,furniture-10007903,79,203,"0,6","35,4,1,1,0,0",1200,100003,furniture-20007903,"zy2020_deco_01_A,zy2020_deco_01_B,zy2020_deco_01_C,zy2020_deco_01_D,zy2020_deco_01_F,zy2020_deco_01_E,zy2020_deco_01_G,zy2020_deco_01_H,zy2020_deco_01_I,zy2020_deco_01_J","1,1,1,1,1,1,1,1,1,1","25,25,0,0,20,10,25,25,0,0","-5.13,-0.083,0|6.246,-0.083,0|-5.13,-0.083,0|6.12,-0.082,0|-0.907,0.104,0|-938,0,0|-1.679,-0.083,0|2.888,-0.083,0|-1.84,-0.073,0|2.753,-0.073,0","2,2,2,2,2,2,2,2,2,2","41,104","*-2.421,1.537,-0.285|*-6.444,0.000,-0.285",0,0,0,0
7904,furniture-10007904,79,201,"8,11","1,1,1,1,1,0",950,100003,furniture-20007904,zy2020_deco_02,1,0,"0.438,-0.115,-0.052",2,104,"*1.108,4.638,-0.285",0,0,0,0
7905,furniture-10007905,79,202,"27,10","5,3,1,1,1,0",1000,100003,furniture-20007905,"zy2020_deco_03_A,zy2020_deco_03_B","1,1","15,0","-0.177,-0.083,0|0.661,0.104,0","2,2","15,14,104","*1.138,0.768,0.000|*1.896,1.280,0.057|*-1.342,4.724,-0.285",0,0,0,0
7906,furniture-10007906,79,201,"0,3","9,2,1,1,1,0",1100,100003,furniture-20007906,zy2020_light_01,2,0,"0,0,0",2,0,0,0,"10,10,0",0,0
7907,furniture-10007907,79,201,"16,2","8,2,1,1,1,0",1100,100003,furniture-20007907,zy2020_light_02,2,0,"0,0,0",2,0,0,0,"8,15,0",0,0
7908,furniture-10007908,79,201,"25,1","10,2,1,1,1,0",1100,100003,furniture-20007908,zy2020_light_03,2,0,"0,0,0",2,0,0,0,"8,15,0",0,0
7909,furniture-10007909,79,201,"7,0","12,2,1,1,1,0",1100,100003,furniture-20007909,zy2020_light_04,2,0,"0,0,0",2,0,0,0,"10,10,0",0,0
7910,furniture-10007910,79,201,"33,11","1,1,1,1,1,0",900,100003,furniture-20007910,zy2020_deco_04,1,20,"-0.313,-0.125,0",2,104,"*-1.458,4.780,-0.285",0,0,0,0
7911,furniture-10007911,79,202,"22,10","4,3,1,1,1,0",950,100003,furniture-20007911,zy2020_deco_05,1,0,"0.052,-0.115,0",2,"16,104","*-0.700,0.939,-0.285|*-0.875,4.553,-0.285",0,0,0,0
7912,furniture-10007912,79,201,"18,11","3,2,1,1,1,0",950,100003,furniture-20007912,zy2020_deco_06,1,0,"0,-0.104,0",2,"1,104","*-0.554,0.939,-0.285|*0.963,0.882,-0.285",0,0,0,0
7913,furniture-10007913,79,201,"10,12","1,1,1,1,1,0",900,100003,furniture-20007913,zy2020_deco_07,1,0,"0,-0.125,0",2,104,"*0.058,3.016,-0.285",0,0,0,0
7914,furniture-10007914,79,201,"3,11","4,2,1,1,1,0",950,100003,furniture-20007914,zy2020_deco_08,1,0,"0,-0.125,0",2,104,"*-1.079,3.443,-0.285",0,0,0,0
8001,furniture-10008001,80,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20008001,SPF2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
8002,furniture-10008002,80,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20008002,SPF2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
8003,furniture-10008003,80,201,"13,7","6,3,1,1,1,0",1100,100003,furniture-20008003,SPF2020_deco_01,1,0,"0.073,-0.094,0",2,104,"*1.313,2.134,-0.285",0,0,0,0
8004,furniture-10008004,80,201,"10,1","14,6,1,1,1,0",1200,100003,furniture-20008004,"SPF2020_deco_02_A,SPF2020_deco_02_B,SPF2020_deco_02_C,SPF2020_deco_02_D","1,1,1,1","0,0,20,20","-1.105,-0.094,0|1.198,-0.094,0|-1.105,-0.094,0|1.198,-0.094,0","2,2,2,2","12,14","*1.342,1.337,-0.285|*4.025,1.707,-0.256",0,"10,3,0",0,0
8005,furniture-10008005,80,201,"27,1","7,6,1,1,1,0",1200,100003,furniture-20008005,"SPF2020_deco_03_A,SPF2020_deco_03_B,SPF2020_deco_03_C,SPF2020_deco_03_D","1,1,1,1","30,30,20,0","-0.317,-0.084,0|1.99,-0.084,0|0.094,1.272,0|0.094,1.272,0","2,2,2,2","17,104","*0.233,2.191,-0.285|0,0,0",0,"7,7,0",0,0
8006,furniture-10008006,80,201,"7,10","9,4,1,1,1,0",1050,100003,furniture-20008006,"SPF2020_deco_04_A,SPF2020_deco_04_B","1,1","0,0","-0.624,-0.104,0|1.649,-0.104,0","2,2",0,0,0,0,0,0
8007,furniture-10008007,80,202,"31,11","1,1,0,0,0,0",950,100003,furniture-20008007,SPF2020_deco_05,1,0,"0,-0.094,0",2,14,"*-0.379,1.167,-0.285",0,0,0,0
8008,furniture-10008008,80,201,"2,0","2,1,1,1,1,0",1100,100003,furniture-20008008,SPF2020_deco_06,1,0,"0.24,-0.083,0",2,0,0,0,0,0,0
8009,furniture-10008009,80,201,"20,0","11,1,1,1,1,0",1300,100003,furniture-20008009,"SPF2020_deco_07_A,SPF2020_deco_07_B,SPF2020_deco_07_C,SPF2020_deco_07_D","1,1,1,1","20,20,0,0","-0.813,-0.063,0|1.49,-0.063,0|-0.813,-0.063,0|1.49,-0.063,0","2,2,2,2","17,17,104","*-1.283,0.598,-0.285|*2.188,0.797,-0.285|*-2.917,4.951,-0.285",0,0,0,0
8010,furniture-10008010,80,203,"25,11","1,1,0,0,0,0",950,100003,furniture-20008010,SPF2020_deco_08,1,0,"0,-0.094,0",2,12,"*-0.058,1.280,-0.285",0,0,0,0
8011,furniture-10008011,80,201,"27,10","3,3,1,1,1,0",1000,100003,furniture-20008011,SPF2020_deco_09,1,0,"0,-0.094,0",2,104,"*-1.138,2.333,-0.285",0,0,0,0
8012,furniture-10008012,80,201,"23,7","4,2,1,1,1,0",1100,100003,furniture-20008012,SPF2020_deco_10,1,0,"0,-0.094,0",2,0,0,0,0,0,0
8013,furniture-10008013,80,201,"1,8","10,2,1,1,0,0",1250,100003,furniture-20008013,"SPF2020_deco_11_A,SPF2020_deco_11_B","1,1","0,0","-0.635,-0.094,0|1.668,-0.094,0","2,2",104,"*-0.700,5.720,-0.285",0,0,0,0
8201,furniture-10008201,82,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20008201,WhiteV2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
8202,furniture-10008202,82,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20008202,WhiteV2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
8203,furniture-10008203,82,201,"11,0","13,3,1,1,1,0",1300,100003,furniture-20008203,"WhiteV2020_deco_01,2020WhiteV_03","1,2","0,20","0,0,0|-0.136,2.513,0.521","2,2",104,"0,0,0",0,0,0,0
8204,furniture-10008204,82,201,"24,11","6,3,1,1,1,0",1000,100003,furniture-20008204,WhiteV2020_deco_02,1,0,"0,-0.042,0",2,"104,27","*-0.671,2.675,0.000|*2.129,0.028,0.000",0,0,0,0
8205,furniture-10008205,82,202,"4,6","5,3,1,1,1,0",1000,100003,furniture-20008205,"WhiteV2020_deco_03,2020WhiteV_02","1,2","10,25","0,0,0|-0.5,0.73,0.104","2,2","104,26,42","*-2.246,5.606,-0.285|*0.088,1.935,0.000|*0.321,2.305,-0.285",0,0,0,0
8206,furniture-10008206,82,201,"9,12","6,2,0,0,0,0",1200,100003,furniture-20008206,"WhiteV2020_deco_04_A,WhiteV2020_deco_04_B","1,1","0,0","0,0,0|0,2.245,0.521","2,2",104,"*-1.808,9.305,0.000",0,0,0,0
8207,furniture-10008207,82,201,"28,3","3,2,1,1,1,0",1100,100003,furniture-20008207,WhiteV2020_deco_05,1,0,"0,-0.063,0",2,104,"*0.321,4.752,0.000",0,0,0,0
8208,furniture-10008208,82,201,"15,3","5,3,1,1,1,0",1100,100003,furniture-20008208,WhiteV2020_deco_06,1,10,"0,-0.031,0",2,"104,88208","*-1.371,3.215,-0.285|*-0.058,1.764,0.057",0,0,0,0
8209,furniture-10008209,82,102,"12,3","11,8,1,1,1,0",1200,100003,furniture-20008209,WhiteV2020_deco_07,1,0,"0,0,0",1,0,0,0,0,0,0
8210,furniture-10008210,82,203,"18,9","5,3,1,1,1,0",1000,100003,furniture-20008210,2020WhiteV_01,2,0,"0.043,0.094,0",2,104,"*1.313,2.817,0.000",0,"6,3,0",0,0
8211,furniture-10008211,82,201,"11,9","6,3,1,1,1,0",1000,100003,furniture-20008211,WhiteV2020_deco_10,1,0,"0,0,0",2,104,"*-1.575,2.874,0.000",0,0,0,0
8212,furniture-10008212,82,201,"7,3","5,2,1,1,1,0",1150,100003,furniture-20008212,"WhiteV2020_deco_08_A,WhiteV2020_deco_08_B","1,1","0,0","0,0,0|0,2.245,0.521","2,2",104,"*-0.583,4.439,0.000",0,0,0,0
8213,furniture-10008213,82,201,"23,4","3,2,1,1,1,0",1150,100003,furniture-20008213,"WhiteV2020_deco_09_A,WhiteV2020_deco_09_B,2020WhiteV_04","1,1,2","0,0,20","0,2.158,0.527|0,-0.083,0|0,2.648,0.521","2,2,2",0,0,0,0,0,0
8301,furniture-10008301,83,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20008301,Pajamas2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
8302,furniture-10008302,83,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20008302,Pajamas2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
8303,furniture-10008303,83,201,"16,4","12,7,0,0,1,0",1350,100003,furniture-20008303,"Pajamas2020_deco_01,Pajamas2020_deco_02,April2020_deco_01","1,1,2","0,10,15","0,0,0|0,0,0|0.422,0.709,0.164","2,2,2","104,24,43","*-0.149,7.267,1.218|*-0.146,1.907,0.063|*-1.219,0.674,-0.598",0,0,0,0
8304,furniture-10008304,83,201,"2,4","7,4,1,1,1,0",1200,100003,furniture-20008304,"Pajamas2020_deco_03,Pajamas2020_deco_04,April2020_deco_02","1,1,2","0,20,30","0,0,0|0,0,0|0.112,1.191,0.278","2,2,2",43,"*-0.111,0.825,0.168",0,0,0,0
8305,furniture-10008305,83,302,"6,4","20,4,1,1,1,0",1200,100003,furniture-20008305,April2020_deco_04,2,0,"0,0,0",3,"104,104","*-10.806,2.405,0.000|*2.581,-1.045,0.000",0,"20,4,0",0,0
8306,furniture-10008306,83,201,"26,12","6,2,1,1,1,0",1200,100003,furniture-20008306,Pajamas2020_deco_05,1,0,"0,0,0",2,104,"*1.517,6.089,1.337",0,0,0,0
8307,furniture-10008307,83,202,"7,9","5,3,0,1,1,0",1050,100003,furniture-20008307,"Pajamas2020_deco_06,Pajamas2020_deco_07","1,1","0,10","0,-0.063,0|0,0,0","2,2","104,12","*-0.263,4.638,1.056|*0.146,1.593,-0.285",0,0,0,0
8308,furniture-10008308,83,201,"9,4","6,2,1,1,1,0",1050,100003,furniture-20008308,Pajamas2020_deco_08,1,0,"0,0,0",2,104,"*0.933,6.061,1.053",0,0,0,0
8309,furniture-10008309,83,202,"2,12","5,2,1,1,1,0",1150,100003,furniture-20008309,Pajamas2020_deco_09,1,10,"0,0,0",2,104,"*1.132,2.362,0.484",0,0,0,0
8310,furniture-10008310,83,201,"27,2","5,2,1,1,1,0",1050,100003,furniture-20008310,Pajamas2020_deco_10,1,0,"0,0,0",2,104,"*0.000,3.472,0.996",0,0,0,0
8311,furniture-10008311,83,201,"15,1","4,2,1,1,1,0",1000,100003,furniture-20008311,Pajamas2020_deco_11,1,0,"0,0,0",2,0,0,0,0,0,0
8312,furniture-10008312,83,201,"1,2","2,2,1,1,1,0",1000,100003,furniture-20008312,"Pajamas2020_deco_12,Pajamas2020_deco_13","1,1","0,0","0,0,0|0,2.2407623,0.5171792","2,2",0,0,0,0,0,0
8313,furniture-10008313,83,201,"16,12","2,2,1,1,1,0",950,100003,furniture-20008313,April2020_deco_03,2,0,"0,0,0",2,0,0,0,"2,2,0",0,0
8401,furniture-10008401,84,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20008401,Anniversary2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
8402,furniture-10008402,84,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20008402,Anniversary2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
8403,furniture-10008403,84,201,"7,0","16,3,1,1,1,0",1300,100003,furniture-20008403,"Anniversary2020_deco_01,Anniversary2020_deco_02","1,1","0,0","-1.115689,-0.10427,-0.0229394|3.4899169,-0.10427,-0.0250248","2,2",104,"*-0.117,10.813,3.358",0,0,0,0
8404,furniture-10008404,84,201,"1,3","10,3,1,1,1,0",1200,100003,furniture-20008404,May2020_deco_01,2,0,"-0.323237,0.719463,0.166832",2,104,"*-0.613,4.900,0.672",0,"10,4,0",0,0
8405,furniture-10008405,84,201,"23,0","7,3,1,1,1,0",1100,100003,furniture-20008405,"Anniversary2020_deco_04,Anniversary2020_deco_05","1,1","0,0","0,0,0|0,2.2438904,0.5192646","2,2",0,0,0,0,0,0
8406,furniture-10008406,84,201,"28,5","7,3,1,1,1,0",1100,100003,furniture-20008406,"Anniversary2020_deco_06,Anniversary2020_deco_07","1,1","0,0","0,0,0|0,2.2397196,0.5171792","2,2",0,0,0,0,0,0
8407,furniture-10008407,84,201,"23,10","8,3,1,1,1,0",1200,100003,furniture-20008407,"Anniversary2020_deco_03,May2020_deco_02","1,2","0,20","0,-0.10427,0.448361|0.031281,0.594339,0.375372","2,2",44,"*-0.236,0.549,1.215",0,0,0,0
8408,furniture-10008408,84,201,"22,6","2,2,1,1,1,0",900,100003,furniture-20008408,Anniversary2020_deco_12,1,0,"0,0,0",2,104,"*-0.960,5.065,1.030",0,0,0,0
8409,furniture-10008409,84,202,"0,11","10,3,1,1,1,0",1200,100003,furniture-20008409,"Anniversary2020_deco_08,Anniversary2020_deco_09,Anniversary2020_deco_10,Anniversary2020_deco_11","1,1,1,1","20,20,0,0","-0.563058,0,0|1.7411922176,0,0|-0.563058,0,0|1.7255527603,0,0","2,2,2,2",19,"*-0.417,1.648,-0.285",0,0,0,0
8410,furniture-10008410,84,201,"19,4","4,2,1,1,1,0",950,100003,furniture-20008410,"Anniversary2020_deco_13,Anniversary2020_deco_14","1,1","0,0","0,0,0|0,2.2397196,0.5171792","2,2",0,0,0,0,0,0
8411,furniture-10008411,84,201,"8,6","4,2,1,1,1,0",950,100003,furniture-20008411,Anniversary2020_deco_15,1,0,"0,0,0",2,0,0,0,0,0,0
8412,furniture-10008412,84,102,"0,11","35,3,1,1,1,0",1300,100003,furniture-20008412,"Anniversary2020_deco_16,Anniversary2020_deco_17,Anniversary2020_deco_18,Anniversary2020_deco_19,Anniversary2020_deco_20,Anniversary2020_deco_21","1,1,1,1,1,1","0,0,0,0,0,0","-5.1175716,0,0|-2.8237483824,0,0|-0.5507770794,0,0|1.7503450382,0,0|4.0371613118,0,0|5.2312259,0,0","1,1,1,1,1,1",0,0,0,"35,3,0",0,0
8413,furniture-10008413,84,201,"12,6","7,2,1,1,1,0",1000,100003,furniture-20008413,May2020_deco_03,2,0,"0,0,0",2,0,0,0,"6,2,0",0,0
8501,furniture-10008501,85,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20008501,Children2020_floor,1,0,"0,0,0",1,0,0,0,0,0,0
8502,furniture-10008502,85,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20008502,Children2020_wall,1,0,"0,0,0",3,0,0,0,0,0,0
8503,furniture-10008503,85,202,"9,9","9,4,0,0,0,0",1150,100003,furniture-20008503,"Children2020_deco_01,Children2020_deco_02,Children2020_deco_03,Children2020_deco_04","1,1,1,1","20,20,0,0","-0.97278978029,-0.1376364,-0.031281|1.3231195672,-0.1376364,-0.031280968719|-0.98113096321,-0.1376364,-0.031280968719|1.3220768672,-0.14910547438,-0.1751663011","2,2,2,2",12,"*0.230,2.111,-0.285",0,0,0,0
8504,furniture-10008504,85,201,"18,3","5,3,1,1,1,0",1100,100003,furniture-20008504,"Children2020_deco_20,June2020_deco_02","1,2","20,0","-0.479642,-0.17099414559,0|0,0.054217647272,0.51819562396","2,2",12,"*-0.963,2.191,-0.285",0,"5,4,0",0,0
8505,furniture-10008505,85,201,"3,0","11,5,1,1,1,0",1250,100003,furniture-20008505,"Children2020_deco_05,Children2020_deco_06","1,1","20,0","0,0,0|0,0,0","2,2","20,15,104","*-2.654,9.214,1.309|*-1.458,1.366,0.543|*-0.303,10.059,-0.285",0,0,0,0
8506,furniture-10008506,85,203,"27,2","6,4,1,1,1,0",1150,100003,furniture-20008506,"Children2020_deco_18,Children2020_deco_19,June2020_deco_01","1,1,2","0,20,40","0,0,0|0.4681723,0,0|-0.0364767741,0.4035249,-0.0135551","2,2,2",13,"*0.639,1.403,-0.285",0,0,0,0
8507,furniture-10008507,85,201,"24,8","4,2,1,1,1,0",950,100003,furniture-20008507,Children2020_deco_07,1,0,"0,0,0",2,0,0,0,0,0,0
8508,furniture-10008508,85,202,"19,11","7,3,1,1,1,0",1100,100003,furniture-20008508,"Children2020_deco_08,Children2020_deco_09","1,1","0,0","0,0,0|2.3022816,0,0","2,2","12,14","*-1.260,2.217,-0.285|*3.305,1.320,-0.285",0,0,0,0
8509,furniture-10008509,85,302,"4,0","10,5,1,1,1,0",1150,100003,furniture-20008509,"Children2020_deco_10,Children2020_deco_11","1,1","0,0","-0.35231592187,-0.604766,0|1.949849,-0.604766,0","3,3",104,"*-0.348,-0.894,-0.523",0,"12,5,0",0,0
8510,furniture-10008510,85,201,"28,11","6,3,1,1,1,0",1000,100003,furniture-20008510,Children2020_deco_12,1,0,"0,0,0",2,0,0,0,0,0,0
8511,furniture-10008511,85,201,"1,6","7,3,1,1,1,0",1100,100003,furniture-20008511,"Children2020_deco_13,Children2020_deco_14","1,1","0,0","0,0,0|0,0,0","2,2",0,0,0,0,0,0
8512,furniture-10008512,85,302,"20,1","7,6,1,1,1,0",1150,100003,furniture-20008512,"Children2020_deco_15,Children2020_deco_16","1,1","0,0","-0.2856998,0,0|2.0155391,0,0","2,2",0,0,0,0,0,0
8513,furniture-10008513,85,201,"2,11","6,3,1,1,1,0",1100,100003,furniture-20008513,Children2020_deco_17,1,0,"0,0,0",2,0,0,0,0,0,0
8601,furniture-10008601,86,101,"0,0","1,1,1,1,1,0",900,100003,furniture-20008601,Island2020_floor,1,0,"0,0,0",1,0,"0,0,0",0,0,0,0
8602,furniture-10008602,86,301,"0,0","1,1,1,1,1,0",900,100003,furniture-20008602,Island2020_wall,1,0,"0,0,0",3,0,"0,0,0",0,0,0,0
8603,furniture-10008603,86,202,"5,7","5,4,0,0,0,0",1100,100003,furniture-20008603,Island2020_deco_01,1,0,"0,0,0",2,"12,12,104","*1.607,1.263,0.452|*-0.055,1.292,0.350|*1.371,5.540,-0.285",0,0,0,0
8604,furniture-10008604,86,201,"0,12","35,1,0,0,0,0",1150,100003,furniture-20008604,"Island2020_deco_02,Island2020_deco_03,Island2020_deco_04,Island2020_deco_05,Island2020_deco_06,Island2020_deco_07,swimpoint","1,1,1,1,1,1,2","50,50,50,50,50,50,0","-4.9928865767,-0.594339,-0.813306|-2.6951459352,-0.594339,-0.813306|-0.3929811176,-0.594339,-0.813306|1.908141,-0.594339,-0.813306|4.2113485176,-0.594339,-0.813306|6.1540154,-0.594339,-0.813306|0,0,0","2,2,2,2,2,2,2",88604,"0,0,0",0,0,0,0
8605,furniture-10008605,86,201,"27,6","5,4,1,1,1,0",1100,100003,furniture-20008605,"Island2020_deco_08,Island2020_deco_09,Island2020_deco_10","1,1,1","0,10,20","-0.302383,0,0|-0.302383,0,0|-0.302383,1.4107731,0.3263651","2,2,2","12,27,104","*-2.120,1.963,0.060|*-0.350,1.167,0.341|*-1.400,6.232,-0.285",0,0,0,0
