id,name,action_order,action_delay,action_playspeed,creation_order,creation_delay,creation_afterdeath,sound_order,sound_delay,effect_order,effect_delay,effect_duration,stop_time_speed,stop_time_delay,stop_time_duration,move_order,move_delay,summon_order,summon_delay,voice_order,voice_delay,scene_order,scene_play_speed,scene_delay,scene_transition,avg_order,avg_delay,bgm_order,bgm_delay,camera_order,camera_delay,camera_duration
5781,火箭妖精工具人9,,,,,,,,,,,,,,,,,4151,0,,,,,,,,,,,,,
5782,火箭妖精工具人10,,,,,,,,,,,,,,,,,4152,0,,,,,,,,,,,,,
5783,尼梅兰普攻召唤,attack,0,100,8564,9,,BT_SeeleDimonsion,5,,,,,,,,,,,,,,,,,,,,,,,
5784,尼梅兰累积普攻,,,,8567|8623,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,尼梅兰光球发射,,,,8568,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,光球自裁,,,,238|8624,35|0,,,,,,,,,,1017,5,,,,,,,,,,,,,,,
5787,尼梅兰一技能,S1,0,100,8569,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,尼梅兰二技能,S2,0,100,8570,30,,,,,,,,,,1016,60,,,,,,,,,,,,,,,
5789,尼梅兰大招单轮,B2,0,100,8573,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,尼梅兰大招起手,S3,0,100,8567,0,,21Summer_Light_Ball,0,3(Nimeylan;무상영역;Supreme Domain;NIMEYLAN)|7(redshine)|7(redshine),0|0|10,1|10|10,,,,,,,,,,,,,,,,,,,,
5791,存活监视用,,,,8571|8572,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,突击步枪普攻-套装普通攻击,1,0,100,8716|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
5793,塞伽击退强制位移5,,,,,,,,,,,,,,,1023,0,,,,,,,,,,,,,,,
5794,白色重型前排技能,s,0,100,8820|8821,60|8,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,白色跳跳兵激光,skill|wait|attack|wait|wait,10|38|70|165|200,100,8823|8823|8823|8823|8822,75|95|115|135|39,,BT_White_Laser,75,,,,,,,402,23,,,,,,,,,,,,,,,
5796,白色强化后排,s,30,100,8824,44,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,铁血头盔普攻,s2,0,100,8825,17,,,,,,1,,,,,,,,,,,,,,,,,,,,
5798,我方全体暴击率提升50%，暴伤下降50%,,,,,,,,,,,,,,,,,4238,0,,,,,,,,,,,,,
5799,我方全体伤害下降50%，赋予敌人全体100%易伤,,,,,,,,,,,,,,,,,4233,0,,,,,,,,,,,,,
5800,敌方全体穿甲值加200点,,,,,,,,,,,,,,,,,4234,0,,,,,,,,,,,,,
5801,我方除队长外单位伤害下降50%,,,,,,,,,,,,,,,,,4235,0,,,,,,,,,,,,,
5802,开场我方第二排生成燃烧区域每10帧50点编制伤害，持续10秒,,,,,,,,,,,,,,,,,4236,0,,,,,,,,,,,,,
5803,每10秒对敌我双方血量最高单位造成10%最大生命值的伤害,,,,,,,,,,,,,,,,,4237,0,,,,,,,,,,,,,
5804,战区燃烧区域第二排,,,,8827,30,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,战区队长位判断,,,,8828,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,10%最大生命值的伤害,,,,8838,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,锁链射击,1|1,15|31,100|100,8839|8839|8840,15|31|0,,BT_Sniper_skill_0|BT_Sniper_skill_0,10|35,1,0,1,,,,,,,,,,,,,,,,,,,,
5808,爆破榴弹新,2,0,100,8841,31,,BT_fire_grenade,35,1,0,1,,,,,,,,,,,,,,,,,,,,
5809,561自伤,,,,8855,0,,,,9,0,30,,,,,,,,,,,,,,,,,,,,
5810,老李一技能,,,,8856,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
5811,老李盟友开局检测,,,,8857,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,老李增益触发盟友,,,,8858|8859,1|9,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,aa02普攻,attack,0,100,8861|8863|8864,11|9|13,,BT_pistol_enemy_n|BT_pistol_enemy_n,11|13,,,,,,,,,,,,,,,,,,,,,,,
5814,aa02一技能,s2|s3|s3|s3|s3|s3|s3|s3|s3,40|61|81|101|121|141|161|181|201,100|100|100|100|100|100|100|100|100,8865|8866|8925|8926|8925|8926|8925|8926|8925|8926|8925|8926|8925|8926|8925|8926|8925|8926,0|0|65|75|85|95|105|115|125|135|145|155|165|175|185|195|205|215,,BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire|BT_fire,65|75|85|95|105|115|125|135|145|155|165|175|185|195|205|215,,,,,,,,,,,,,,,,,,,,,,,
5815,防护装备wait普攻,wait,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,独巨MG普攻,attack,0,100,8872|8921|8921|8921|35|35|35|35,0|2|4|6|0|2|4|6,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,独巨MG换弹,s3,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,独巨MG压制,s4,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,防护装备护盾子弹,attack,0,100,8873|8930,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,检测身前单位,attack,0,100,8874|8875|8945,0|29|26,,BT_IDW_Charged,0,,,,,,,,,,,,,,,,,,,,,,,
5821,防护车移动,move,0,100,,,,,,,,,,,,1024,0,,,,,,,,,,,,,,,
5822,防护车导弹,s2,0,100,8876|8933|8931|8940|8941|8932|8934|8935|8936|8937|8938|8938|8938|8938|8938|8942|8942|8942|8942|8942,5|5|25|33|40|25|29|33|36|40|50|57|62|72|88|50|57|62|72|88,,BT_missile|BT_firebomb_explode|BT_firebomb_explode|BT_firebomb_explode,10|25|33|40,,,,,,,,,,,,,,,,,,,,,,,
5823,老太普攻,sp2,0,100,8877|8929|8927|8928,4|8|4|8,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,老太狂暴普攻,sp1,0,100,8878|8878|8878|8927|8928,5|7|9|5|5,,,,,,,,,,,,,,,,,,,,,,,,,,
5825,老太大招,,,,,,,BT_BossCutin,0,3(Oldlady;폭주;Rage Time;Ms.Valeriya),0,1,0,0,45,,,,,,,,,,,,,,,,,
5826,老太踢轮椅,jump|s1,0|40,100|100,8879,103,,BT_airplane,105,,,,,,,,,,,,,,,,,,,,,,,
5827,机甲涅托普攻,attack,0,100,8880|8944|8944|8962|8962|8962,3|6|9|0|3|6,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,机甲涅托二技能,,,,8964,0,,skill_fairy_doubleshield,0,,,,,,,,,,,,,,,,,,,,,,,
5829,机甲涅托一技能,s1,0,100,8881|8882|8883|8965|8963|8966,0|90|0|90|93|100,,skill_electrosold_explo|skill_hugerobot_enemy_white_explo,89|93,,,,,,,,,,,,,,,,,,,,,,,
5830,机甲涅托激光大招,s2,0,100,8886|8887,51|51,,BT_BossCutin,0,3(Nyto_mecha;실명광선;Blinding Laser;Tareus),0,1,0,0,45,,,,,,,,,,,,,,,,,
5831,俄罗斯黑帮普攻,1,0,100,301|35,0|0,,BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
5832,圣光型,,,,8888,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,布局型,,,,8889,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,支援召唤物,,,,,,,,,,,,,,,,,4232,0,,,,,,,,,,,,,
5835,300点2.5范围伤害,,,,8914,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5836,圣盾_GA_SWAP护盾冲击,,,,8918,0,,gg_elfeldt_shexian,0,,,,,,,,,,,,,,,,,,,,,,,
5837,铁血普攻牝鹿swap,1,0,100,301|35|8919,0|0|5,,BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
5838,aa02二技能,,,,8920,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,消除无敌召唤物,,,,,,,,,,,,,,,,,4240,0,,,,,,,,,,,,,
5840,俄罗斯黑帮喝酒,s,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,牝鹿swap普攻,1,0,100,301|35|336|35|336|35|336|35|336|35,6|6|12|12|16|16|20|20|24|24,,BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
5842,二技能CUTIN,,,,8954,0,,,,9,0,30,,,,,,,,,,,,,,,,,,,,
5843,关卡召唤物,,,,,,,,,,,,,,,,,4259,0,,,,,,,,,,,,,
5844,600无视编制伤害 500力场破防,,,,9010,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5845,pkp装备,,,,9011,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,造成1000点力场破防,,,,9483,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,召唤物-支援,,,,,,,,,,,,,,,,,4325,0,,,,,,,,,,,,,
5848,全图3000非编伤害和1000破盾,,,,9484,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,召唤物-支援破防,,,,,,,,,,,,,,,,,4326,0,,,,,,,,,,,,,
5850,歌莉娅工厂,attack,0,100,9496,25,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,扳机触发普攻-通用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,猎手普攻,1,0,100,60000|138|60016|138,0|0|4|4,,,,,,,,,,,,,,,,,,,,,,,,,,
6004,命门屠戮,103|s,0|81,100|100,4062|4063|60008|60015|60017,0|43|88|88|0,,BT_BOSS_skill|ani_guizishou|stop_cutin,23|83|89,7(redshine)|7(redshine)|10(ExcutionerTest;0;0)|3(;정수리 치기;HYBRID ATTACK;Excutioner;11111)|11(),21|31|84|41|84,10|10|150|1|58,0,0,83,751|752|753,82|94|130,,,,,,,,,,,,,,,
6006,刽子手普攻,1,0,100,2922,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,刽子手刀,spattack2,0,100,2923|2924,5|7,,,,,,0,,,,,,,,,,,,,,,,,,,,
6008,建筑师,103|102,0|73,100|100,435|408|409|435|2930|2918,63|40|203|64|72|205,,BT_BOSS_skill|BT_Rotate,63|90,3(Architect;파멸의 축제;Missile Launch;Architect)|7(redshine),61|41,30|10,0|0,55,100,,,,,,,,,,,,,,,,,
6009,建筑师支援,,,,2920,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,建筑师普攻,1,0,100,2933|2932|2932|2932|21|21|21|21,0|3|7|10|0|3|7|10,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,建筑师cutin,spattack,0,100,2931,21,,BT_squad_bazooka,30,,,,,,,,,,,,,,,,,,,,,,,
6012,命门屠戮,103|bossskill|s,0|69|82,100|100|100,4062|4063|60009|60015,0|43|89|89,,BT_BOSS_skill,23,7(redshine)|7(redshine)|3(ExcutionerElite;브뤼메르의 처형식;HYBRID ATTACK;Excutioner),21|31|41,10|10|1,85,45,60,,,,,,,,,,,,,,,,,
6013,三方·猎手,spattack,10,100,2938|2939|2938|2939|2938|2939|2938|2939|2938|2939|2938|2939|2938|2939|4062|4063,78|80|82|84|86|88|90|92|94|96|98|100|102|104|0|43,,BT_BOSS_skill,23,7(redshine)|7(redshine)|3(Hunter;멸망의 혈탄;Crimson Bullet of Devastation;Hunter),21|31|41,10|10|1,,,,,,,,,,,,,,,,,,,,
6014,圣盾伤害减免,,,,2961,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6015,刽子手普攻额外,1,0,100,2962,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,铁血头盔普攻,1,0,100,2963|2964|21|21,1|5|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,
6017,铁血切割者普攻,1,0,100,2963|2964|21|21,0|5|0|5,,,,,,1,,,,,,,,,,,,,,,,,,,,
6101,泳装计量官普攻,attack,0,100,6201|620101|6201|620101,0|3|7|9,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,泳装计量官大招,s,40,100,6202|6202|6202|6202|620201|6203,80|83|87|90|85|135,,,,3(GagerSwimwear;에기르의 닻;Aegir Anchor;Gager-VWV)|10(Gager_summer;0;0),1|41|41,1|90|30,0,0,40,,,,,,,,,,,,,,,,,
6103,泳装计量官大招解析,s,40,100,6202|6202|6202|6202|620201|620201|620201|620201|6203,80|92|82|96|84|88|86|90|135,,,,3(GagerSwimwear_1;에기르의 닻;Aegir Anchor;Gager-VWV)|10(Gager_summer;0;0),1|41|41,1|90|30,0,0,40,,,,,,,,,,,,,,,,,
6104,泳装计量官二技能洪流,,,,6204,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6105,泳装计量官三技能洪流,,,,6205,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,泳装计量官三技能换场景,,,,,,,,,,,,0,0,60,,,,,,,beach,300,0,2,,,,,,,
6107,白烨戈普攻,attack,0,100,6207|6208|6214|6214,1|5|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,
6108,白烨戈空袭,skill4,42,100,6209,122,,,,3(M16A1_Boss;죽음의 그늘;Shadow Of Death;Beluga)|10(M16A1_Boss;0;0),1|41,1|90,0,0,40,,,,,,,,,,,,,,,,,
6109,喙入场1,skill2,0,100,6210,60,,,,,,,,,,,,,,,,,,,,,,,,,,
6110,喙左侧过来,SP|move|move|move|move|move|move|move|SP|move|move|move|SP|move|move|move|move|move|move|move|move|move,0|5|10|15|20|25|30|35|40|45|50|55|60|65|70|75|80|85|90|95|100|105|110|115|120|125|130|135|140|145,100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100,6211|6212,0|0,,,,,,,,,,1601|1602|1603,0|40|70,,,,,,,,,,,,,,,
6111,喙伤害,,,,6213,0,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,白烨戈空袭,skill4,42,100,6209,122,,,,3(M16A1_Boss_1;죽음의 그늘;Shadow Of Death;Beluga)|10(M16A1_Boss;0;0),1|41,1|90,0,0,40,,,,,,,,,,,,,,,,,
6113,缇昼间普攻,attack,0,100,6215|6216,4|8,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,缇夜间普攻,attack,0,100,6217|6218,4|8,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,缇大招,s4|s5,0|25,100|100,6219|6220|6221|6222|6223,90|90|85|0|21,,,,3(Teal;쌍영접;Double Shadow Butterfly;Teal),1,1,,,,1079,60,,,,,,,,,,,,,,,
6116,缇大招解析,s4|s5,0|25,100|100,6224|6220|6221|6222|6223,90|90|85|0|21,,,,3(Teal_1;쌍영접;Double Shadow Butterfly;Teal),1,1,,,,1079,60,,,,,,,,,,,,,,,
6117,缇六段爪击,s|s2,0|45,100|100,6225|6225|6225|6226|6225|6225|6225,56|72|88|0|60|75|89,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,纳甘左轮满套装第七次普攻,1,0,100,1|6501|21|138,0|2|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
6502,SV-98普攻,1,0,100,6502|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,G36满套装普攻,1,0,100,6503|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
6504,Kar98k满套装普攻,1,0,100,6504|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,单管单挺通用口径机枪【真普攻】,,,,6101|6124|6130|139|139|9|9|9|9|6130|6130|6130|6130,0|5|0|0|5|2|4|6|8|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
7002,单管反装甲狙击枪【真普攻】,,,,6102|6124|6131,0|5|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7003,单管多机枪组【真普攻】,,,,6103|6124|6130|9|9|6130|6130|139,0|5|0|2|6|2|6|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7004,单管多机枪组2【辅助普攻】,,,,6104|6124|6130|9|9|6130|6130|139,5|10|0|4|8|4|8|5,,,,,,,,,,,,,,,,,,,,,,,,,,
7005,多管单机枪组【真普攻】,,,,6105|6105|6105|6105|6105|6124|6130|6130|6130|6130|6130,0|2|4|6|8|5|0|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
7006,扣护盾打伤害,,,,6106,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7007,眩晕结束打伤害,,,,6107,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7008,爆炸伤害,,,,6108|6141,0|5,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,烈焰喷射器【真普攻】,,,,6109|6109|6109|6109|6109|6124|610901,0|5|10|15|20|5|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,机枪炮【真普攻】,,,,6110|6124|6132|6136,0|5|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7011,机枪模式【真普攻】,,,,6112|6124|6130|139|139|9|9|9|9|6130|6130|6130|6130,0|5|0|0|5|2|4|6|8|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,榴弹发射器模式【真普攻】,,,,6115|6124|6132|6136,0|5|0|0,,BT_fire_grenade,0,,,,,,,,,,,,,,,,,,,,,,,
7013,召唤无人机,,,,6116,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7014,无人机冲锋自爆,wait|wait|wait|move|move|move,0|40|80|120|140|160,100|100|100|100|100|100,6127,180,,,,,,,,,,1502|1503,120|178,,,,,,,,,,,,,,,
7015,干扰器,,,,6120|6133,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7016,烟雾弹发射器,,,,6117|6132,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7017,对直线造成一次500%的编制伤害,,,,6121|6139,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7018,造成一次范围3的100%编制伤害,,,,6122,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7019,击退范围,,,,6123,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7020,击退位移,,,,,,,,,,,,,,,1501,0,,,,,,,,,,,,,,,
7021,威慑范围,,,,6126,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7022,无人机自爆,,,,6128,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7023,爆裂护盾,,,,6129|6140,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7024,信号塔,,,,6134,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7025,干扰枪,,,,6135,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7026,爆炸引爆,,,,6142,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7027,护盾爆裂,,,,6143,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7028,车载霰弹枪【真普攻】,,,,6144|6145,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7029,迫击炮,,,,6146|6147,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7501,英雄妖精全体伤害,,,,7501,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7502,英雄妖精工具人-1,,,,,,,,,,,,,,,,,2001,0,,,,,,,,,,,,,
7503,英雄妖精工具人-2,,,,,,,,,,,,,,,,,2002,0,,,,,,,,,,,,,
7504,英雄妖精工具人-3,,,,,,,,,,,,,,,,,2003,0,,,,,,,,,,,,,
7505,英雄妖精工具人-4,,,,,,,,,,,,,,,,,2004,0,,,,,,,,,,,,,
7506,英雄妖精工具人-5,,,,,,,,,,,,,,,,,2005,0,,,,,,,,,,,,,
7507,英雄妖精工具人-6,,,,,,,,,,,,,,,,,2006,0,,,,,,,,,,,,,
7508,英雄妖精工具人-7,,,,,,,,,,,,,,,,,2007,0,,,,,,,,,,,,,
7509,英雄妖精工具人-8,,,,,,,,,,,,,,,,,2008,0,,,,,,,,,,,,,
7510,英雄妖精工具人-9,,,,,,,,,,,,,,,,,2009,0,,,,,,,,,,,,,
7511,英雄妖精工具人-10,,,,,,,,,,,,,,,,,2010,0,,,,,,,,,,,,,
7512,治愈妖精工具人-1,,,,,,,,,,,,,,,,,2011,0,,,,,,,,,,,,,
7513,治愈妖精工具人-2,,,,,,,,,,,,,,,,,2012,0,,,,,,,,,,,,,
7514,治愈妖精工具人-3,,,,,,,,,,,,,,,,,2013,0,,,,,,,,,,,,,
7515,治愈妖精工具人-4,,,,,,,,,,,,,,,,,2014,0,,,,,,,,,,,,,
7516,治愈妖精工具人-5,,,,,,,,,,,,,,,,,2015,0,,,,,,,,,,,,,
7517,治愈妖精工具人-6,,,,,,,,,,,,,,,,,2016,0,,,,,,,,,,,,,
7518,治愈妖精工具人-7,,,,,,,,,,,,,,,,,2017,0,,,,,,,,,,,,,
7519,治愈妖精工具人-8,,,,,,,,,,,,,,,,,2018,0,,,,,,,,,,,,,
7520,治愈妖精工具人-9,,,,,,,,,,,,,,,,,2019,0,,,,,,,,,,,,,
7521,治愈妖精工具人-10,,,,,,,,,,,,,,,,,2020,0,,,,,,,,,,,,,
7522,治愈妖精唱歌,,,,7503|7504|7505,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
7523,安抚型,,,,7506,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7524,海盗妖精战船,,,,7507,30,,,,,,,,,,,,,,,,,,,,,,,,,,
7525,黑洞妖精生成黑洞,,,,7510,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7526,黑洞妖精吸引,,,,7511,0,,,,,,,,,,,,,,,,,,,,,,,,,,
7527,黑洞妖精吸引,,,,,,,,,,,,,,,1080,0,,,,,,,,,,,,,,,
8001,虚假百合铃普攻,attack,0,100,8009|35,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8002,虚假百合铃召唤技能,s3,0,100,8010|8022,35|20,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,虚假百合铃二技能,attack2,0,100,8007|8025|8026,15|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8004,虚假百合铃毁灭爆炸,s2,0,100,8008|8021|8021|8021|8027|8028,150|145|200|250|20|20,,BT_BOSS_skill,3,3(Dropkick_YurineBoss;폭렬진안;Explosion Réel;YURINE)|7(redshine)|7(redshine),10|21|31,1|10|10,,,,,,,,,,,,,,,,,,,,
8005,svd专属装备技能,,,,8006,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8006,虚假百合铃一技能,s,0,100,8023|8024,5|35,,,,,,,,,,,,,,,,,,,,,,,,,,
8007,虚假百合铃三技能,s3,0,100,8022,20,,,,,,,,,,,,,,,,,,,,,,,,,,
8008,狼牙棒普攻,attack,0,100,8013,17,,,,,,,,,,,,,,,,,,,,,,,,,,
8009,米诺斯愤怒冲撞,s,0,100,8014|8015|8016|8015,40|0|5|45,,,,,,,,,,1001|1002,5|50,,,,,,,,,,,,,,,
8010,米诺斯蓄力表现,reload,0,50,8015|8015,20|70,,,,,,,,,,,,,,,,,,,,,,,,,,
8011,狙击妖精工具人-1,,,,,,,,,,,,,,,,,4003,0,,,,,,,,,,,,,
8012,狙击妖精工具人-2,,,,,,,,,,,,,,,,,4004,0,,,,,,,,,,,,,
8013,狙击妖精工具人-3,,,,,,,,,,,,,,,,,4005,0,,,,,,,,,,,,,
8014,狙击妖精工具人-4,,,,,,,,,,,,,,,,,4006,0,,,,,,,,,,,,,
8015,狙击妖精工具人-5,,,,,,,,,,,,,,,,,4007,0,,,,,,,,,,,,,
8016,狙击妖精工具人-6,,,,,,,,,,,,,,,,,4008,0,,,,,,,,,,,,,
8017,狙击妖精工具人-7,,,,,,,,,,,,,,,,,4009,0,,,,,,,,,,,,,
8018,狙击妖精工具人-8,,,,,,,,,,,,,,,,,4010,0,,,,,,,,,,,,,
8019,狙击妖精工具人-9,,,,,,,,,,,,,,,,,4011,0,,,,,,,,,,,,,
8020,狙击妖精工具人-10,,,,,,,,,,,,,,,,,4012,0,,,,,,,,,,,,,
8021,妖精狙击-改,,,,8017|8018,150|0,,BT_Sniper_skill_0,,,,,,,,,,,,,,,,,,,,,,,,
8022,诅咒妖精工具人-1,,,,,,,,,,,,,,,,,4013,0,,,,,,,,,,,,,
8023,诅咒妖精工具人-2,,,,,,,,,,,,,,,,,4014,0,,,,,,,,,,,,,
8024,诅咒妖精工具人-3,,,,,,,,,,,,,,,,,4015,0,,,,,,,,,,,,,
8025,诅咒妖精工具人-4,,,,,,,,,,,,,,,,,4016,0,,,,,,,,,,,,,
8026,诅咒妖精工具人-5,,,,,,,,,,,,,,,,,4017,0,,,,,,,,,,,,,
8027,诅咒妖精工具人-6,,,,,,,,,,,,,,,,,4018,0,,,,,,,,,,,,,
8028,诅咒妖精工具人-7,,,,,,,,,,,,,,,,,4019,0,,,,,,,,,,,,,
8029,诅咒妖精工具人-8,,,,,,,,,,,,,,,,,4020,0,,,,,,,,,,,,,
8030,诅咒妖精工具人-9,,,,,,,,,,,,,,,,,4021,0,,,,,,,,,,,,,
8031,诅咒妖精工具人-10,,,,,,,,,,,,,,,,,4022,0,,,,,,,,,,,,,
8032,妖精の诅咒,,,,8020,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,建筑师大招,bossskillactive|s4,0|41,100|100,8030|8031|8034|8032,58|60|130|83,,ani_architectsummer|stop_cutin|BT_boss9_skill_1,40|49|60,3(BossArchitect_Summer;물폭탄 대난투;Shark Torpedo;Architect-NVW)|10(ArchitectSummerSkill;0;0)|2(2)|11(),1|41|83|41,1|90|2|10,0,0,40,,,,,,,,,,,,,,,,,
8034,建筑师NVW普攻,1,0,100,8035|8035|8035|8035|8036|8036|8036|8036|8046,0|3|7|10|0|3|7|10|10,,,,,,,,,,,,,,,,,,,,,,,,,,
8035,建筑师NVW鲨鱼炮,s2,0,100,8037,9,,,,,,,,,,,,,,,,,,,,,,,,,,
8036,去海边!（换场景）,,,,,,,,,,,,0,0,60,,,,,,,beach,300,0,2,,,,,,,
8037,妖精的浪花,s3,0,100,8039,30,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,战区自身范围框定,,,,8048,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8049,战区反馈范围框定,,,,8049,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,战区眩晕工具人,,,,,,,,,,,,,,,,,4033,0,,,,,,,,,,,,,
8051,战区加buff工具人,,,,,,,,,,,,,,,,,4034,0,,,,,,,,,,,,,
8052,战区燃烧区域,,,,8050,30,,,,,,,,,,,,,,,,,,,,,,,,,,
8053,战区队长位,,,,8051,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8054,战区弱化工具人,,,,,,,,,,,,,,,,,4035,0,,,,,,,,,,,,,
8055,KH2002召唤,s,0,100,,,,,,,,,,,,,,4036,0,,,,,,,,,,,,,
8056,KH2002召唤,s,0,100,,,,,,,,,,,,,,4037,0,,,,,,,,,,,,,
8057,KH2002召唤,s,0,100,,,,,,,,,,,,,,4038,0,,,,,,,,,,,,,
8058,KH2002召唤,s,0,100,,,,,,,,,,,,,,4039,0,,,,,,,,,,,,,
8059,KH2002召唤,s,0,100,,,,,,,,,,,,,,4040,0,,,,,,,,,,,,,
8060,KH2002召唤,s,0,100,,,,,,,,,,,,,,4041,0,,,,,,,,,,,,,
8061,KH2002召唤,s,0,100,,,,,,,,,,,,,,4042,0,,,,,,,,,,,,,
8062,KH2002召唤,s,0,100,,,,,,,,,,,,,,4043,0,,,,,,,,,,,,,
8063,KH2002召唤,s,0,100,,,,,,,,,,,,,,4044,0,,,,,,,,,,,,,
8064,KH2002召唤,s,0,100,,,,,,,,,,,,,,4045,0,,,,,,,,,,,,,
