id,type,name,enemy_info,code,maxlife,pow,hit,dodge,range,speed,number,angle,armor_piercing,armor,shield,rate,boss_hp,def,def_break,debuff_resistance,level,character,special_attack,normal_attack,passive_skill,effect_ratio,unable_buff_type,able_buff_id,voice,deployment_scale,recommend_description,hit_point,offset,lifebar_offset,enemy_illustration_id,location_offset,crit,crit_dmg,tenacity,danger
900112,3,enemy_character_type-20900112,铁血持盾,Guard,2269,11,23,0,3,30,1,180,0,0,0,40,0,200,0,0,100,enemy_character_type-10900112,0,300316,"200304,770044",0.6000000000000001,,,,1.0,enemy_character_type-30900112,,,,10,,0,0,0,10
900113,1,enemy_character_type-20900113,梦想家,Dreamer,87500,200,65,35,16,40,1,180,40,0,0,60,87500,1000,10,0,100,enemy_character_type-10900113,0,300311,"119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900113,,,,24,,0,0,0,1000
900114,3,enemy_character_type-20900114,铁血骑兵,Dragoon,3000,42,140,15,4,50,1,180,0,0,0,40,0,1000,0,0,100,enemy_character_type-10900114,0,300318,"200304,770044",1.0,,,,1.0,enemy_character_type-30900114,,,,12,,0,0,0,10
900115,2,enemy_character_type-20900115,白色近战双子,Nyto_white,90000,62,250,15,9,50,1,180,20,60,0,35,0,1200,0,0,100,enemy_character_type-10900115,0,404201,"200303,404200,404203,404204,404205,404212,404213,404215,404217,404218,404228,404216,404227,404219,404220,404221,404222,404208,404224,404210,404211,404230,119029,407302,755000,770042",0.67,221,,"1,2",1.0,enemy_character_type-30900115,,,,51,,0,0,0,1000
900116,2,enemy_character_type-20900116,黑色远程双子,Nyto_black,70000,42,120,25,10,40,1,180,30,40,0,80,0,800,0,0,100,enemy_character_type-10900116,0,404102,"200303,404101,404103,404104,404111,404112,404113,404114,404115,404126,404116,404118,404119,404120,404121,404122,404123,404124,404125,404126,119029,407302,755000,770042",0.64,221,,"1,2,3",1.0,enemy_character_type-30900116,,,,50,,0,0,0,1000
900117,1,enemy_character_type-20900117,巨大僵尸BOSS,Smasher,225000,32,60,10,12,30,1,180,20,0,0,50,225000,99999,0,0,100,enemy_character_type-10900117,0,404014,"404008,404010,404011,404019,404012,404013,404015,404016,404017,404018,404022,404023,404020,404021,119029,740089",1.0,"221,756",,"1,2",1.0,enemy_character_type-30900117,,,,54,,0,0,0,1000
900118,1,enemy_character_type-20900118,稻草人,Scarecrow,17200,32,80,40,5,60,1,180,0,0,0,60,17200,99999,0,0,100,enemy_character_type-10900118,0,300303,"400101,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900118,,,,5,,0,0,0,1000
900119,1,enemy_character_type-20900119,双子靶机普通,NytoDouble,10000,0,0,0,100,0,1,0,0,0,0,0,10000,99999,0,0,100,enemy_character_type-10900119,0,900107,"404100,404301,404302,404303,404304,404305,404306,404307,404308,404313,404314,404315,404316,404317,119029,407302",1.0,,,,1.0,enemy_character_type-30900119,,,,0,,0,0,0,0
900120,2,enemy_character_type-20900120,白色近战双子兔洞,Nyto_white,120000,68,250,15,9,50,1,180,20,60,0,60,0,1500,0,0,100,enemy_character_type-10900120,0,404201,"200303,404200,404203,404204,404205,404212,404213,404215,404217,404218,404228,404216,404227,404229,404220,404221,404222,404223,404224,404225,404226,404230,119029,407302,755000,770042",0.56,,,"1,2",1.0,enemy_character_type-30900120,,,,51,,0,0,0,1000
900121,2,enemy_character_type-20900121,黑色远程双子兔洞,Nyto_black,95000,48,120,25,10,40,1,180,30,40,0,90,0,1000,0,0,100,enemy_character_type-10900121,0,404102,"200303,404101,404103,404104,404111,404112,404113,404114,404115,404126,404116,404127,404119,404120,404121,404122,404123,404124,404125,404126,119029,407302,755000,770042",0.54,221,,"1,2,3",1.0,enemy_character_type-30900121,,,,50,,0,0,0,1000
900122,1,enemy_character_type-20900122,黑色远程双子80,Nyto_black,38000,26,60,20,10,40,1,180,40,40,0,90,38000,99999,0,0,100,enemy_character_type-10900122,0,404102,"200303,404128,404119,404120,404121,404122,404123,404124,404125,404132,119029,407302,770042",0.86,221,,"1,2,3",1.0,enemy_character_type-30900122,,,,50,,0,0,0,1000
900123,1,enemy_character_type-20900123,双子靶机兔洞,NytoDouble,10000,0,0,0,100,0,1,0,0,0,0,0,10000,99999,0,0,100,enemy_character_type-10900123,0,900107,"404100,404305,404306,404307,404308,404317,404318,404319,404320,404321,404322,404323,404324,404325,119029,407302",1.0,,,,1.0,enemy_character_type-30900123,,,,0,,0,0,0,0
900124,2,enemy_character_type-20900124,白色近战双子140,Nyto_white,190000,82,250,20,9,50,1,180,20,60,0,60,0,1500,0,0,100,enemy_character_type-10900124,0,404201,"200303,404200,404203,404204,404205,404212,404213,404215,404217,404218,404228,404216,404227,404232,404220,404221,404222,404223,404224,404225,404226,404230,119029,407302,755000,770042",0.56,221,,"1,2",1.0,enemy_character_type-30900124,,,,51,,0,0,0,1000
900125,2,enemy_character_type-20900125,黑色远程双子140,Nyto_black,150000,62,120,35,10,40,1,180,30,40,0,90,0,1000,0,0,100,enemy_character_type-10900125,0,404102,"200303,404101,404103,404104,404111,404112,404113,404114,404115,404126,404116,404129,404119,404120,404121,404122,404123,404124,404125,404126,119029,407302,755000,770042",0.54,221,,"1,2,3",1.0,enemy_character_type-30900125,,,,50,,0,0,0,1000
900126,1,enemy_character_type-20900126,双子靶机140,NytoDouble,10000,0,0,0,100,0,1,0,0,0,0,0,10000,99999,0,0,100,enemy_character_type-10900126,0,900107,"404100,404305,404306,404307,404308,404317,404326,404327,404328,404329,404330,404331,404332,404333,119029,407302",1.0,,,,1.0,enemy_character_type-30900126,,,,0,,0,0,0,0
900127,1,enemy_character_type-20900127,黑色远程双子100级,Nyto_black,150000,76,150,25,10,40,1,180,30,40,0,80,150000,800,0,0,100,enemy_character_type-10900127,0,404102,"200303,404130,404119,404120,404121,404122,404123,404124,404125,404131,119029,407302,770042",0.64,,,"1,2,3",1.0,enemy_character_type-30900127,,,,50,,0,0,0,1000
900128,1,enemy_character_type-20900128,稻草人,Scarecrow,85000,160,180,80,5,60,1,180,0,0,0,60,85000,99999,0,0,100,enemy_character_type-10900128,0,300303,"400101,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900128,,,,5,,0,0,0,1000
900129,1,enemy_character_type-20900129,计量官,BossGager,98000,200,80,50,20,30,1,180,0,0,0,40,98000,99999,0,0,100,enemy_character_type-10900129,0,300308,"401001,401002,401003,401004,401005,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900129,,,,26,,0,0,0,1000
900130,1,enemy_character_type-20900130,行裁者,Excutioner,96000,240,110,30,3,60,1,180,40,40,0,65,96000,99999,0,0,100,enemy_character_type-10900130,4,300301,"400201,200303,119029,770044",1.15,,,"1,2,3",1.0,enemy_character_type-30900130,,,,8,,0,0,0,1000
900131,1,enemy_character_type-20900131,猎手,Hunter,105000,140,100,40,6,60,1,180,0,30,0,65,105000,99999,0,0,100,enemy_character_type-10900131,5,300302,"400301,200303,119029,770044",1.05,,,"1,2,3",1.0,enemy_character_type-30900131,,,,11,,0,0,0,1000
900132,1,enemy_character_type-20900132,干扰者,Intruder,105000,210,90,60,5,60,1,180,0,0,0,60,105000,99999,0,0,100,enemy_character_type-10900132,7,300314,"400401,119029,770044",0.9,,,"1,2,3",1.0,enemy_character_type-30900132,,,,17,,0,0,0,1000
900133,1,enemy_character_type-20900133,炼金术士,Alchemist,115000,180,70,40,6,45,1,180,0,0,0,60,115000,99999,0,0,100,enemy_character_type-10900133,6,300306,"400601,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900133,,,,23,,0,0,0,1000
900134,1,enemy_character_type-20900134,梦想家,Dreamer,108000,220,80,60,16,40,1,180,40,0,0,60,108000,99999,0,0,100,enemy_character_type-10900134,0,300311,"401401,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900134,,,,24,,0,0,0,1000
900135,1,enemy_character_type-20900135,御姐破坏者-虚数迷宫,DestroyerPlus,105000,180,75,50,20,50,1,180,80,30,0,40,105000,99999,0,0,100,enemy_character_type-10900135,0,300304,"402201,401901,401902,200303,119029,770044",1.05,,,,1.0,enemy_character_type-30900135,,,,34,,0,0,0,1000
900136,1,enemy_character_type-20900136,巨大铁血狗-虚数迷宫,BossCerberus,300000,60,100,10,20,45,1,180,0,30,0,150,300000,99999,0,0,100,enemy_character_type-10900136,0,300326,"402003,402102,402004,200303,402103,119029,770044",1.05,,,,1.0,enemy_character_type-30900136,,,,33,,0,0,0,1000
900137,1,enemy_character_type-20900137,秃洞复刻头像,Dive_Re_S,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0,100,enemy_character_type-10900137,0,300301,119029,1.0,,,,1.0,enemy_character_type-30900137,,,,0,,0,0,0,0
900138,1,enemy_character_type-20900138,猎兔行动干扰者115,Intruder,156000,135,80,36,5,45,1,180,0,0,0,70,156000,99999,0,0,100,enemy_character_type-10900138,7,300314,"400401,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900138,,,,17,,0,0,0,1000
900139,1,enemy_character_type-20900139,艾尔菲尔特·华伦泰140,GG_Elfeldt_SF,130000,150,25,18,20,40,1,180,0,120,0,40,130000,99999,0,0,100,enemy_character_type-10900139,7,300324,"401501,401601,401701,200303,119029",1.73,,,,1.0,enemy_character_type-30900139,,,,0,,0,0,0,0
900140,1,enemy_character_type-20900140,机车BOSS简单,Beak_M16,62000,50,50,40,10,40,1,180,0,0,0,50,62000,99999,0,0,100,enemy_character_type-10900140,0,403402,"501097,501099,501101,501110,501077,501088,501108,403401,403403,501120,501121,501122,501123,501138,501139,501140,501134,501135,501136",1.3,,,,1.0,enemy_character_type-30900140,,,,0,,0,0,0,0
900141,2,enemy_character_type-20900141,金色激光涅托70普通,Nyto_Gold,45000,32,120,15,10,50,1,180,10,15,0,50,45000,99999,0,0,100,enemy_character_type-10900141,0,406101,"406103,406104,406106,119029,407302,755000,770042",0.51,221,,"1,2",1.0,enemy_character_type-30900141,,,,62,,0,0,0,1000
900142,2,enemy_character_type-20900142,银色爪子涅托70级普通,Nyto_Silver,42000,42,80,20,5,40,1,180,15,15,0,50,42000,99999,0,0,100,enemy_character_type-10900142,0,406001,"406008,406002,406005,406006,406007,119029,407302,755000,770042",0.51,221,,"1,2,3",1.0,enemy_character_type-30900142,,,,61,,0,0,0,1000
900143,1,enemy_character_type-20900143,M16-大将军90级普通,M16A1_Boss,92000,62,60,15,20,30,1,180,10,10,0,40,92000,99999,0,0,100,enemy_character_type-10900143,0,402800,"402801,402809,402810,402811,402812,402813,402814,402819,402820,402821,403406,403407,403408,119029,770044",1.02,,,"1,2,3",1.0,enemy_character_type-30900143,,,,44,,0,0,0,1000
900144,2,enemy_character_type-20900144,金色激光涅托125困难,Nyto_Gold,160000,70,250,40,10,50,1,180,20,30,0,60,160000,6000,0,0,100,enemy_character_type-10900144,0,406101,"406103,406104,406113,119029,407302,755000,770042",0.21,221,,"1,2",1.0,enemy_character_type-30900144,,,,62,,0,0,0,1000
900145,2,enemy_character_type-20900145,银色爪子涅托125级困难,Nyto_Silver,120000,62,120,60,5,40,1,180,30,30,0,50,120000,3000,0,0,100,enemy_character_type-10900145,0,406001,"406022,406002,406014,406015,406016,406020,119029,407302,755000,770042",0.21,221,,"1,2,3",1.0,enemy_character_type-30900145,,,,61,,0,0,0,1000
900146,1,enemy_character_type-20900146,M16-大将军130级困难,M16A1_Boss,320000,85,80,30,20,30,1,180,20,15,0,40,320000,99999,0,0,100,enemy_character_type-10900146,0,402800,"402801,402809,402810,402811,402812,402813,402814,402819,402820,402821,403406,403407,403408,119029,770044",0.41000000000000003,,,"1,2,3",1.0,enemy_character_type-30900146,,,,44,,0,0,0,1000
900147,2,enemy_character_type-20900147,金色激光涅托130困难兔洞,Nyto_Gold,180000,75,250,50,10,50,1,180,20,30,0,60,180000,7000,0,0,100,enemy_character_type-10900147,0,406101,"406103,406104,406114,119029,407302,770042",0.53,221,,"1,2",1.0,enemy_character_type-30900147,,,,62,,0,0,0,1000
900148,2,enemy_character_type-20900148,银色爪子涅托140级困难兔洞,Nyto_Silver,140000,72,120,80,5,40,1,180,30,30,0,50,140000,3500,0,0,100,enemy_character_type-10900148,0,406001,"406023,406002,406017,406018,406019,406021,119029,407302,770042",0.53,221,,"1,2,3",1.0,enemy_character_type-30900148,,,,61,,0,0,0,1000
900149,1,enemy_character_type-20900149,M16-大将军150级困难兔洞,M16A1_Boss,260000,78,120,40,20,30,1,180,20,20,0,45,260000,99999,0,0,100,enemy_character_type-10900149,0,402800,"402801,402809,402810,402811,402812,402813,402814,402819,402820,402821,403406,403407,403408,119029,770044",1.04,,,"1,2,3",1.0,enemy_character_type-30900149,,,,44,,0,0,0,1000
900150,1,enemy_character_type-20900150,机车BOSS困难,Beak_M16,102000,75,30,40,10,40,1,180,0,0,0,30,102000,99999,0,0,100,enemy_character_type-10900150,0,403402,"501097,501099,501101,501110,501077,501088,501108,403401,403403,501120,501121,501122,501123,501138,501139,501140,501134,501135,501136",1.3,,,,1.0,enemy_character_type-30900150,,,,0,,0,0,0,0
900151,1,enemy_character_type-20900151,喙_Racing_Normal,Beak_M16,10000,1,100,100,40,45,1,180,0,0,0,1,10000,99999,0,0,100,enemy_character_type-10900151,0,700001,"701009,701011,701012,701013,701014,701015,701016,701017,701023,701024,701026,701030,701027,701028,701029,701031,701043,701045",1.1,,,"1,2,3",1.0,enemy_character_type-30900151,,,,0,,0,0,0,0
900152,1,enemy_character_type-20900152,喙_Racing_Hard,Beak_M16,10000,1,100,100,40,45,1,180,0,0,0,1,10000,99999,0,0,100,enemy_character_type-10900152,0,700001,"701009,701047,701012,701013,701014,701015,701016,701017,701023,701024,701048,701030,701027,701028,701029,701031,701043,701049",1.1,,,"1,2,3",1.0,enemy_character_type-30900152,,,,0,,0,0,0,0
900153,1,enemy_character_type-20900153,法官-异构体,Justice,72000,58,100,10,20,30,1,180,0,25,0,150,72000,99999,0,0,100,enemy_character_type-10900153,0,300327,"402301,402302,402303,200303,119029,770044",1.04,,,"1,2,3",1.0,enemy_character_type-30900153,,,,35,,0,0,0,1000
900154,1,enemy_character_type-20900154,法官9-N135级,Justice,56000,55,100,5,20,45,1,180,0,25,0,150,56000,99999,0,0,100,enemy_character_type-10900154,0,300327,"402301,402302,402303,200303,119029,770044",0.9400000000000001,,,"1,2,3",1.0,enemy_character_type-30900154,,,,35,,0,0,0,1000
900155,1,enemy_character_type-20900155,BOSS,Dana_BOSS,1000000,95,180,26,5,45,1,180,20,30,0,70,1000000,99999,0,0,100,enemy_character_type-10900155,0,710704,"710701,710702,710703,710705,710706,710707,710730,710801,119029",0.53,,,"1,2,3",1.0,enemy_character_type-30900155,,,,0,,0,0,0,0
900156,1,enemy_character_type-20900156,安娜,Nyto_Gold,42000,32,120,15,10,50,1,180,20,25,0,50,42000,99999,0,0,100,enemy_character_type-10900156,0,406101,"406103,406104,406106,710730,119029,407302,770042",0.78,221,,"1,2",1.0,enemy_character_type-30900156,,,,62,,0,0,0,1000
900157,1,enemy_character_type-20900157,安娜,Nyto_Gold,175000,65,250,40,10,50,1,180,20,30,0,60,175000,7000,0,0,100,enemy_character_type-10900157,0,406101,"406103,406104,406114,710730,119029,407302,770042",0.17,221,,"1,2",1.0,enemy_character_type-30900157,,,,62,,0,0,0,1000
900158,1,enemy_character_type-20900158,破坏者,Destroyer,115000,190,60,15,5,45,1,180,0,0,0,60,115000,99999,0,0,100,enemy_character_type-10900158,0,300304,"710730,119029,770044",1.5,,,"1,2",1.0,enemy_character_type-30900158,,,,18,,0,0,0,1000
900159,1,enemy_character_type-20900159,建筑师,BossArchitect,95000,135,120,25,20,40,1,180,0,35,0,50,95000,99999,0,0,100,enemy_character_type-10900159,0,300307,"400801,400901,400902,400903,200303,119029,770044",1.06,,,"1,2,3",1.0,enemy_character_type-30900159,,,,27,,0,0,0,1000
900160,1,enemy_character_type-20900160,BOSS(日服）酒保联动60,Dana_BOSS,1000000,85,150,26,5,45,1,180,20,30,0,65,1000000,99999,0,0,100,enemy_character_type-10900160,0,710704,"710701,710702,710703,710705,710706,710707,710730,710801,119029",0.53,,,"1,2,3",1.0,enemy_character_type-30900160,,,,0,,0,0,0,0
900161,1,enemy_character_type-20900161,安娜(日服）酒保联动65,Nyto_Gold,38000,26,100,15,10,50,1,180,20,20,0,50,38000,99999,0,0,100,enemy_character_type-10900161,0,406101,"406103,406104,406115,710730,119029,407302,770042",0.78,221,,"1,2",1.0,enemy_character_type-30900161,,,,62,,0,0,0,1000
900162,1,enemy_character_type-20900162,安娜(日服）酒保联动110,Nyto_Gold,72000,52,160,30,10,50,1,180,20,30,0,60,72000,99999,0,0,100,enemy_character_type-10900162,0,406101,"406103,406104,406106,710730,119029,407302,770042",0.17,221,,"1,2",1.0,enemy_character_type-30900162,,,,62,,0,0,0,1000
900163,1,enemy_character_type-20900163,建筑师(日服）酒保联动90,BossArchitect,45000,95,120,15,20,40,1,180,0,25,0,50,45000,99999,0,0,100,enemy_character_type-10900163,0,300307,"400801,400901,400902,400903,200303,119029,770044",1.04,,,"1,2,3",1.0,enemy_character_type-30900163,,,,27,,0,0,0,1000
900164,1,enemy_character_type-20900164,60级普通,M4A1_Boss,100000,36,42,15,15,30,1,180,10,10,0,40,100000,99999,0,0,100,enemy_character_type-10900164,0,404703,"404701,404702,404704,404705,404706,404707,404730,404732,119029",0.51,221,,"1,2,3",1.0,enemy_character_type-30900164,,,,0,,0,0,0,0
900165,1,enemy_character_type-20900165,120级困难,M4A1_Boss,200000,52,60,15,15,30,1,180,10,10,0,40,200000,99999,0,0,100,enemy_character_type-10900165,0,404703,"404701,404702,404704,404731,404706,404707,404730,404732,119029",0.61,221,,"1,2,3",1.0,enemy_character_type-30900165,,,,0,,0,0,0,0
900166,1,enemy_character_type-20900166,30级普通,Smasher,11500,22,40,10,12,30,1,180,20,0,0,50,11500,99999,0,0,100,enemy_character_type-10900166,0,404014,"404008,404010,404011,404019,404025,404026,404015,404016,404017,404018,404022,404023,404020,404021,119029,740089",1.0,"221,756",,"1,2",1.0,enemy_character_type-30900166,,,,54,,0,0,0,1000
900167,1,enemy_character_type-20900167,120级困难,Smasher,245000,32,60,30,12,30,1,180,20,0,0,50,245000,99999,0,0,100,enemy_character_type-10900167,0,404014,"404008,404010,404011,404019,404012,404013,404015,404016,404017,404018,404022,404023,404020,404021,119029,740089",1.0,"221,756",,"1,2",1.0,enemy_character_type-30900167,,,,54,,0,0,0,1000
900168,1,enemy_character_type-20900168,80级普通白色战斗,Nyto_Isomer_White,48000,26,26,26,15,50,1,180,10,10,0,40,48000,3000,0,0,100,enemy_character_type-10900168,0,404801,"404802,404803,404848,404849,404850,404908,404910,404911,404912,404913,404914,404847,404901,119029,770042",0.71,221,,"1,2",1.0,enemy_character_type-30900168,,,,68,,0,0,0,1000
900169,1,enemy_character_type-20900169,130级困难白色战斗,Nyto_Isomer_White,195000,50,50,50,15,50,1,180,10,30,0,50,195000,7000,0,0,100,enemy_character_type-10900169,0,404801,"404802,404803,404848,404849,404850,404908,404910,404911,404912,404913,404914,404918,404901,119029,770042",0.53,221,,"1,2",1.0,enemy_character_type-30900169,,,,68,,0,0,0,1000
900170,1,enemy_character_type-20900170,150级兔洞白色战斗夜,Nyto_Isomer_White,230000,60,60,30,15,50,1,180,10,30,0,60,230000,9000,0,0,100,enemy_character_type-10900170,0,404801,"404802,404803,404848,404849,404850,404908,404910,404911,404912,404913,404914,404920,404901,119029,770042",0.63,221,,"1,2",1.0,enemy_character_type-30900170,,,,68,,0,0,0,1000
900171,1,enemy_character_type-20900171,70级普通玩法黑色,Nyto_Gold,120000,45,250,40,15,50,1,180,20,30,0,60,120000,99999,0,0,100,enemy_character_type-10900171,0,406101,"406103,406104,406114,710730,119029,407302,770042",0.17,221,,"1,2",1.0,enemy_character_type-30900171,,,,62,,0,0,0,1000
900172,1,enemy_character_type-20900172,120级困难玩法黑色,Nyto_Gold,220000,65,250,40,15,50,1,180,20,30,0,60,220000,99999,0,0,100,enemy_character_type-10900172,0,406101,"406103,406104,406114,710730,119029,407302,770042",0.17,221,,"1,2",1.0,enemy_character_type-30900172,,,,62,"3.82,0.01,1.41",0,0,0,1000
900173,1,enemy_character_type-20900173,轨道炮M1-85平射,GustafM_1,50000,40,35,0,18,0,1,180,200,60,0,50,50000,99999,0,0,20200,enemy_character_type-10900173,0,405212,"405204,405211,405208,405209,200302,200303,119029",1.6800000000000002,221,,,1.0,enemy_character_type-30900173,,,,0,"2.12,0, 0.24",0,0,0,40
900174,1,enemy_character_type-20900174,轨道炮M2-85电磁,GustafM_2,46000,40,65,0,18,0,1,180,150,60,0,50,46000,99999,0,0,20200,enemy_character_type-10900174,0,900107,"405208,405209,405215,405214,200302,200303,119029",1.6800000000000002,221,,,1.0,enemy_character_type-30900174,,,,0,"2.85,0.43,0.23",0,0,0,40
900175,1,enemy_character_type-20900175,轨道炮M3-85高射,GustafM_3,40000,45,65,0,18,0,1,180,100,60,0,50,40000,99999,0,0,20200,enemy_character_type-10900175,0,405203,"405204,405205,405208,405209,200302,200303,119029",1.6800000000000002,221,,,1.0,enemy_character_type-30900175,,,,0,"3.82,0.01,1.41",0,0,0,40
900176,1,enemy_character_type-20900176,轨道炮M1-140平射,GustafM_1,180000,65,65,0,18,0,1,180,200,75,0,50,180000,99999,0,0,20200,enemy_character_type-10900176,0,405212,"405204,405211,405208,405209,200302,200303,119029",1.16,221,,,1.0,enemy_character_type-30900176,,,,0,"2.12,0, 0.24",0,0,0,40
900177,1,enemy_character_type-20900177,轨道炮M2-140电磁,GustafM_2,165000,65,125,0,18,0,1,180,150,75,0,50,165000,99999,0,0,20200,enemy_character_type-10900177,0,900107,"405208,405209,405215,405214,200302,200303,119029",1.16,221,,,1.0,enemy_character_type-30900177,,,,0,"2.85,0.43,0.23",0,0,0,40
900178,1,enemy_character_type-20900178,轨道炮M3-140高射,GustafM_3,155000,70,125,0,18,0,1,180,100,75,0,50,155000,99999,0,0,20200,enemy_character_type-10900178,0,405203,"405204,405205,405208,405209,200302,200303,119029",1.16,221,,,1.0,enemy_character_type-30900178,,,,0,,0,0,0,40
900179,1,enemy_character_type-20900179,120级困难夜战,Smasher,195000,32,60,20,12,30,1,180,20,0,0,50,195000,99999,0,0,100,enemy_character_type-10900179,0,404014,"404008,404010,404011,404019,404012,404013,404015,404016,404017,404018,404022,404023,404020,404021,119029,740089",1.0,"221,756",,"1,2",1.0,enemy_character_type-30900179,,,,54,,0,0,0,1000
900180,1,enemy_character_type-20900180,130级夜战,Nyto_Isomer_White,185000,50,50,20,15,50,1,180,10,30,0,50,185000,7000,0,0,100,enemy_character_type-10900180,0,404801,"404802,404803,404848,404849,404850,404908,404910,404911,404912,404913,404914,404919,404901,119029,770042",0.63,221,,"1,2",1.0,enemy_character_type-30900180,,,,68,,0,0,0,1000
900181,1,enemy_character_type-20900181,轨道炮M1-85平射显示,Tank_R,50000,40,35,0,18,0,1,180,200,60,0,50,50000,99999,0,0,20200,enemy_character_type-10900181,0,405212,"405204,405211,405208,405209,200302,200303,119029,755000",1.6800000000000002,221,,,1.0,enemy_character_type-30900181,,,,0,,0,0,0,40
900182,1,enemy_character_type-20900182,轨道炮M2-85电磁显示,Tank_M,46000,40,65,0,18,0,1,180,150,60,0,50,46000,99999,0,0,20200,enemy_character_type-10900182,0,900107,"405208,405209,405215,405214,200302,200303,119029,755000",1.6800000000000002,221,,,1.0,enemy_character_type-30900182,,,,0,,0,0,0,40
900183,1,enemy_character_type-20900183,轨道炮M3-85高射显示,Tank_L,40000,45,65,0,18,0,1,180,100,60,0,50,40000,99999,0,0,20200,enemy_character_type-10900183,0,405203,"405204,405205,405208,405209,200302,200303,119029,755000",1.6800000000000002,221,,,1.0,enemy_character_type-30900183,,,,0,,0,0,0,40
900184,1,enemy_character_type-20900184,轨道炮M1-140平射显示,Tank_R,180000,65,65,0,18,0,1,180,200,75,0,50,180000,99999,0,0,20200,enemy_character_type-10900184,0,405212,"405204,405211,405208,405209,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900184,,,,0,,0,0,0,40
900185,1,enemy_character_type-20900185,轨道炮M2-140电磁显示,Tank_M,165000,65,125,0,18,0,1,180,150,75,0,50,165000,99999,0,0,20200,enemy_character_type-10900185,0,900107,"405208,405209,405215,405214,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900185,,,,0,,0,0,0,40
900186,1,enemy_character_type-20900186,轨道炮M3-140高射显示,Tank_L,155000,70,125,0,18,0,1,180,100,75,0,50,155000,99999,0,0,20200,enemy_character_type-10900186,0,405203,"405204,405205,405208,405209,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900186,,,,0,"3.82,0.01,1.41",0,0,0,40
900187,4,enemy_character_type-20900187,轨道炮M1-85平射普通单位,GustafM_1,50000,40,35,0,18,0,1,180,200,60,0,50,0,99999,0,0,20200,enemy_character_type-10900187,0,405212,"405204,405211,405208,405209,200302,200303,119029,755000",1.6800000000000002,221,,,1.0,enemy_character_type-30900187,,,,0,"2.12,0, 0.24",0,0,0,40
900188,4,enemy_character_type-20900188,轨道炮M2-85电磁普通单位,GustafM_2,46000,40,65,0,18,0,1,180,150,60,0,50,0,99999,0,0,20200,enemy_character_type-10900188,0,900107,"405208,405209,405215,405214,200302,200303,119029,755000",1.6800000000000002,221,,,1.0,enemy_character_type-30900188,,,,0,"2.85,0.43,0.23",0,0,0,40
900189,4,enemy_character_type-20900189,轨道炮M3-85高射普通单位,GustafM_3,40000,45,65,0,18,0,1,180,100,60,0,50,0,99999,0,0,20200,enemy_character_type-10900189,0,405203,"405204,405205,405208,405209,200302,200303,119029,755000",1.6800000000000002,221,,,1.0,enemy_character_type-30900189,,,,0,"3.82,0.01,1.41",0,0,0,40
900190,4,enemy_character_type-20900190,轨道炮M1-140平射普通单位,GustafM_1,180000,65,65,0,18,0,1,180,200,75,0,50,0,99999,0,0,20200,enemy_character_type-10900190,0,405212,"405204,405211,405208,405209,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900190,,,,0,"2.12,0, 0.24",0,0,0,40
900191,4,enemy_character_type-20900191,轨道炮M2-140电磁普通单位,GustafM_2,165000,65,125,0,18,0,1,180,150,75,0,50,0,99999,0,0,20200,enemy_character_type-10900191,0,900107,"405208,405209,405215,405214,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900191,,,,0,"2.85,0.43,0.23",0,0,0,40
900192,4,enemy_character_type-20900192,轨道炮M3-140高射普通单位,GustafM_3,155000,70,125,0,18,0,1,180,100,75,0,50,0,99999,0,0,20200,enemy_character_type-10900192,0,405203,"405204,405205,405208,405209,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900192,,,,0,,0,0,0,40
900193,1,enemy_character_type-20900193,彩蛋普通,Nyto_Isomer_Black,45000,50,50,20,50,50,1,180,10,30,0,50,45000,99999,0,0,100,enemy_character_type-10900193,0,900107,"405323,405322,405324,405330,405337,405338,405339,405340,405341,405342,405343,405344,405345,405320,405346,405348,405349,405347,405350,119029,407302",0.63,221,,"1,2",1.0,enemy_character_type-30900193,,,,0,,0,0,0,1000
900194,1,enemy_character_type-20900194,彩蛋困难,Nyto_Isomer_Black,75000,120,50,20,50,50,1,180,10,30,0,50,75000,99999,0,0,100,enemy_character_type-10900194,0,900107,"405323,405322,405324,405330,405337,405338,405339,405340,405341,405342,405343,405344,405345,405320,405346,405348,405349,405347,405350,119029,407302",0.63,221,,"1,2",1.0,enemy_character_type-30900194,,,,0,,0,0,0,1000
