id,name,type,rank,favor,fit_gun,skin,poster,code,normal_description,bonus_description,description,is_hidden,exp,profile_pic,item_access,detail_introduction,sort,type_sort
3402,gift_item-10003402,2,6,50000,236,3402,33402,gift_bundle_etj19_K11,gift_item-20003402,gift_item-30003402,gift_item-50003402,0,0,0,,gift_item-40003402,2000,6
3403,gift_item-10003403,2,6,50000,103,3403,33403,gift_bundle_etj19_UMP45,gift_item-20003403,gift_item-30003403,gift_item-50003403,0,0,0,,gift_item-40003403,2000,6
3404,gift_item-10003404,2,6,50000,101,3404,33404,gift_bundle_etj19_UMP9,gift_item-20003404,gift_item-30003404,gift_item-50003404,0,0,0,,gift_item-40003404,2000,6
3405,gift_item-10003405,2,6,50000,252,3405,33405,gift_bundle_etj19_KSVK,gift_item-20003405,gift_item-30003405,gift_item-50003405,0,0,0,,gift_item-40003405,2000,6
3406,gift_item-10003406,2,6,50000,145,3406,33406,gift_bundle_etj19_OC44,gift_item-20003406,gift_item-30003406,gift_item-50003406,0,0,0,,gift_item-40003406,2000,6
3501,gift_item-10003501,2,6,50000,266,3501,33501,gift_bundle_summer19_R93,gift_item-20003501,gift_item-30003501,gift_item-50003501,0,0,0,,gift_item-40003501,2000,6
3502,gift_item-10003502,2,6,50000,253,3502,33502,gift_bundle_summer19_Lewis,gift_item-20003502,gift_item-30003502,gift_item-50003502,0,0,0,,gift_item-40003502,2000,6
3503,gift_item-10003503,2,6,50000,213,3503,33503,gift_bundle_summer19_CBJMS,gift_item-20003503,gift_item-30003503,gift_item-50003503,0,0,0,,gift_item-40003503,2000,6
3504,gift_item-10003504,2,6,50000,238,3504,33504,gift_bundle_summer19_Type88,gift_item-20003504,gift_item-30003504,gift_item-50003504,0,0,0,,gift_item-40003504,2000,6
3505,gift_item-10003505,2,6,50000,270,3505,33505,gift_bundle_summer19_4type,gift_item-20003505,gift_item-30003505,gift_item-50003505,0,0,0,,gift_item-40003505,2000,6
3506,gift_item-10003506,2,6,50000,113,3506,33506,gift_bundle_summer19_SPS,gift_item-20003506,gift_item-30003506,gift_item-50003506,0,0,0,,gift_item-40003506,2000,6
3507,gift_item-10003507,2,6,50000,116,3507,33507,gift_bundle_summer19_Z62,gift_item-20003507,gift_item-30003507,gift_item-50003507,0,0,0,,gift_item-40003507,2000,6
3601,gift_item-10003601,2,6,50000,214,3601,33601,gift_bundle_yukata19_ADS,gift_item-20003601,gift_item-30003601,gift_item-50003601,0,0,0,,gift_item-40003601,2000,6
3602,gift_item-10003602,2,6,50000,188,3602,33602,gift_bundle_yukata19_SAT8,gift_item-20003602,gift_item-30003602,gift_item-50003602,0,0,0,,gift_item-40003602,2000,6
3603,gift_item-10003603,2,6,50000,64,3603,33603,gift_bundle_yukata19_G36,gift_item-20003603,gift_item-30003603,gift_item-50003603,0,0,0,,gift_item-40003603,2000,6
3604,gift_item-10003604,2,6,50000,79,3604,33604,gift_bundle_yukata19_M249SAW,gift_item-20003604,gift_item-30003604,gift_item-50003604,0,0,0,,gift_item-40003604,2000,6
3605,gift_item-10003605,2,6,50000,105,3605,33605,gift_bundle_yukata19_OTs12,gift_item-20003605,gift_item-30003605,gift_item-50003605,0,0,0,,gift_item-40003605,2000,6
3701,gift_item-10003701,2,6,50000,260,3701,33701,gift_bundle_dwxy19_PA15,gift_item-20003701,gift_item-30003701,gift_item-50003701,0,0,0,,gift_item-40003701,2000,6
3702,gift_item-10003702,2,6,50000,129,3702,33702,gift_bundle_dwxy19_95type,gift_item-20003702,gift_item-30003702,gift_item-50003702,0,0,0,,gift_item-40003702,2000,6
3703,gift_item-10003703,2,6,50000,130,3703,33703,gift_bundle_dwxy19_97type,gift_item-20003703,gift_item-30003703,gift_item-50003703,0,0,0,,gift_item-40003703,2000,6
3704,gift_item-10003704,2,6,50000,135,3704,33704,gift_bundle_dwxy19_SR3MP,gift_item-20003704,gift_item-30003704,gift_item-50003704,0,0,0,,gift_item-40003704,2000,6
3705,gift_item-10003705,2,6,50000,99,3705,33705,gift_bundle_dwxy19_Mk23,gift_item-20003705,gift_item-30003705,gift_item-50003705,0,0,0,,gift_item-40003705,2000,6
3706,gift_item-10003706,2,6,50000,155,3706,33706,gift_bundle_dwxy19_M590,gift_item-20003706,gift_item-30003706,gift_item-50003706,0,0,0,,gift_item-40003706,2000,6
3707,gift_item-10003707,2,6,50000,154,3707,33707,gift_bundle_dwxy19_M500,gift_item-20003707,gift_item-30003707,gift_item-50003707,0,0,0,,gift_item-40003707,2000,6
3708,gift_item-10003708,2,6,50000,176,3708,33708,gift_bundle_dwxy19_TMP,gift_item-20003708,gift_item-30003708,gift_item-50003708,0,0,0,,gift_item-40003708,2000,6
3801,gift_item-10003801,2,6,50000,261,3801,33801,gift_bundle_Halloween19_QBU88,gift_item-20003801,gift_item-30003801,gift_item-50003801,0,0,0,,gift_item-40003801,2000,6
3802,gift_item-10003802,2,6,50000,104,3802,33802,gift_bundle_Halloween19_G36C,gift_item-20003802,gift_item-30003802,gift_item-50003802,0,0,0,,gift_item-40003802,2000,6
3803,gift_item-10003803,2,6,50000,229,3803,33803,gift_bundle_Halloween19_M870P,gift_item-20003803,gift_item-30003803,gift_item-50003803,0,0,0,,gift_item-40003803,2000,6
3805,gift_item-10003805,2,6,50000,252,3805,33805,gift_bundle_Halloween19_KSVK,gift_item-20003805,gift_item-30003805,gift_item-50003805,0,0,0,,gift_item-40003805,2000,6
3806,gift_item-10003806,2,6,50000,88,3806,33806,gift_bundle_Halloween19_MG3,gift_item-20003806,gift_item-30003806,gift_item-50003806,0,0,0,,gift_item-40003806,2000,6
3807,gift_item-10003807,2,6,50000,161,3807,33807,gift_bundle_Halloween19_97typeS,gift_item-20003807,gift_item-30003807,gift_item-50003807,0,0,0,,gift_item-40003807,2000,6
3808,gift_item-10003808,2,6,50000,117,3808,33808,gift_bundle_Halloween19_PSG1,gift_item-20003808,gift_item-30003808,gift_item-50003808,0,0,0,,gift_item-40003808,2000,6
3809,gift_item-10003809,2,6,50000,223,3809,33809,gift_bundle_Halloween19_CETME556,gift_item-20003809,gift_item-30003809,gift_item-50003809,0,0,0,,gift_item-40003809,2000,6
3901,gift_item-10003901,2,6,50000,160,3901,33901,gift_bundle_racing19_Saiga12,gift_item-20003901,gift_item-30003901,gift_item-50003901,0,0,0,,gift_item-40003901,2000,6
3902,gift_item-10003902,2,6,50000,242,3902,33902,gift_bundle_racing19_P22,gift_item-20003902,gift_item-30003902,gift_item-50003902,0,0,0,,gift_item-40003902,2000,6
3903,gift_item-10003903,2,6,50000,254,3903,33903,gift_bundle_racing19_UKM2000,gift_item-20003903,gift_item-30003903,gift_item-50003903,0,0,0,,gift_item-40003903,2000,6
3904,gift_item-10003904,2,6,50000,77,3904,33904,gift_bundle_racing19_M2HB,gift_item-20003904,gift_item-30003904,gift_item-50003904,0,0,0,,gift_item-40003904,2000,6
3905,gift_item-10003905,2,6,50000,10,3905,33905,gift_bundle_racing19_PPK,gift_item-20003905,gift_item-30003905,gift_item-50003905,0,0,0,,gift_item-40003905,2000,6
4001,gift_item-10004001,2,6,50000,253,4001,34001,gift_bundle_Xms19_Lewis,gift_item-20004001,gift_item-30004001,gift_item-50004001,0,0,0,,gift_item-40004001,2000,6
4002,gift_item-10004002,2,6,50000,208,4002,34002,gift_bundle_Xms19_HK21,gift_item-20004002,gift_item-30004002,gift_item-50004002,0,0,0,,gift_item-40004002,2000,6
4003,gift_item-10004003,2,6,50000,281,4003,34003,gift_bundle_Xms19_HKCAWS,gift_item-20004003,gift_item-30004003,gift_item-50004003,0,0,0,,gift_item-40004003,2000,6
4004,gift_item-10004004,2,6,50000,228,4004,34004,gift_bundle_Xms19_Type100,gift_item-20004004,gift_item-30004004,gift_item-50004004,0,0,0,,gift_item-40004004,2000,6
4005,gift_item-10004005,2,6,50000,203,4005,34005,gift_bundle_Xms19_PDW,gift_item-20004005,gift_item-30004005,gift_item-50004005,0,0,0,,gift_item-40004005,2000,6
4006,gift_item-10004006,2,6,50000,201,4006,34006,gift_bundle_Xms19_GepardM1,gift_item-20004006,gift_item-30004006,gift_item-50004006,0,0,0,,gift_item-40004006,2000,6
4007,gift_item-10004007,2,6,50000,81,4007,34007,gift_bundle_Xms19_LWMMG,gift_item-20004007,gift_item-30004007,gift_item-50004007,0,0,0,,gift_item-40004007,2000,6
4101,gift_item-10004101,2,6,50000,135,4101,34101,gift_bundle_zy2020_SR3MP,gift_item-20004101,gift_item-30004101,gift_item-50004101,0,0,0,,gift_item-40004101,2000,6
4102,gift_item-10004102,2,6,50000,122,4102,34102,gift_bundle_zy2020_G11,gift_item-20004102,gift_item-30004102,gift_item-50004102,0,0,0,,gift_item-40004102,2000,6
4103,gift_item-10004103,2,6,50000,270,4103,34103,gift_bundle_zy2020_4type,gift_item-20004103,gift_item-30004103,gift_item-50004103,0,0,0,,gift_item-40004103,2000,6
4104,gift_item-10004104,2,6,50000,118,4104,34104,gift_bundle_zy2020_9A91,gift_item-20004104,gift_item-30004104,gift_item-50004104,0,0,0,,gift_item-40004104,2000,6
4105,gift_item-10004105,2,6,50000,88,4105,34105,gift_bundle_zy2020_MG3,gift_item-20004105,gift_item-30004105,gift_item-50004105,0,0,0,,gift_item-40004105,2000,6
4106,gift_item-10004106,2,6,50000,35,4106,34106,gift_bundle_zy2020_M1A1,gift_item-20004106,gift_item-30004106,gift_item-50004106,0,0,0,,gift_item-40004106,2000,6
4107,gift_item-10004107,2,6,50000,256,4107,34107,gift_bundle_zy2020_Falcon,gift_item-20004107,gift_item-30004107,gift_item-50004107,0,0,0,,gift_item-40004107,2000,6
4201,gift_item-10004201,2,6,50000,282,4201,34201,gift_bundle_spring2020_DP12,gift_item-20004201,gift_item-30004201,gift_item-50004201,0,0,0,,gift_item-40004201,2000,6
4202,gift_item-10004202,2,6,50000,260,4202,34202,gift_bundle_spring2020_PA15,gift_item-20004202,gift_item-30004202,gift_item-50004202,0,0,0,,gift_item-40004202,2000,6
4203,gift_item-10004203,2,6,50000,173,4203,34203,gift_bundle_spring2020_PKP,gift_item-20004203,gift_item-30004203,gift_item-50004203,0,0,0,,gift_item-40004203,2000,6
4204,gift_item-10004204,2,6,50000,234,4204,34204,gift_bundle_spring2020_JS9mm,gift_item-20004204,gift_item-30004204,gift_item-50004204,0,0,0,,gift_item-40004204,2000,6
4205,gift_item-10004205,2,6,50000,263,4205,34205,gift_bundle_spring2020_MG36,gift_item-20004205,gift_item-30004205,gift_item-50004205,0,0,0,,gift_item-40004205,2000,6
4206,gift_item-10004206,2,6,50000,181,4206,34206,gift_bundle_spring2020_T91,gift_item-20004206,gift_item-30004206,gift_item-50004206,0,0,0,,gift_item-40004206,2000,6
4207,gift_item-10004207,2,6,50000,98,4207,34207,gift_bundle_spring2020_SPP1,gift_item-20004207,gift_item-30004207,gift_item-50004207,0,0,0,,gift_item-40004207,2000,6
4209,gift_item-10004209,2,6,50000,262,4209,34209,gift_bundle_spring2020_EM2,gift_item-20004209,gift_item-30004209,gift_item-50004209,0,0,0,,gift_item-40004209,2000,6
4210,gift_item-10004210,2,6,50000,87,4210,34210,gift_bundle_spring2020_MG34,gift_item-20004210,gift_item-30004210,gift_item-50004210,0,0,0,,gift_item-40004210,2000,6
4301,gift_item-10004301,2,6,50000,46,4301,34301,gift_bundle_WhiteV2020_98K,gift_item-20004301,gift_item-30004301,gift_item-50004301,0,0,0,,gift_item-40004301,2000,6
4302,gift_item-10004302,2,6,50000,97,4302,34302,gift_bundle_WhiteV2020_M950A,gift_item-20004302,gift_item-30004302,gift_item-50004302,0,0,0,,gift_item-40004302,2000,6
4303,gift_item-10004303,2,6,50000,96,4303,34303,gift_bundle_WhiteV2020_Grizzly,gift_item-20004303,gift_item-30004303,gift_item-50004303,0,0,0,,gift_item-40004303,2000,6
4304,gift_item-10004304,2,6,50000,196,4304,34304,gift_bundle_WhiteV2020_ZastavaM21,gift_item-20004304,gift_item-30004304,gift_item-50004304,0,0,0,,gift_item-40004304,2000,6
4305,gift_item-10004305,2,6,50000,165,4305,34305,gift_bundle_WhiteV2020_M1014,gift_item-20004305,gift_item-30004305,gift_item-50004305,0,0,0,,gift_item-40004305,2000,6
4306,gift_item-10004306,2,6,50000,7,4306,34306,gift_bundle_WhiteV2020_APS,gift_item-20004306,gift_item-30004306,gift_item-50004306,0,0,0,,gift_item-40004306,2000,6
4308,gift_item-10004308,2,6,50000,70,4308,34308,gift_bundle_WhiteV2020_FNFNC,gift_item-20004308,gift_item-30004308,gift_item-50004308,0,0,0,,gift_item-40004308,2000,6
4309,gift_item-10004309,2,6,50000,159,4309,34309,gift_bundle_WhiteV2020_RMB93,gift_item-20004309,gift_item-30004309,gift_item-50004309,0,0,0,,gift_item-40004309,2000,6
4310,gift_item-10004310,2,6,50000,8,4310,34310,gift_bundle_WhiteV2020_PM,gift_item-20004310,gift_item-30004310,gift_item-50004310,0,0,0,,gift_item-40004310,2000,6
4401,gift_item-10004401,2,6,50000,163,4401,34401,gift_bundle_Pajamas2020_AA12,gift_item-20004401,gift_item-30004401,gift_item-50004401,0,0,0,,gift_item-40004401,2000,6
4402,gift_item-10004402,2,6,50000,260,4402,34402,gift_bundle_Pajamas2020_PA15,gift_item-20004402,gift_item-30004402,gift_item-50004402,0,0,0,,gift_item-40004402,2000,6
4403,gift_item-10004403,2,6,50000,227,4403,34403,gift_bundle_Pajamas2020_A91,gift_item-20004403,gift_item-30004403,gift_item-50004403,0,0,0,,gift_item-40004403,2000,6
4404,gift_item-10004404,2,6,50000,269,4404,34404,gift_bundle_Pajamas2020_P30,gift_item-20004404,gift_item-30004404,gift_item-50004404,0,0,0,,gift_item-40004404,2000,6
4405,gift_item-10004405,2,6,50000,137,4405,34405,gift_bundle_Pajamas2020_PP1901,gift_item-20004405,gift_item-30004405,gift_item-50004405,0,0,0,,gift_item-40004405,2000,6
4406,gift_item-10004406,2,6,50000,190,4406,34406,gift_bundle_Pajamas2020_NS2000,gift_item-20004406,gift_item-30004406,gift_item-50004406,0,0,0,,gift_item-40004406,2000,6
4501,gift_item-10004501,2,6,50000,119,4501,34501,gift_bundle_Anniversary2020_OTs14,gift_item-20004501,gift_item-30004501,gift_item-50004501,0,0,0,,gift_item-40004501,2000,6
4502,gift_item-10004502,2,6,50000,257,4502,34502,gift_bundle_Anniversary2020_M200,gift_item-20004502,gift_item-30004502,gift_item-50004502,0,0,0,,gift_item-40004502,2000,6
4503,gift_item-10004503,2,6,50000,261,4503,34503,gift_bundle_Anniversary2020_QBU88,gift_item-20004503,gift_item-30004503,gift_item-50004503,0,0,0,,gift_item-40004503,2000,6
4504,gift_item-10004504,2,6,50000,143,4504,34504,gift_bundle_Anniversary2020_RO635,gift_item-20004504,gift_item-30004504,gift_item-50004504,0,0,0,,gift_item-40004504,2000,6
4505,gift_item-10004505,2,6,50000,55,4505,34505,gift_bundle_Anniversary2020_M4A1,gift_item-20004505,gift_item-30004505,gift_item-50004505,0,0,0,,gift_item-40004505,2000,6
4506,gift_item-10004506,2,6,50000,54,4506,34506,gift_bundle_Anniversary2020_M16A1,gift_item-20004506,gift_item-30004506,gift_item-50004506,0,0,0,,gift_item-40004506,2000,6
4507,gift_item-10004507,2,6,50000,56,4507,34507,gift_bundle_Anniversary2020_M4 SOPMOD II,gift_item-20004507,gift_item-30004507,gift_item-50004507,0,0,0,,gift_item-40004507,2000,6
4508,gift_item-10004508,2,6,50000,57,4508,34508,gift_bundle_Anniversary2020_AR15,gift_item-20004508,gift_item-30004508,gift_item-50004508,0,0,0,,gift_item-40004508,2000,6
4509,gift_item-10004509,2,6,50000,252,4509,34509,gift_bundle_Anniversary2020_KSVK,gift_item-20004509,gift_item-30004509,gift_item-50004509,0,0,0,,gift_item-40004509,2000,6
4510,gift_item-10004510,2,6,50000,160,4510,34510,gift_bundle_Anniversary2020_Saiga12,gift_item-20004510,gift_item-30004510,gift_item-50004510,0,0,0,,gift_item-40004510,2000,6
4511,gift_item-10004511,2,6,50000,284,4511,34511,gift_bundle_Anniversary2020_ZasM76,gift_item-20004511,gift_item-30004511,gift_item-50004511,0,0,0,,gift_item-40004511,2000,6
4514,gift_item-10004514,2,6,50000,2,4514,34514,gift_bundle_Anniversary2020_M1911,gift_item-20004514,gift_item-30004514,gift_item-50004514,0,0,0,,gift_item-40004514,2000,6
4601,gift_item-10004601,2,6,50000,306,4601,34601,gift_bundle_Children2020_AKAlfa,gift_item-20004601,gift_item-30004601,gift_item-50004601,0,0,0,,gift_item-40004601,2000,6
4602,gift_item-10004602,2,6,50000,303,4602,34602,gift_bundle_Children2020_BrowningHP,gift_item-20004602,gift_item-30004602,gift_item-50004602,0,0,0,,gift_item-40004602,2000,6
4603,gift_item-10004603,2,6,50000,251,4603,34603,gift_bundle_Children2020_X95,gift_item-20004603,gift_item-30004603,gift_item-50004603,0,0,0,,gift_item-40004603,2000,6
4604,gift_item-10004604,2,6,50000,69,4604,34604,gift_bundle_Children2020_FAMAS,gift_item-20004604,gift_item-30004604,gift_item-50004604,0,0,0,,gift_item-40004604,2000,6
4605,gift_item-10004605,2,6,50000,184,4605,34605,gift_bundle_Children2020_T5000,gift_item-20004605,gift_item-30004605,gift_item-50004605,0,0,0,,gift_item-40004605,2000,6
4606,gift_item-10004606,2,6,50000,176,4606,34606,gift_bundle_Children2020_TMP,gift_item-20004606,gift_item-30004606,gift_item-50004606,0,0,0,,gift_item-40004606,2000,6
4607,gift_item-10004607,2,6,50000,131,4607,34607,gift_bundle_Children2020_EVO3,gift_item-20004607,gift_item-30004607,gift_item-50004607,0,0,0,,gift_item-40004607,2000,6
4702,gift_item-10004702,2,6,50000,234,4702,34702,gift_bundle_YZ2020_JS9mm,gift_item-20004702,gift_item-30004702,gift_item-50004702,0,0,0,,gift_item-40004702,2000,6
4703,gift_item-10004703,2,6,50000,307,4703,34703,gift_bundle_YZ2020_ZB26,gift_item-20004703,gift_item-30004703,gift_item-50004703,0,0,0,,gift_item-40004703,2000,6
4704,gift_item-10004704,2,6,50000,296,4704,34704,gift_bundle_YZ2020_SL8,gift_item-20004704,gift_item-30004704,gift_item-50004704,0,0,0,,gift_item-40004704,2000,6
4705,gift_item-10004705,2,6,50000,136,4705,34705,gift_bundle_YZ2020_PP19,gift_item-20004705,gift_item-30004705,gift_item-50004705,0,0,0,,gift_item-40004705,2000,6
4706,gift_item-10004706,2,6,50000,286,4706,34706,gift_bundle_YZ2020_KAC,gift_item-20004706,gift_item-30004706,gift_item-50004706,0,0,0,,gift_item-40004706,2000,6
4707,gift_item-10004707,2,6,50000,187,4707,34707,gift_bundle_YZ2020_Ak5,gift_item-20004707,gift_item-30004707,gift_item-50004707,0,0,0,,gift_item-40004707,2000,6
4708,gift_item-10004708,2,6,50000,14,4708,34708,gift_bundle_YZ2020_357,gift_item-20004708,gift_item-30004708,gift_item-50004708,0,0,0,,gift_item-40004708,2000,6
4709,gift_item-10004709,2,6,50000,51,4709,34709,gift_bundle_YZ2020_FN49,gift_item-20004709,gift_item-30004709,gift_item-50004709,0,0,0,,gift_item-40004709,2000,6
4801,gift_item-10004801,2,6,50000,53,4801,34801,gift_bundle_Armor2020_NTW20,gift_item-20004801,gift_item-30004801,gift_item-50004801,0,0,0,,gift_item-40004801,2000,6
4802,gift_item-10004802,2,6,50000,73,4802,34802,gift_bundle_Armor2020_AUG,gift_item-20004802,gift_item-30004802,gift_item-50004802,0,0,0,,gift_item-40004802,2000,6
4803,gift_item-10004803,2,6,50000,39,4803,34803,gift_bundle_Armor2020_M1891,gift_item-20004803,gift_item-30004803,gift_item-50004803,0,0,0,,gift_item-40004803,2000,6
4804,gift_item-10004804,2,6,50000,121,4804,34804,gift_bundle_Armor2020_Mk48,gift_item-20004804,gift_item-30004804,gift_item-50004804,0,0,0,,gift_item-40004804,2000,6
4805,gift_item-10004805,2,6,50000,152,4805,34805,gift_bundle_Armor2020_M1897,gift_item-20004805,gift_item-30004805,gift_item-50004805,0,0,0,,gift_item-40004805,2000,6
4901,gift_item-10004901,2,6,50000,282,4901,34901,gift_bundle_Edo2020_DP12,gift_item-20004901,gift_item-30004901,gift_item-50004901,0,0,0,,gift_item-40004901,2000,6
4902,gift_item-10004902,2,6,50000,109,4902,34902,gift_bundle_Edo2020_MG5,gift_item-20004902,gift_item-30004902,gift_item-50004902,0,0,0,,gift_item-40004902,2000,6
4903,gift_item-10004903,2,6,50000,263,4903,34903,gift_bundle_Edo2020_MG36,gift_item-20004903,gift_item-30004903,gift_item-50004903,0,0,0,,gift_item-40004903,2000,6
4904,gift_item-10004904,2,6,50000,266,4904,34904,gift_bundle_Edo2020_R93,gift_item-20004904,gift_item-30004904,gift_item-50004904,0,0,0,,gift_item-40004904,2000,6
4905,gift_item-10004905,2,6,50000,228,4905,34905,gift_bundle_Edo2020_Type100,gift_item-20004905,gift_item-30004905,gift_item-50004905,0,0,0,,gift_item-40004905,2000,6
4906,gift_item-10004906,2,6,50000,305,4906,34906,gift_bundle_Edo2020_Tabuk,gift_item-20004906,gift_item-30004906,gift_item-50004906,0,0,0,,gift_item-40004906,2000,6
4907,gift_item-10004907,2,6,50000,182,4907,34907,gift_bundle_Edo2020_wz29,gift_item-20004907,gift_item-30004907,gift_item-50004907,0,0,0,,gift_item-40004907,2000,6
4908,gift_item-10004908,2,6,50000,93,4908,34908,gift_bundle_Edo2020_IDW,gift_item-20004908,gift_item-30004908,gift_item-50004908,0,0,0,,gift_item-40004908,2000,6
5101,gift_item-10005101,2,6,50000,316,5101,35101,gift_bundle_Halloween2020_GeneralLiu,gift_item-20005101,gift_item-30005101,gift_item-50005101,0,0,0,,gift_item-40005101,2000,6
5102,gift_item-10005102,2,6,50000,276,5102,35102,gift_bundle_Halloween2020_Kord,gift_item-20005102,gift_item-30005102,gift_item-50005102,0,0,0,,gift_item-40005102,2000,6
5103,gift_item-10005103,2,6,50000,130,5103,35103,gift_bundle_Halloween2020_97type,gift_item-20005103,gift_item-30005103,gift_item-50005103,0,0,0,,gift_item-40005103,2000,6
5104,gift_item-10005104,2,6,50000,295,5104,35104,gift_bundle_Halloween2020_06TypeSMG,gift_item-20005104,gift_item-30005104,gift_item-50005104,0,0,0,,gift_item-40005104,2000,6
5105,gift_item-10005105,2,6,50000,297,5105,35105,gift_bundle_Halloween2020_M82,gift_item-20005105,gift_item-30005105,gift_item-50005105,0,0,0,,gift_item-40005105,2000,6
5106,gift_item-10005106,2,6,50000,6,5106,35106,gift_bundle_Halloween2020_TT33,gift_item-20005106,gift_item-30005106,gift_item-50005106,0,0,0,,gift_item-40005106,2000,6
5107,gift_item-10005107,2,6,50000,38,5107,35107,gift_bundle_Halloween2020_M21,gift_item-20005107,gift_item-30005107,gift_item-50005107,0,0,0,,gift_item-40005107,2000,6
5201,gift_item-10005201,2,6,50000,104,5201,35201,gift_bundle_Agent2020_G36C,gift_item-20005201,gift_item-30005201,gift_item-50005201,0,0,0,,gift_item-40005201,2000,6
5202,gift_item-10005202,2,6,50000,296,5202,35202,gift_bundle_Agent2020_SL8,gift_item-20005202,gift_item-30005202,gift_item-50005202,0,0,0,,gift_item-40005202,2000,6
5203,gift_item-10005203,2,6,50000,318,5203,35203,gift_bundle_Agent2020_VHS,gift_item-20005203,gift_item-30005203,gift_item-50005203,0,0,0,,gift_item-40005203,2000,6
5204,gift_item-10005204,2,6,50000,156,5204,35204,gift_bundle_Agent2020_SuperShorty,gift_item-20005204,gift_item-30005204,gift_item-50005204,0,0,0,,gift_item-40005204,2000,6
5205,gift_item-10005205,2,6,50000,304,5205,35205,gift_bundle_Agent2020_SAF,gift_item-20005205,gift_item-30005205,gift_item-50005205,0,0,0,,gift_item-40005205,2000,6
5206,gift_item-10005206,2,6,50000,244,5206,35206,gift_bundle_Agent2020_TEC9,gift_item-20005206,gift_item-30005206,gift_item-50005206,0,0,0,,gift_item-40005206,2000,6
5301,gift_item-10005301,2,6,50000,312,5301,35301,gift_bundle_Christmas2020_VSK,gift_item-20005301,gift_item-30005301,gift_item-50005301,0,0,0,,gift_item-40005301,2000,6
5302,gift_item-10005302,2,6,50000,289,5302,35302,gift_bundle_Christmas2020_R5RGP,gift_item-20005302,gift_item-30005302,gift_item-50005302,0,0,0,,gift_item-40005302,2000,6
5303,gift_item-10005303,2,6,50000,313,5303,35303,gift_bundle_Christmas2020_SACR,gift_item-20005303,gift_item-30005303,gift_item-50005303,0,0,0,,gift_item-40005303,2000,6
5304,gift_item-10005304,2,6,50000,250,5304,35304,gift_bundle_Christmas2020_HS2000,gift_item-20005304,gift_item-30005304,gift_item-50005304,0,0,0,,gift_item-40005304,2000,6
5305,gift_item-10005305,2,6,50000,270,5305,35305,gift_bundle_Christmas2020_4type,gift_item-20005305,gift_item-30005305,gift_item-50005305,0,0,0,,gift_item-40005305,2000,6
5306,gift_item-10005306,2,6,50000,212,5306,35306,gift_bundle_Christmas2020_K5,gift_item-20005306,gift_item-30005306,gift_item-50005306,0,0,0,,gift_item-40005306,2000,6
5307,gift_item-10005307,2,6,50000,319,5307,35307,gift_bundle_Christmas2020_PM1910,gift_item-20005307,gift_item-30005307,gift_item-50005307,0,0,0,,gift_item-40005307,2000,6
5308,gift_item-10005308,2,6,50000,95,5308,35308,gift_bundle_Christmas2020_88type,gift_item-20005308,gift_item-30005308,gift_item-50005308,0,0,0,,gift_item-40005308,2000,6
5309,gift_item-10005309,2,6,50000,5,5309,35309,gift_bundle_Christmas2020_M1895,gift_item-20005309,gift_item-30005309,gift_item-50005309,0,0,0,,gift_item-40005309,2000,6
5401,gift_item-10005401,2,6,50000,274,5401,35401,gift_bundle_NewYear2021_ACR,gift_item-20005401,gift_item-30005401,gift_item-50005401,0,0,0,,gift_item-40005401,2000,6
5402,gift_item-10005402,2,6,50000,160,5402,35402,gift_bundle_NewYear2021_Saiga12,gift_item-20005402,gift_item-30005402,gift_item-50005402,0,0,0,,gift_item-40005402,2000,6
5403,gift_item-10005403,2,6,50000,97,5403,35403,gift_bundle_NewYear2021_M950A,gift_item-20005403,gift_item-30005403,gift_item-50005403,0,0,0,,gift_item-40005403,2000,6
5404,gift_item-10005404,2,6,50000,150,5404,35404,gift_bundle_NewYear2021_Shipka,gift_item-20005404,gift_item-30005404,gift_item-50005404,0,0,0,,gift_item-40005404,2000,6
5405,gift_item-10005405,2,6,50000,103,5405,35405,gift_bundle_NewYear2021_UMP45,gift_item-20005405,gift_item-30005405,gift_item-50005405,0,0,0,,gift_item-40005405,2000,6
5406,gift_item-10005406,2,6,50000,254,5406,35406,gift_bundle_NewYear2021_UKM2000,gift_item-20005406,gift_item-30005406,gift_item-50005406,0,0,0,,gift_item-40005406,2000,6
5407,gift_item-10005407,2,6,50000,230,5407,35407,gift_bundle_NewYear2021_OBR,gift_item-20005407,gift_item-30005407,gift_item-50005407,0,0,0,,gift_item-40005407,2000,6
5408,gift_item-10005408,2,6,50000,131,5408,35408,gift_bundle_NewYear2021_EVO3,gift_item-20005408,gift_item-30005408,gift_item-50005408,0,0,0,,gift_item-40005408,2000,6
5501,gift_item-10005501,2,6,50000,253,5501,35501,gift_bundle_SpringFes2021_Lewis,gift_item-20005501,gift_item-30005501,gift_item-50005501,0,0,0,,gift_item-40005501,2000,6
5502,gift_item-10005502,2,6,50000,261,5502,35502,gift_bundle_SpringFes2021_QBU88,gift_item-20005502,gift_item-30005502,gift_item-50005502,0,0,0,,gift_item-40005502,2000,6
5503,gift_item-10005503,2,6,50000,315,5503,35503,gift_bundle_SpringFes2021_AUGPARA,gift_item-20005503,gift_item-30005503,gift_item-50005503,0,0,0,,gift_item-40005503,2000,6
5504,gift_item-10005504,2,6,50000,252,5504,35504,gift_bundle_SpringFes2021_KSVK,gift_item-20005504,gift_item-30005504,gift_item-50005504,0,0,0,,gift_item-40005504,2000,6
