mission_id,team_effect,month_team_count,team_count,mp,ammo,mre,part,duration,experience,expect_gun_level,get_gun_num,gun_n_pool,gun_1_pool,limit_guns,get_equip_num,equip_n_pool,equip_1_pool,limit_equips,draw_event_id
500135,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500136,1000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500137,2000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500138,3500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500139,4500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500140,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500141,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500142,7000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500143,8000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500144,10000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500145,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500146,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500147,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500148,24000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500149,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500150,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500151,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500152,4000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500153,5000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500154,6000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500155,8000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500156,8000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500157,10000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500158,14000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500159,16000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500160,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500161,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500162,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500163,30000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500164,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500165,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500166,1000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500167,2000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500168,3500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500169,4500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500170,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500171,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500172,7000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500173,8000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500174,10000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500175,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500176,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500177,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500178,24000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500179,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500180,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500181,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500182,4000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500183,5000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500184,6000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500185,8000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500186,8000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500187,10000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500188,14000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500189,16000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500190,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500191,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500192,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500193,30000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500194,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500195,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500196,1000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500197,2000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500198,3500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500199,4500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500200,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500201,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500202,7000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500203,8000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500204,10000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500205,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500206,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500207,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500208,24000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500209,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500210,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500211,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500212,4000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500213,5000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500214,6000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500215,8000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500216,8000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500217,10000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500218,14000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500219,16000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500220,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500221,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500222,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500223,30000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500224,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500225,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500226,1000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500227,2000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500228,3500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500229,4500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500230,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500231,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500232,7000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500233,8000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500234,10000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500235,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500236,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500237,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500238,24000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500239,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500240,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500241,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500242,4000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500243,5000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500244,6000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500245,8000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500246,8000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500247,10000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500248,14000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500249,16000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500250,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500251,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500252,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500253,30000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500254,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500255,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
500256,1000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500257,2000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500258,3500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500259,4500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500260,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500261,5500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500262,7000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500263,8000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500264,10000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
500265,14000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
