id,name,code,description,lvup_description,skill_group_id,level,train_coin_type,train_coin_number,skill_up_time,spot_type,spot_belong,spot_echelon,cd_time,cd_time_type,consumption,start_range,is_night,data_pool,is_airborne,airborne_mission_buff_config_id,effect_cast,effect_self,effect_target,trigger_id,target_id,special_spot_add,special_spot_minus,mission_buff_add,mission_buff_minus,subsidiary_mission_skill,is_manual,allyteam_summoner,ap_cost,consumption_item,drop_item,fun_game_type,fun_game_name,fun_game_result_sub
1110304,mission_skill_config-11110304,1,mission_skill_config-21110304,mission_skill_config-31110304,1110304,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,"1110301:1,1120301:1",,,,0,,0,,,0,,
1110400,mission_skill_config-11110400,1,mission_skill_config-21110400,mission_skill_config-31110400,1110400,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1110400:1,,,,,0,,0,,,0,,
1110401,mission_skill_config-11110401,1,mission_skill_config-21110401,mission_skill_config-31110401,1110401,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1110401:1,,,,,0,,0,,,0,,
1110402,mission_skill_config-11110402,1,mission_skill_config-21110402,mission_skill_config-31110402,1110402,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,111040091&&112040191,112040091&&112040191,"2110100:1,2110101:1,2110102:1,1130401:1",1120401:1,,,"1110403,1110404",9332110,,0,,,0,,
1110403,mission_skill_config-11110403,1,mission_skill_config-21110403,mission_skill_config-31110403,1110403,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,113040091&&112040190&&113040190||113040091&&112040191&&113040190,1130401:1,1120401:1,,,,0,,0,,,0,,
1110404,mission_skill_config-11110404,1,mission_skill_config-21110404,mission_skill_config-31110404,1110404,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,"1110401:1,1120401:1",,,,0,,0,,,0,,
1110500,mission_skill_config-11110500,1,mission_skill_config-21110500,mission_skill_config-31110500,1110500,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1110500:1,,,,,0,,0,,,0,,
1110501,mission_skill_config-11110501,1,mission_skill_config-21110501,mission_skill_config-31110501,1110501,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1110501:1,,,,,0,,0,,,0,,
1110502,mission_skill_config-11110502,1,mission_skill_config-21110502,mission_skill_config-31110502,1110502,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,111050091&&112050191,112050091&&112050191,"2110100:1,2110101:1,2110102:1,1130501:1",1120501:1,,,"1110503,1110504",9332110,,0,,,0,,
1110503,mission_skill_config-11110503,1,mission_skill_config-21110503,mission_skill_config-31110503,1110503,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,113050091&&112050190&&113050190||113050091&&112050191&&113050190,1130501:1,1120501:1,,,,0,,0,,,0,,
1110504,mission_skill_config-11110504,1,mission_skill_config-21110504,mission_skill_config-31110504,1110504,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,"1110501:1,1120501:1",,,,0,,0,,,0,,
1120100,mission_skill_config-11120100,1,mission_skill_config-21120100,mission_skill_config-31120100,1120100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120100:1,,,,,0,,0,,,0,,
1120101,mission_skill_config-11120101,1,mission_skill_config-21120101,mission_skill_config-31120101,1120101,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120101:1,,,,,0,,0,,,0,,
1120200,mission_skill_config-11120200,1,mission_skill_config-21120200,mission_skill_config-31120200,1120200,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120200:1,,,,,0,,0,,,0,,
1120201,mission_skill_config-11120201,1,mission_skill_config-21120201,mission_skill_config-31120201,1120201,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120201:1,,,,,0,,0,,,0,,
1120300,mission_skill_config-11120300,1,mission_skill_config-21120300,mission_skill_config-31120300,1120300,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120300:1,,,,,0,,0,,,0,,
1120301,mission_skill_config-11120301,1,mission_skill_config-21120301,mission_skill_config-31120301,1120301,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120301:1,,,,,0,,0,,,0,,
1120400,mission_skill_config-11120400,1,mission_skill_config-21120400,mission_skill_config-31120400,1120400,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120400:1,,,,,0,,0,,,0,,
1120401,mission_skill_config-11120401,1,mission_skill_config-21120401,mission_skill_config-31120401,1120401,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120401:1,,,,,0,,0,,,0,,
1120500,mission_skill_config-11120500,1,mission_skill_config-21120500,mission_skill_config-31120500,1120500,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120500:1,,,,,0,,0,,,0,,
1120501,mission_skill_config-11120501,1,mission_skill_config-21120501,mission_skill_config-31120501,1120501,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1120501:1,,,,,0,,0,,,0,,
1130100,mission_skill_config-11130100,1,mission_skill_config-21130100,mission_skill_config-31130100,1130100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130100:1,,,,,0,,0,,,0,,
1130101,mission_skill_config-11130101,1,mission_skill_config-21130101,mission_skill_config-31130101,1130101,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130101:1,,,,,0,,0,,,0,,
1130102,mission_skill_config-11130102,1,mission_skill_config-21130102,mission_skill_config-31130102,1130102,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130102:1,,,,,0,,0,,,0,,
1130200,mission_skill_config-11130200,1,mission_skill_config-21130200,mission_skill_config-31130200,1130200,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130200:1,,,,,0,,0,,,0,,
1130201,mission_skill_config-11130201,1,mission_skill_config-21130201,mission_skill_config-31130201,1130201,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130201:1,,,,,0,,0,,,0,,
1130202,mission_skill_config-11130202,1,mission_skill_config-21130202,mission_skill_config-31130202,1130202,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130202:1,,,,,0,,0,,,0,,
1130300,mission_skill_config-11130300,1,mission_skill_config-21130300,mission_skill_config-31130300,1130300,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130300:1,,,,,0,,0,,,0,,
1130301,mission_skill_config-11130301,1,mission_skill_config-21130301,mission_skill_config-31130301,1130301,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130301:1,,,,,0,,0,,,0,,
1130302,mission_skill_config-11130302,1,mission_skill_config-21130302,mission_skill_config-31130302,1130302,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130302:1,,,,,0,,0,,,0,,
1130400,mission_skill_config-11130400,1,mission_skill_config-21130400,mission_skill_config-31130400,1130400,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130400:1,,,,,0,,0,,,0,,
1130401,mission_skill_config-11130401,1,mission_skill_config-21130401,mission_skill_config-31130401,1130401,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130401:1,,,,,0,,0,,,0,,
1130402,mission_skill_config-11130402,1,mission_skill_config-21130402,mission_skill_config-31130402,1130402,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130402:1,,,,,0,,0,,,0,,
1130500,mission_skill_config-11130500,1,mission_skill_config-21130500,mission_skill_config-31130500,1130500,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130500:1,,,,,0,,0,,,0,,
1130501,mission_skill_config-11130501,1,mission_skill_config-21130501,mission_skill_config-31130501,1130501,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130501:1,,,,,0,,0,,,0,,
1130502,mission_skill_config-11130502,1,mission_skill_config-21130502,mission_skill_config-31130502,1130502,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1130502:1,,,,,0,,0,,,0,,
1140100,mission_skill_config-11140100,,mission_skill_config-21140100,mission_skill_config-31140100,1140100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1140100:1,,,,,0,,0,,,0,,
1140101,mission_skill_config-11140101,,mission_skill_config-21140101,mission_skill_config-31140101,1140101,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100000680&&114010091&&100006091,100000680&&114010091&&100006091,,,1000006:1,,1140102,1140101,,0,,,0,,
1140102,mission_skill_config-11140102,,mission_skill_config-21140102,mission_skill_config-31140102,1140102,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,1000060:1,,,,0,,0,,,0,,
1140103,mission_skill_config-11140103,,mission_skill_config-21140103,mission_skill_config-31140103,1140103,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,100000681&&100010091,100020091,1000061:1,,1000001:1,,1140104,1140103,,0,,,0,,
1140104,mission_skill_config-11140104,,mission_skill_config-21140104,mission_skill_config-31140104,1140104,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1000006:1,,0,,0,,,0,,
1140200,mission_skill_config-11140200,,mission_skill_config-21140200,mission_skill_config-31140200,1140200,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1140200:1,,,,,0,,0,,,0,,
1140201,mission_skill_config-11140201,,mission_skill_config-21140201,mission_skill_config-31140201,1140201,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100000680&&114010091&&100006091,100000680&&114020091&&100006091,,,1000006:1,,1140102,1140101,,0,,,0,,
1140202,mission_skill_config-11140202,,mission_skill_config-21140202,mission_skill_config-31140202,1140202,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,1000060:1,,,,0,,0,,,0,,
1140300,mission_skill_config-11140300,,mission_skill_config-21140300,mission_skill_config-31140300,1140300,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1140300:1,,,,,0,,0,,,0,,
1140301,mission_skill_config-11140301,,mission_skill_config-21140301,mission_skill_config-31140301,1140301,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100000680&&114010091&&100006091,100000680&&114030091&&100006091,,,1000006:1,,1140102,1140101,,0,,,0,,
1140302,mission_skill_config-11140302,,mission_skill_config-21140302,mission_skill_config-31140302,1140302,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,1000060:1,,,,0,,0,,,0,,
1140400,mission_skill_config-11140400,,mission_skill_config-21140400,mission_skill_config-31140400,1140400,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1140400:1,,,,,0,,0,,,0,,
1140401,mission_skill_config-11140401,,mission_skill_config-21140401,mission_skill_config-31140401,1140401,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100000680&&114010091&&100006091,100000680&&114040091&&100006091,,,1000006:1,,1140102,1140101,,0,,,0,,
1140402,mission_skill_config-11140402,,mission_skill_config-21140402,mission_skill_config-31140402,1140402,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,1000060:1,,,,0,,0,,,0,,
1150100,mission_skill_config-11150100,,mission_skill_config-21150100,mission_skill_config-31150100,1150100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1150100:1,,,,,0,,0,,,0,,
1150101,mission_skill_config-11150101,,mission_skill_config-21150101,mission_skill_config-31150101,1150101,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1150101:1,,,,,0,,0,,,0,,
1150102,mission_skill_config-11150102,,mission_skill_config-21150102,mission_skill_config-31150102,1150102,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100000091&&115010091,115010091,1150100:1,,,,"1150103,1150104",1150102,,0,,,0,,
1150103,mission_skill_config-11150103,,mission_skill_config-21150103,mission_skill_config-31150103,1150103,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,100000091,,,,1000000:1,,0,,0,,,0,,
1150104,mission_skill_config-11150104,,mission_skill_config-21150104,mission_skill_config-31150104,1150104,1,0,0,0,-1,-1,-1,0,0,0,0,0,99,0,0,0,0,0,,115010091,"9361401:1,1000015:1,1000018:1",,,,,0,,0,,,0,,
1150105,mission_skill_config-11150105,,mission_skill_config-21150105,mission_skill_config-31150105,1150105,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"1150106,1150107",0,,0,,,0,,
1150106,mission_skill_config-11150106,,mission_skill_config-21150106,mission_skill_config-31150106,1150106,1,0,0,0,-1,-1,-1,0,0,0,2,0,0,0,0,0,0,0,100005890&&100005991,,1000058:1,,,,,0,,0,,,0,,
1150107,mission_skill_config-11150107,,mission_skill_config-21150107,mission_skill_config-31150107,1150107,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,100005890&&100005990,,1000059:1,,,,,0,,0,,,0,,
1150200,mission_skill_config-11150200,,mission_skill_config-21150200,mission_skill_config-31150200,1150200,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1150200:1,,,,,0,,0,,,0,,
1150201,mission_skill_config-11150201,,mission_skill_config-21150201,mission_skill_config-31150201,1150201,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1150201:1,,,,,0,,0,,,0,,
1150202,mission_skill_config-11150202,,mission_skill_config-21150202,mission_skill_config-31150202,1150202,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100000091&&115020091,115020091,1150100:1,,,,"1150203,1150204",1150202,,0,,,0,,
1150203,mission_skill_config-11150203,,mission_skill_config-21150203,mission_skill_config-31150203,1150203,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,100000091,,,,1000000:1,,0,,0,,,0,,
1150204,mission_skill_config-11150204,,mission_skill_config-21150204,mission_skill_config-31150204,1150204,1,0,0,0,-1,-1,-1,0,0,0,0,0,99,0,0,0,0,0,,115020091,"9361401:1,1000015:1,1000018:1",,,,,0,,0,,,0,,
1150300,mission_skill_config-11150300,,mission_skill_config-21150300,mission_skill_config-31150300,1150300,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1150300:1,,,,,0,,0,,,0,,
1150301,mission_skill_config-11150301,,mission_skill_config-21150301,mission_skill_config-31150301,1150301,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1150301:1,,,,,0,,0,,,0,,
1150302,mission_skill_config-11150302,,mission_skill_config-21150302,mission_skill_config-31150302,1150302,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100000091&&115030091,115030091,1150100:1,,,,"1150303,1150304",1150302,,0,,,0,,
1150303,mission_skill_config-11150303,,mission_skill_config-21150303,mission_skill_config-31150303,1150303,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,100000091,,,,1000000:1,,0,,0,,,0,,
1150304,mission_skill_config-11150304,,mission_skill_config-21150304,mission_skill_config-31150304,1150304,1,0,0,0,-1,-1,-1,0,0,0,0,0,99,0,0,0,0,0,,115030091,"9361401:1,1000015:1,1000018:1",,,,,0,,0,,,0,,
1150400,mission_skill_config-11150400,,mission_skill_config-21150400,mission_skill_config-31150400,1150400,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1150400:1,,,,,0,,0,,,0,,
1150401,mission_skill_config-11150401,,mission_skill_config-21150401,mission_skill_config-31150401,1150401,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1150401:1,,,,,0,,0,,,0,,
1150402,mission_skill_config-11150402,,mission_skill_config-21150402,mission_skill_config-31150402,1150402,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100000091&&115040091,115040091,1150100:1,,,,"1150403,1150404",1150402,,0,,,0,,
1150403,mission_skill_config-11150403,,mission_skill_config-21150403,mission_skill_config-31150403,1150403,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,100000091,,,,1000000:1,,0,,0,,,0,,
1150404,mission_skill_config-11150404,,mission_skill_config-21150404,mission_skill_config-31150404,1150404,1,0,0,0,-1,-1,-1,0,0,0,0,0,99,0,0,0,0,0,,115040091,"9361401:1,1000015:1,1000018:1",,,,,0,,0,,,0,,
1200100,mission_skill_config-11200100,,mission_skill_config-21200100,mission_skill_config-31200100,1200100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200100:1,,,,,0,,0,,,0,,
1200101,mission_skill_config-11200101,,mission_skill_config-21200101,mission_skill_config-31200101,1200101,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200101:1,,,,,0,,0,,,0,,
1200200,mission_skill_config-11200200,,mission_skill_config-21200200,mission_skill_config-31200200,1200200,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200200:1,,,,,0,,0,,,0,,
1200201,mission_skill_config-11200201,,mission_skill_config-21200201,mission_skill_config-31200201,1200201,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200201:1,,,,,0,,0,,,0,,
1200300,mission_skill_config-11200300,,mission_skill_config-21200300,mission_skill_config-31200300,1200300,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200300:1,,,,,0,,0,,,0,,
1200301,mission_skill_config-11200301,,mission_skill_config-21200301,mission_skill_config-31200301,1200301,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200301:1,,,,,0,,0,,,0,,
1200400,mission_skill_config-11200400,,mission_skill_config-21200400,mission_skill_config-31200400,1200400,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200400:1,,,,,0,,0,,,0,,
1200401,mission_skill_config-11200401,,mission_skill_config-21200401,mission_skill_config-31200401,1200401,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200401:1,,,,,0,,0,,,0,,
1200500,mission_skill_config-11200500,,mission_skill_config-21200500,mission_skill_config-31200500,1200500,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200500:1,,,,,0,,0,,,0,,
1200501,mission_skill_config-11200501,,mission_skill_config-21200501,mission_skill_config-31200501,1200501,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200501:1,,,,,0,,0,,,0,,
1200600,mission_skill_config-11200600,,mission_skill_config-21200600,mission_skill_config-31200600,1200600,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200600:1,,,,,0,,0,,,0,,
1200601,mission_skill_config-11200601,,mission_skill_config-21200601,mission_skill_config-31200601,1200601,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1200601:1,,,,,0,,0,,,0,,
1210100,mission_skill_config-11210100,,mission_skill_config-21210100,mission_skill_config-31210100,1210100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1210100:1,,,,,0,0,0,,,0,,
1210101,mission_skill_config-11210101,,mission_skill_config-21210101,mission_skill_config-31210101,1210101,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,1210101:1,,,,,0,0,0,,,0,,
2000001,mission_skill_config-12000001,1,mission_skill_config-22000001,mission_skill_config-32000001,2000001,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,,2000001:1,,,,,0,,0,,,0,,
2000002,mission_skill_config-12000002,1,mission_skill_config-22000002,mission_skill_config-32000002,2000002,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,,2000002:1,,,,,0,,0,,,0,,
2000003,mission_skill_config-12000003,1,mission_skill_config-22000003,mission_skill_config-32000003,2000003,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,,2000003:1,,,,,0,,0,,,0,,
2000004,mission_skill_config-12000004,1,mission_skill_config-22000004,mission_skill_config-32000004,2000004,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,,,2000004:1,,,,,0,,0,,,0,,
2000005,mission_skill_config-12000005,1,mission_skill_config-22000005,mission_skill_config-32000005,2000005,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000006,mission_skill_config-12000006,1,mission_skill_config-22000006,mission_skill_config-32000006,2000006,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000007,mission_skill_config-12000007,1,mission_skill_config-22000007,mission_skill_config-32000007,2000007,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000008,mission_skill_config-12000008,1,mission_skill_config-22000008,mission_skill_config-32000008,2000008,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000009,mission_skill_config-12000009,1,mission_skill_config-22000009,mission_skill_config-32000009,2000009,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000010,mission_skill_config-12000010,1,mission_skill_config-22000010,mission_skill_config-32000010,2000010,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000011,mission_skill_config-12000011,1,mission_skill_config-22000011,mission_skill_config-32000011,2000011,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000012,mission_skill_config-12000012,1,mission_skill_config-22000012,mission_skill_config-32000012,2000012,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000013,mission_skill_config-12000013,1,mission_skill_config-22000013,mission_skill_config-32000013,2000013,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000014,mission_skill_config-12000014,1,mission_skill_config-22000014,mission_skill_config-32000014,2000014,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000015,mission_skill_config-12000015,1,mission_skill_config-22000015,mission_skill_config-32000015,2000015,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000016,mission_skill_config-12000016,1,mission_skill_config-22000016,mission_skill_config-32000016,2000016,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000017,mission_skill_config-12000017,,mission_skill_config-22000017,mission_skill_config-32000017,2000017,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000018,mission_skill_config-12000018,,mission_skill_config-22000018,mission_skill_config-32000018,2000018,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000019,mission_skill_config-12000019,,mission_skill_config-22000019,mission_skill_config-32000019,2000019,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000021,mission_skill_config-12000021,,mission_skill_config-22000021,mission_skill_config-32000021,2000021,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,,,0,,
2000022,mission_skill_config-12000022,,mission_skill_config-22000022,mission_skill_config-32000022,2000022,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000023,mission_skill_config-12000023,,mission_skill_config-22000023,mission_skill_config-32000023,2000023,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2000024,mission_skill_config-12000024,,mission_skill_config-22000024,mission_skill_config-32000024,2000024,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,,0,,,0,,
2110100,mission_skill_config-12110100,1,mission_skill_config-22110100,mission_skill_config-32110100,2110100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,2110100:1,,,,,0,,0,,,0,,
2110101,mission_skill_config-12110101,1,mission_skill_config-22110101,mission_skill_config-32110101,2110101,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,2110101:1,,,,,0,,0,,,0,,
2110102,mission_skill_config-12110102,1,mission_skill_config-22110102,mission_skill_config-32110102,2110102,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,2110102:1,,,,,0,,0,,,0,,
2430001,mission_skill_config-12430001,,mission_skill_config-22430001,mission_skill_config-32430001,2430001,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,6430001:1,,,,,0,,0,,,0,,
3000101,mission_skill_config-13000101,NightView,mission_skill_config-23000101,mission_skill_config-33000101,30001,1,0,0,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,0,,,,,50003:1,,,0,,0,,,0,,
3000201,mission_skill_config-13000201,NightHit,mission_skill_config-23000201,mission_skill_config-33000201,30002,1,0,0,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,0,,,,,50004:1,,,0,,0,,,0,,
3000301,mission_skill_config-13000301,ExtraAp,mission_skill_config-23000301,mission_skill_config-33000301,30003,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,,,,50001:1,,,0,,0,,,0,,
3000401,mission_skill_config-13000401,ExtraAmmo,mission_skill_config-23000401,mission_skill_config-33000401,30004,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,50002:1,,,0,,0,,,0,,
3000501,mission_skill_config-13000501,ExtraAmmo,mission_skill_config-23000501,mission_skill_config-33000501,30005,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,50000:1,,,0,,0,,,0,,
3000601,mission_skill_config-13000601,Scarecrow2,mission_skill_config-23000601,mission_skill_config-33000601,30006,1,4,0,0,-1,"0,1,2,3",0,2,0,0,-1,0,15,0,0,0,0,0,,,,,,,,0,3000601-1,1,,,0,,
3000602,mission_skill_config-13000602,Scarecrow2,mission_skill_config-23000602,mission_skill_config-33000602,30006,2,4,300,3600,-1,"0,1,2,3",0,2,0,0,-1,0,17,0,0,0,0,0,,,,,,,,0,3000602-1,1,,,0,,
3000603,mission_skill_config-13000603,Scarecrow2,mission_skill_config-23000603,mission_skill_config-33000603,30006,3,4,400,10800,-1,"0,1,2,3",0,2,0,0,-1,0,18,0,0,0,0,0,,,,,,,,0,3000603-1,1,,,0,,
3000604,mission_skill_config-13000604,Scarecrow2,mission_skill_config-23000604,mission_skill_config-33000604,30006,4,4,500,18000,-1,"0,1,2,3",0,2,0,0,-1,0,20,0,0,0,0,0,,,,,,,,0,3000604-1,1,,,0,,
