id,reward_gun_pool,equip_s_probability,draw_event_s_id,enemy_leader,if_stay,correction_belong,correction_turn,limit_guns,limit_equips,ai,ai_content,enemy_type_display,use_building,use_building_skill,team_confrontfun_pic,team_confrontfun_des,effect_ext,targettrain_cancollect,fight_type,type_coef
382014,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,142,0",,302,10023,0,,,142,,102,1,,,,,enemy_team-10382014,0,1,0,
382015,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,142,0",,302,10023,0,,,142,,102,1,,,,,enemy_team-10382015,0,1,0,
390101,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10031,1,,,,,101,"91526,91531,91576,91577,91575,91574,91573,91572,91532,91529,91513,91514,91526",1,,,,enemy_team-10390101,0,1,0,
390102,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10031,1,,,,,101,"91542,91546,91559,91597,91596,91595,91594,91593,91548,91544,91522,91523,91542",1,,,,enemy_team-10390102,0,1,0,
390103,,,0,10031,1,,,,,103,,0,,,,enemy_team-10390103,0,1,0,
390104,,,0,10027,1,,,,,103,,0,,,,enemy_team-10390104,0,1,0,
390105,,,0,10033,1,,,,,103,,0,,,,enemy_team-10390105,0,1,0,
390106,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,12052,1,,,,,103,,0,,,,enemy_team-10390106,0,1,0,
390107,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,12050,1,,,,,103,,0,,,,enemy_team-10390107,0,1,0,
390108,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,12054,1,,,,,103,,0,,,,enemy_team-10390108,0,1,0,
390109,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10071,1,,,,,103,,0,,,,enemy_team-10390109,0,1,0,
390110,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11026,1,,,,,103,,0,,,,enemy_team-10390110,0,1,0,
390111,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10033,1,,,,,103,,0,,,,enemy_team-10390111,0,1,0,
390112,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10027,1,,,,,103,,0,,,,enemy_team-10390112,0,1,0,
390113,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,11001,1,,,,,103,,0,,,,enemy_team-10390113,0,1,0,
390114,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11004,1,,,,,103,,0,,,,enemy_team-10390114,0,1,0,
390115,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11011,1,,,,,103,,0,,,,enemy_team-10390115,0,1,0,
390116,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,11018,1,,,,,103,,0,,,,enemy_team-10390116,0,1,0,
390117,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11017,1,,,,,103,,0,,,,enemy_team-10390117,0,1,0,
390118,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,11008,1,,,,,103,,0,,,,enemy_team-10390118,0,1,0,
390119,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,900032,1,,,,,103,,0,,,,enemy_team-10390119,0,1,0,
390120,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,900093,1,,,,,101,"91510,91553,91552,91586,91585,91582,91583,91584,91580,91555,91527,91511,91510",0,,,,enemy_team-10390120,0,1,0,
390121,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,900094,1,,,,,101,"91518,91538,91537,91564,91565,91561,91562,91563,91557,91541,91540,91520,91518",0,,,,enemy_team-10390121,0,1,0,
390122,,,0,11011,1,,,,,103,,0,,,,enemy_team-10390122,0,1,0,
390123,,,0,11018,1,,,,,103,,0,,,,enemy_team-10390123,0,1,0,
390124,,,0,900032,1,,,,,103,,0,,,,enemy_team-10390124,0,1,0,
390125,,,0,11002,1,,,,,103,,0,,,,enemy_team-10390125,0,1,0,
390126,,,0,11005,1,,,,,103,,0,,,,enemy_team-10390126,0,1,0,
390127,,,0,11003,1,,,,,103,,0,,,,enemy_team-10390127,0,1,0,
390128,,,0,900032,1,,,,,103,,0,,,,enemy_team-10390128,0,1,0,
390129,,,0,900032,1,,,,,103,,0,,,,enemy_team-10390129,0,1,0,
390130,,,0,11018,1,,,,,103,,0,,,,enemy_team-10390130,0,1,0,
390131,,,0,11006,1,,,,,103,,0,,,,enemy_team-10390131,0,1,0,
390132,,,0,11007,1,,,,,103,,0,,,,enemy_team-10390132,0,1,0,
390133,,,0,11008,1,,,,,103,,0,,,,enemy_team-10390133,0,1,0,
390134,,,0,900032,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,enemy_team-10390134,0,1,0,
390135,,,0,11016,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,enemy_team-10390135,0,1,0,
390136,,,0,900032,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,enemy_team-10390136,0,1,0,
390137,,,0,11017,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,enemy_team-10390137,0,1,0,
390138,,,0,11008,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,enemy_team-10390138,0,1,0,
390139,,,0,11003,1,,"6:10,7:20,8:20,9:20,10:20,11:20,12:20,13:20",,,103,,0,,,,enemy_team-10390139,0,1,0,
390140,,,0,11016,1,,"9:10,10:10,11:10,12:10,13:10",,,103,,0,,,,enemy_team-10390140,0,1,0,
390141,,,0,900032,1,,"9:10,10:10,11:10,12:10,13:10",,,103,,0,,,,enemy_team-10390141,0,1,0,
390142,,,0,10021,1,,"9:10,10:10,11:10,12:10,13:10",,,103,,0,,,,enemy_team-10390142,0,1,0,
390143,,,0,11012,1,,"9:10,10:10,11:10,12:10,13:10",,,103,,0,,,,enemy_team-10390143,0,1,0,
390144,,,0,11008,1,,"9:10,10:10,11:10,12:10,13:10",,,103,,0,,,,enemy_team-10390144,0,1,0,
390145,,,0,11007,1,,"9:10,10:10,11:10,12:10,13:10",,,103,,0,,,,enemy_team-10390145,0,1,0,
390146,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,900098,1,,,,,103,,0,,,,enemy_team-10390146,0,1,0,
390147,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,900099,1,,,,,103,,0,,,,enemy_team-10390147,0,1,0,
390148,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,900099,1,,,,,103,,0,,,,enemy_team-10390148,0,1,0,
390149,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10071,1,,,,,103,,0,,,,enemy_team-10390149,0,1,0,
390150,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10071,1,,,,,103,,0,,,,enemy_team-10390150,0,1,0,
390151,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10031,1,,,,,103,,0,,,,enemy_team-10390151,0,1,0,
390152,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,12052,1,,,,,103,,0,,,,enemy_team-10390152,0,1,0,
390153,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,12050,1,,,,,103,,0,,,,enemy_team-10390153,0,1,0,
390154,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10071,1,,,,,103,,0,,,,enemy_team-10390154,0,1,0,
390155,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,12051,1,,,,,103,,0,,,,enemy_team-10390155,0,1,0,
390156,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10047,1,,,,,103,,0,,,,enemy_team-10390156,0,1,0,
390157,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,12050,1,,,,,103,,0,,,,enemy_team-10390157,0,1,0,
390158,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10023,1,,,,,103,,0,,,,enemy_team-10390158,0,1,0,
390159,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10022,1,,,,,103,,0,,,,enemy_team-10390159,0,1,0,
390160,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,900032,1,,,,,103,,0,,,,enemy_team-10390160,0,1,0,
390161,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,11007,1,,,,,103,,0,,,,enemy_team-10390161,0,1,0,
390162,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,11004,1,,,,,103,,0,,,,enemy_team-10390162,0,1,0,
390163,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,11016,1,,,,,103,,0,,,,enemy_team-10390163,0,1,0,
390164,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,11018,1,,,,,103,,0,,,,enemy_team-10390164,0,1,0,
390165,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,12051,1,,,,,103,,0,,,,enemy_team-10390165,0,1,0,
390166,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,12054,1,,,,,103,,0,,,,enemy_team-10390166,0,1,0,
411001,,,0,900051,1,,,,,0,,,,,,enemy_team-10411001,0,1,0,
411002,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,101,"92664,92671,92674,92673,92664",1,,,,enemy_team-10411002,0,1,0,
411003,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,101,"92669,92675,92676",1,,,,enemy_team-10411003,0,1,0,
411004,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11030,0,,,"279,170,209",,101,"92663,92662,92661",,,,,enemy_team-10411004,0,1,0,
411005,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,150,72,99",,0,11008,1,,,"279,170,209",,0,,,,,,enemy_team-10411005,0,1,0,
411101,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,11005,1,,,0,,0,,,,,,enemy_team-10411101,0,1,0,
411102,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11017,0,,,"279,170,209",,101,"92664,92671,92674,92673,92664",,,,,enemy_team-10411102,0,1,0,
411103,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,101,"92669,92675,92676",,,,,enemy_team-10411103,0,1,0,
411104,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,150,72,99",,0,11008,0,,,"279,170,209",,101,"92663,92662,92661",,,,,enemy_team-10411104,0,1,0,
411201,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,0,,,,,,enemy_team-10411201,0,1,0,
411202,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,0,,,,,,enemy_team-10411202,0,1,0,
411203,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11008,0,,,"279,170,209",,0,,,,,,enemy_team-10411203,0,1,0,
411204,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11006,0,,,"279,170,209",,0,,,,,,enemy_team-10411204,0,1,0,
411205,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,0,,,,,,enemy_team-10411205,0,1,0,
411206,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,0,,,,,,enemy_team-10411206,0,1,0,
411207,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,150,72,99",,0,11008,0,,,"279,170,209",,0,,,,,,enemy_team-10411207,0,1,0,
411208,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11006,0,,,"279,170,209",,0,,,,,,enemy_team-10411208,0,1,0,
411301,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900066,0,,,0,,0,,,,,,enemy_team-10411301,73668,1,0,
411302,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900020,0,,,0,,0,,,,,,enemy_team-10411302,40846,1,0,
411303,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900232,0,,,0,,0,,,,,,enemy_team-10411303,183958,1,0,
411304,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900232,0,,,0,,0,,,,,,enemy_team-10411304,0,1,0,
411305,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,11008,0,,,0,,0,,,,,,enemy_team-10411305,0,1,0,
411306,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,11014,0,,,0,,102,2,,,,,enemy_team-10411306,0,1,0,
411307,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,102,2,,,,,enemy_team-10411307,0,1,0,
411308,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11007,0,,,"279,170,209",,102,2,,,,,enemy_team-10411308,0,1,0,
411309,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,150,72,99",,0,11031,0,,,"279,170,209",,102,2,,,,,enemy_team-10411309,0,1,0,
411310,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11012,0,,,"279,170,209",,102,2,,,,,enemy_team-10411310,0,1,0,
411401,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,150,72,99",,0,900232,0,,,"279,170,209",,0,,,,,,enemy_team-10411401,0,1,0,
411402,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,101,"92842,92843,92844,92845,92847,92848,92838,92839,92840,92841,92842",,,,,enemy_team-10411402,0,1,0,
411403,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11008,0,,,"279,170,209",,101,"92842,92843,92844,92845,92847,92848,92838,92839,92840,92841,92842",,,,,enemy_team-10411403,0,1,0,
411404,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,279,170,209,0",,0,11030,0,,,"279,170,209",,101,"92842,92843,92844,92845,92847,92848,92838,92839,92840,92841,92842",,,,,enemy_team-10411404,0,1,0,
411405,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,11105,0,,,0,,101,"92842,92843,92844,92845,92847,92848,92838,92839,92840,92841,92842",,,,,enemy_team-10411405,0,1,0,
411406,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10021,0,,,0,,0,,,,,,enemy_team-10411406,0,1,0,
411407,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,1,,,0,,0,,,,,,enemy_team-10411407,0,1,0,
411408,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,11104,1,,,0,,0,,,,,,enemy_team-10411408,0,1,0,
411409,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,900032,0,,,0,,101,"92823,92822,92825,92824,92823",,,,,enemy_team-10411409,0,1,0,
411410,,,0,11006,0,,,,,0,,,,,,enemy_team-10411410,0,1,0,
420101,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,13002,0,,,,,0,,,,,,enemy_team-10420101,0,1,0,
420102,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13001,0,,,,,0,,,,,,enemy_team-10420102,0,1,0,
420103,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,102,0",,645,13119,0,,,102,,0,,,,,,enemy_team-10420103,0,1,0,
420104,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,102,78,60",,645,13118,1,,,102,,0,,,,,,enemy_team-10420104,0,1,0,
420201,,,0,13112,0,,,,,0,,,,,,enemy_team-10420201,0,1,0,
420202,,,0,13112,0,,,,,0,,,,,,enemy_team-10420202,0,1,0,
420203,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13118,0,,,,,0,,,,,,enemy_team-10420203,0,1,0,
420204,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,296,101,69",,646,13002,0,,,296,,0,,,,,,enemy_team-10420204,0,1,0,
420301,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10029,0,,,,,0,,,,,,enemy_team-10420301,0,1,0,
420302,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10021,0,,,,,0,,,,,,enemy_team-10420302,0,1,0,
420303,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,345,0",,646,13002,0,,,345,,0,,,,,,enemy_team-10420303,0,1,0,
420304,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,345,100,150",,646,13119,0,,,345,,0,,,,,,enemy_team-10420304,0,1,0,
420401,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13002,0,,,,,102,2,,,,,enemy_team-10420401,0,1,0,
420402,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,102,0",,647,13122,0,,,102,,0,,,,,,enemy_team-10420402,0,1,0,
420403,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10003,0,,,,,0,,,,,,enemy_team-10420403,0,1,0,
420404,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,102,78,60",,647,13002,1,,,102,,0,,,,,,enemy_team-10420404,0,1,0,
420501,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,296,101,69",,648,900032,0,,,296,,0,,,,,,enemy_team-10420501,0,1,0,
420502,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,13111,0,,,,,0,,,,,,enemy_team-10420502,0,1,0,
420503,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13112,0,,,,,0,,,,,,enemy_team-10420503,0,1,0,
420504,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,296,0",,648,10022,1,,,296,,0,,,,,,enemy_team-10420504,0,1,0,
420505,,,0,13112,0,,,,,0,,,,,,enemy_team-10420505,0,1,0,
420601,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10029,1,,,,,0,,,,,,enemy_team-10420601,0,1,0,
420602,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13122,1,,,,,0,,,,,,enemy_team-10420602,0,1,0,
420603,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,13002,1,,,,,0,,,,,,enemy_team-10420603,0,1,0,
420604,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,345,0",,648,13112,1,,,345,,0,,,,,,enemy_team-10420604,0,1,0,
420701,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10029,1,,,,,0,,,,,,enemy_team-10420701,0,1,0,
420702,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13119,1,,,,,0,,,,,,enemy_team-10420702,0,1,0,
420703,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,102,0",,645,13002,1,,,102,,0,,,,,,enemy_team-10420703,0,1,0,
420704,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,102,78,60",,645,13002,1,,,102,,0,,,,,,enemy_team-10420704,0,1,0,
420705,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,296,0",,646,13118,1,,,296,,0,,,,,,enemy_team-10420705,0,1,0,
420706,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,296,101,69",,646,13118,1,,,296,,0,,,,,,enemy_team-10420706,0,1,0,
420707,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,13112,1,,,,,0,,,,,,enemy_team-10420707,0,1,0,
420708,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,345,0",,646,13112,1,,,345,,0,,,,,,enemy_team-10420708,0,1,0,
420709,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,345,100,150",,646,13112,1,,,345,,0,,,,,,enemy_team-10420709,0,1,0,
420801,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10029,1,,,,,0,,,,,,enemy_team-10420801,0,1,0,
420802,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10021,1,,,,,0,,,,,,enemy_team-10420802,0,1,0,
420803,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,102,0",,647,13002,1,,,102,,0,,,,,,enemy_team-10420803,0,1,0,
420804,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,102,78,60",,647,13002,1,,,102,,0,,,,,,enemy_team-10420804,0,1,0,
420805,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,296,0",,648,13122,1,,,296,,0,,,,,,enemy_team-10420805,0,1,0,
420806,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,296,101,69",,648,13122,1,,,296,,0,,,,,,enemy_team-10420806,0,1,0,
420807,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,345,0",,648,13112,1,,,345,,0,,,,,,enemy_team-10420807,0,1,0,
420808,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,345,100,150",,648,13112,1,,,345,,0,,,,,,enemy_team-10420808,0,1,0,
440201,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10035,0,,,0,,0,,,,,,enemy_team-10440201,0,1,0,
440202,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10036,0,,,0,,102,2,,,,,enemy_team-10440202,0,1,0,
440203,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,309,299,99,118",,0,10079,0,,,"309,299",,102,3,,,,,enemy_team-10440203,0,1,0,
440204,,,0,10034,0,,,,,102,6,,,,,enemy_team-10440204,0,1,0,
440301,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10075,0,,,0,,101,"73063,73062,73066,73069,73070,73067,73063",,,,,enemy_team-10440301,0,1,0,
440302,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10034,0,,,0,,102,6,,,,,enemy_team-10440302,0,1,0,
440303,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,308,321,0",,394,10035,0,,,"308,321",,102,6,,,,,enemy_team-10440303,0,1,0,
440304,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,308,321,60,26",,394,10036,0,,,"308,321",,102,6,,,,,enemy_team-10440304,0,1,0,
440305,,,0,900252,1,,,,,0,,,,,,enemy_team-10440305,0,1,0,
