id	type	arguments	extra_language	is_hidden	is_show_count
64102011	1305	0	mission_win_type_config-74102011	0	1
64102021	1101	61132	mission_win_type_config-74102021	0	1
64102031	1404	1	mission_win_type_config-74102031	0	1
64102041	1101	61166	mission_win_type_config-74102041	0	1
64102051	1102	3	mission_win_type_config-74102051	0	1
64102061	1407	6410702:1	mission_win_type_config-74102061	0	1
64102062	1303	6410803:1,6410804:1,6410805:1	mission_win_type_config-74102062	0	1
64102071	1406	6410802:0	mission_win_type_config-74102071	0	1
64102081	1101	61202	mission_win_type_config-74102081	0	1
64102091	1101	61222	mission_win_type_config-74102091	0	1
64102101	1404	1	mission_win_type_config-74102101	0	1
64102111	1305	0	mission_win_type_config-74102111	0	1
64103111	1101	61801|61805	mission_win_type_config-74103111	0	1
64104011	1101	61333	mission_win_type_config-74104011	0	1
64104021	1407	6410906:1	mission_win_type_config-74104021	0	1
64104031	1101	61432	mission_win_type_config-74104031	0	1
64104041	1303	4140400:1	mission_win_type_config-74104041	0	1
64104042	1404	1	mission_win_type_config-74104042	0	1
64104051	1407	6410906:5	mission_win_type_config-74104051	0	1
64104061	1305	0	mission_win_type_config-74104061	0	1
64104071	1101	61570	mission_win_type_config-74104071	0	1
64104081	1303	4140800:1	mission_win_type_config-74104081	0	1
64104091	1303	4140900:1	mission_win_type_config-74104091	0	1
64104101	1101	61750	mission_win_type_config-74104101	0	1
