id,name,description,rank,category,type,pow,hit,dodge,speed,rate,critical_harm_rate,critical_percent,armor_piercing,armor,shield,damage_amplify,damage_reduction,night_view_percent,bullet_number_up,skill_effect_per,skill_effect,slow_down_percent,slow_down_rate,slow_down_time,dot_percent,dot_damage,dot_time,retire_mp,retire_ammo,retire_mre,retire_part,code,develop_duration,company,skill_level_up,fit_guns,equip_introduction,powerup_mp,powerup_ammo,powerup_mre,powerup_part,exclusive_rate,bonus_type,skill,passive_skill,max_level,auto_select_id,equip_group_id,is_addition,is_show,obtain_ids
188,equip-10000188,equip-20000188,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_陨石_库拉耶丝,2700,IOP,0,1026,equip-30000188,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,900717,10,18055,0,1,1,3057
189,equip-10000189,equip-20000189,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_手表_库拉耶丝,2700,IOP,0,1026,equip-30000189,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,900718,10,18056,0,1,1,3057
190,equip-10000190,equip-20000190,5,3,20,"10,10","3,5",,,,"10,10",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_Gbox_G11,3120,404后勤部,0,"122,20122",equip-30000190,0.3,0.25,0.12,0.38,3,"pow:1000,hit:1000,critical_harm_rate:1500",0,0,10,20026,0,0,1,3016
191,equip-10000191,equip-20000191,5,1,18,"3,5",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_枪托_Super SASS,2700,MGP,0,"124,20124",equip-30000191,0.45,0.15,0.3,0.15,3,"critical_percent:1000,pow:1000",0,0,10,18057,0,0,1,3016
192,equip-10000192,equip-20000192,5,3,20,"-8,-6",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_RO635,3120,IOP,0,"143,20143",equip-30000192,0.3,0.25,0.12,0.38,3,dodge:800,0,0,10,20027,0,0,1,3016
193,equip-10000193,equip-20000193,5,3,20,,,"1,2",,,,,,"6,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_插板_97霰,3060,IOP,0,"161,20161",equip-30000193,0.23,0.23,0.33,0.38,3,armor:400,0,0,10,20028,0,0,1,3016
194,equip-10000194,equip-20000194,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_谢尔久科夫,2820,IOP,0,113,equip-30000194,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:350",0,0,10,18058,0,0,1,3003
195,equip-10000195,equip-20000195,5,2,19,"8,10",,,,,,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_阿斯特拉,3600,ILM,0,14,equip-30000195,0.48,0.48,0.08,0.25,3,pow:1000,0,0,10,19020,0,0,1,3003
196,equip-10000196,equip-20000196,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_幽灵,2820,IOP,0,92,equip-30000196,0.55,0.23,0.23,0.23,3,"dodge:1000,pow:1000",0,0,10,18059,0,0,1,3003
197,equip-10000197,equip-20000197,5,3,20,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_索米,3120,IOP,0,"115,20115",equip-30000197,0.3,0.25,0.12,0.38,3,dodge:900,0,0,10,20029,0,0,1,3031
198,equip-10000198,equip-20000198,5,1,18,,,"7,10",,,,"16,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_NZ75,2820,IOP,0,126,equip-30000198,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:500",0,0,10,18060,0,0,1,3058
199,equip-10000199,equip-20000199,5,1,18,,,"8,8",,,,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_特工Vector,2820,SC,0,1028,equip-30000199,0.55,0.23,0.23,0.23,1,"dodge:300,critical_percent:350",0,900992,10,18061,1,1,1,3059
200,equip-10000200,equip-20000200,5,2,19,"10,10",,,,,,,"-7,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_状态弹_空尖弹_特工Vector,3180,SHD,0,1028,equip-30000200,0.48,0.48,0.08,0.25,1,pow:500,0,900993,10,19021,1,1,1,3060
201,equip-10000201,equip-20000201,5,3,20,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_特工Vector,3120,SHD,0,1028,equip-30000201,0.3,0.23,0.15,0.38,1,dodge:400,0,900994,10,20030,1,1,1,3032
202,equip-10000202,equip-20000202,5,1,18,,,,,,,"24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_特工416,3600,TC,0,1029,equip-30000202,0.45,0.15,0.3,0.15,1,critical_percent:1000,0,901014,10,18062,2,1,1,3059
203,equip-10000203,equip-20000203,5,2,19,"12,12",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_特工416,3480,SHD,0,1029,equip-30000203,0.15,0.6,0.38,0.23,1,pow:700,0,901015,10,19022,2,1,1,3060
204,equip-10000204,equip-20000204,5,3,20,,,"12,12",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_X_特工416,3120,SHD,0,1029,equip-30000204,0.3,0.25,0.12,0.38,1,dodge:700,0,901016,10,20031,2,1,1,3033
205,equip-10000205,equip-20000205,5,3,20,"10,10","3,5","-10,-5",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_护木_加利尔,3120,MI,0,"71,20071",equip-30000205,0.3,0.25,0.12,0.38,3,"pow:500,hit:1000",0,0,10,20032,0,0,1,3016
206,equip-10000206,equip-20000206,5,2,19,"8,12","4,6",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鹿弹_M1897,3600,IOP,0,"152,20152",equip-30000206,0.08,0.53,0.08,0.45,3,"pow:500,hit:1000",0,0,10,19023,0,0,1,3016
207,equip-10000207,equip-20000207,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_PP19,2820,ZNT,0,"136,20136",equip-30000207,0.55,0.23,0.23,0.23,3,"dodge:1000,pow:1000",0,902133,10,18063,0,0,1,3016
208,equip-10000208,equip-20000208,5,1,18,,,,,,"3,5","17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_Ots-44,2700,IOP,0,145,equip-30000208,0.45,0.15,0.3,0.15,3,"critical_percent:1000,critical_harm_rate:1000",0,0,10,18064,0,0,1,3003
209,equip-10000209,equip-20000209,5,1,18,"3,4",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_63式,2820,IOP,0,133,equip-30000209,0.55,0.23,0.23,0.23,3,"critical_percent:1000,pow:1000",0,0,10,18065,0,0,1,3003
210,equip-10000210,equip-20000210,5,1,18,,,"6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_SCW,2820,CT,0,169,equip-30000210,0.55,0.23,0.23,0.23,3,"dodge:900,critical_percent:1000",0,0,10,18066,0,0,1,3003
211,equip-10000211,equip-20000211,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_四式,3300,IOP,0,270,equip-30000211,0.08,0.5,0.3,0.3,3,"armor_piercing:500,pow:1000",0,902239,10,19024,0,0,1,3004
212,equip-10000212,equip-20000212,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_56式半,3300,IOP,0,"49,20049",equip-30000212,0.08,0.5,0.3,0.3,3,"armor_piercing:500,pow:1000",0,0,10,19025,0,0,1,3016
213,equip-10000213,equip-20000213,5,3,20,,,"12,15",,,,,,"3,5",,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_行动包_维尔德,3120,IOP,0,"114,20114",equip-30000213,0.3,0.25,0.12,0.38,3,dodge:700,902257,902256,10,20033,0,0,1,3016
214,equip-10000214,equip-20000214,5,3,20,"3,5",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_求生刀_F1,3600,IOP,0,"20178,178",equip-30000214,0.3,0.25,0.12,0.38,3,"dodge:450,pow:1000",0,0,10,20034,0,0,1,3016
215,equip-10000215,equip-20000215,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_80式,3300,IOP,0,"199,20199",equip-30000215,0.08,0.5,0.3,0.3,3,"armor_piercing:500,pow:1000",0,0,10,19026,0,0,1,3016
216,equip-10000216,equip-20000216,5,2,19,"6,8",,,,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,1,3,1,4,弹匣_独头弹_防卫者,3240,IOP,0,302,equip-30000216,0.08,0.39,0.08,0.48,3,"critical_percent:1000,pow:900",0,115807,10,19027,0,0,1,3005
217,equip-10000217,equip-20000217,5,1,18,"3,3",,,,,,"25,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_WA2000,3600,SB,0,48,equip-30000217,0.45,0.15,0.3,0.15,3,"pow:700,critical_percent:1000",0,0,10,18067,0,0,1,3034
218,equip-10000218,equip-20000218,5,3,20,,,"16,20",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_64式,3120,IOP,0,"94,20094",equip-30000218,0.3,0.25,0.12,0.38,3,dodge:500,0,902391,10,20035,0,0,1,3006
219,equip-10000219,equip-20000219,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_ppsh41,2820,IOP,0,"21,20021",equip-30000219,0.55,0.23,0.23,0.23,3,"dodge:1000,pow:1000",0,0,10,18068,0,0,1,3003
220,equip-10000220,equip-20000220,5,1,18,,"14,16",,,,"3,5","15,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_1919,2820,IOP,0,80,equip-30000220,0.55,0.23,0.23,0.23,3,"hit:1000,critical_harm_rate:1000,critical_percent:1000",0,0,10,18069,0,0,1,3003
221,equip-10000221,equip-20000221,5,2,19,"2,3",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹闸_子弹_汉阳�,3300,16Lab,0,"95,20095",equip-30000221,0.08,0.5,0.3,0.3,3,"armor_piercing:500,pow:700",0,0,10,19028,0,0,1,3003
222,equip-10000222,equip-20000222,3,1,16,,"3,5",,,,,"5,8",,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,配件_备用瞄具_N,2040,TJC,0,,equip-30000222,0.45,0.15,0.3,0.15,1,"hit:600,critical_percent:900",0,0,10,16001,0,0,1,"3001,3002,3028"
223,equip-10000223,equip-20000223,4,1,16,,"6,9",,,,,"9,12",,,,,,,,0,0,0,0,0,0,0,0,3,1,1,1,配件_备用瞄具_N,2940,TJC,0,,equip-30000223,0.45,0.15,0.3,0.15,1,"hit:700,critical_percent:700",0,0,10,16001,0,0,1,"3001,3002,3028"
224,equip-10000224,equip-20000224,5,1,16,,"10,12",,,,,"13,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_备用瞄具_N,3540,TJC,0,,equip-30000224,0.45,0.15,0.3,0.15,1,"hit:700,critical_percent:1000",0,0,10,16001,0,0,1,"3001,3002,3028"
225,equip-10000225,equip-20000225,5,2,6,,,,,"-5,-1",,,,,,,,,,0,150,0,0,0,0,0,0,4,4,0,2,弹匣_信号弹_N,3420,IOP,0,,equip-30000225,0.48,0.48,0.08,0.45,1,,0,300903,0,6004,0,0,1,"3001,3002,3028"
226,equip-10000226,equip-20000226,4,2,5,"1,3",,,,,,,"50,60",,,,,,,0,0,0,0,0,0,0,0,0,3,1,2,弹匣_狙击弹_N,2400,IOP,0,,equip-30000226,0.08,0.5,0.3,0.3,1,"pow:700,armor_piercing:500",0,0,10,5003,0,0,1,"3001,3002,3028"
227,equip-10000227,equip-20000227,5,2,5,"6,8",,,,,,,"70,80",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_狙击弹_N,3000,IOP,0,,equip-30000227,0.08,0.5,0.3,0.3,1,"pow:300,armor_piercing:500",0,0,10,5003,0,0,1,"3001,3002,3028"
228,equip-10000228,equip-20000228,4,2,17,,,,,"-5,-5",,,"190,200",,,,,,,0,0,0,0,0,0,0,0,0,4,0,0,弹匣_脱壳穿甲弹_N,2880,IOP,0,,equip-30000228,0.08,0.5,0.08,0.08,1,armor_piercing:1000,0,0,10,17001,0,0,1,"3001,3002,3028"
229,equip-10000229,equip-20000229,5,2,17,,,,,"-5,-5",,,"240,250",,,,,,,0,0,0,0,0,0,0,0,1,5,1,1,弹匣_脱壳穿甲弹_N,3480,IOP,0,,equip-30000229,0.08,0.5,0.08,0.08,1,armor_piercing:1000,0,0,10,17001,0,0,1,"3001,3002,3028"
230,equip-10000230,equip-20000230,4,2,7,,,,,"3,4","-30,-15",,,,,,,,,0,0,0,0,0,0,0,0,1,3,1,2,弹匣_霰弹_鸟弹_N,2700,IOP,0,,equip-30000230,0.08,0.39,0.08,0.48,1,rate:500,300908,300907,10,7003,0,0,1,"3001,3002,3028"
231,equip-10000231,equip-20000231,5,2,7,,,,,"6,8","-20,-10",,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鸟弹_N,3300,IOP,0,,equip-30000231,0.08,0.39,0.08,0.48,1,rate:500,300908,300907,10,7003,0,0,1,"3001,3002,3028"
232,equip-10000232,equip-20000232,3,3,9,"1,3",,,,"3,5","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,2,1,0,0,人形装备_运算芯片_N,1560,IOP,0,,equip-30000232,0.3,0.23,0.15,0.38,1,"pow:700,rate:600",0,0,10,9001,0,0,1,"3001,3002,3028"
233,equip-10000233,equip-20000233,4,3,9,"4,6",,,,"8,10","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,3,2,0,1,人形装备_运算芯片_N,2460,IOP,0,,equip-30000233,0.3,0.23,0.15,0.38,1,"pow:700,rate:600",0,0,10,9001,0,0,1,"3001,3002,3028"
234,equip-10000234,equip-20000234,5,3,9,"8,10",,,,"12,16","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,4,3,0,2,人形装备_运算芯片_N,3060,IOP,0,,equip-30000234,0.3,0.23,0.15,0.38,1,"pow:500,rate:600",0,0,10,9001,0,0,1,"3001,3002,3028"
235,equip-10000235,equip-20000235,5,2,7,,"8,12",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_闪光弹_N,3420,IOP,0,,equip-30000235,0.08,0.39,0.08,0.48,1,hit:700,0,300902,10,7004,0,0,1,"3001,3002,3028"
243,equip-10000243,equip-20000243,5,1,18,"2,4",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄具_F2000,3600,FNH,0,107,equip-30000243,0.45,0.15,0.3,0.15,3,"pow:1000,critical_percent:1000",0,0,10,18070,0,0,1,3003
244,equip-10000244,equip-20000244,5,1,18,"4,6","6,10","6,8",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_全息瞄具_PP2000,3600,IOP,0,24,equip-30000244,0.45,0.15,0.3,0.15,3,"pow:400,hit:400,dodge:500",0,0,10,18071,0,0,1,3003
245,equip-10000245,equip-20000245,5,1,18,,"10,12","6,8",,,,"13,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_备用瞄具_Glock17,3540,ZEVT,0,15,equip-30000245,0.45,0.15,0.3,0.15,3,"hit:700,dodge:500,critical_percent:1000",0,0,10,18072,0,0,1,3003
247,equip-10000247,equip-20000247,5,1,18,,,,,,"8,10","20,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_TAC50,3600,MCM,0,222,equip-30000247,0.45,0.15,0.3,0.15,3,"critical_harm_rate:500,critical_percent:1000",0,0,10,18074,0,0,1,3061
251,equip-10000251,equip-20000251,5,1,18,,"12,18","3,5",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_米诺斯,3000,IOP,0,1034,equip-30000251,0.45,0.15,0.3,0.15,3,hit:1000,0,0,10,18075,0,1,1,3062
252,equip-10000252,equip-20000252,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_百合铃,2700,IOP,0,1033,equip-30000252,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,0,10,18076,0,1,1,3062
253,equip-10000253,equip-20000253,5,3,20,"3,5",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_小邪神,3600,IOP,0,1030,equip-30000253,0.3,0.25,0.12,0.38,3,"dodge:450,pow:1000",0,0,10,20039,0,1,1,3062
254,equip-10000254,equip-20000254,5,3,20,,,,"-3,-3",,"20,25",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_佩柯拉,3360,IOP,0,1031,equip-30000254,0.55,0.16,0.6,0.16,3,critical_harm_rate:800,0,0,10,20040,0,1,1,3062
255,equip-10000255,equip-20000255,5,3,20,"10,12",,,,"12,16","-50,-50",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_美杜莎,3120,IOP,0,1032,equip-30000255,0.3,0.25,0.12,0.38,3,"pow:500,rate:600",0,0,10,20041,0,1,1,3062
256,equip-10000256,equip-20000256,5,3,20,,,,,,,"12,15",,,,,,,"3,4",0,0,0,0,0,0,0,0,1,1,1,5,人形_特殊_M249SAW,3420,TYRT,0,79,equip-30000256,0.1,0.1,0.1,0.55,3,"bullet_number_up:500,critical_percent:700",0,0,10,20044,0,0,1,3003
257,equip-10000257,equip-20000257,5,1,18,,"14,16",,,,,"18,20",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_DP28,3600,AXI,0,82,equip-30000257,0.45,0.15,0.3,0.15,3,"hit:1000,critical_percent:1000",0,0,10,18077,0,0,1,3003
258,equip-10000258,equip-20000258,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_特殊_PzB39,3300,IOP,0,180,equip-30000258,0.08,0.5,0.3,0.3,3,"armor_piercing:500,pow:1000",0,0,10,19033,0,0,1,3003
266,equip-10000266,equip-20000266,5,1,18,,,"12,15",,,,"8,10",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_Px4Storm,2820,B&T,0,233,equip-30000266,0.55,0.23,0.23,0.23,3,"dodge:700,critical_percent:1000",0,0,10,18081,0,0,1,3063
267,equip-10000267,equip-20000267,5,1,18,,"3,3","10,12",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_P38,2820,IOP,0,9,equip-30000267,0.55,0.23,0.23,0.23,3,"dodge:700,critical_percent:350",0,0,10,18082,0,0,1,3003
268,equip-10000268,equip-20000268,5,2,19,"8,12",,,,,"6,10",,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_特殊_Type03,3480,IOP,0,239,equip-30000268,0.15,0.6,0.38,0.23,3,"pow:700,critical_harm_rate:500",0,0,10,19036,0,0,1,3003
269,equip-10000269,equip-20000269,5,1,18,,,"6,10",,,,,,,,,,"95,100",,0,0,0,0,0,0,0,0,3,0,4,2,配件_特殊_Mk23,2940,Insight,0,99,equip-30000269,0.33,0.22,0.5,0.18,3,dodge:1000,0,0,10,18083,0,0,1,3003
