identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
363,different_rank4_furniture_classes,30,2000,0,0,0,0,0,160,0,41-35,,,,achievement-10000363,achievement-20000363,6,85,获得N套4星家具,0,,,achievement-30000363,0
364,different_rank4_furniture_classes,40,3000,0,0,0,0,0,200,0,41-40,,,,achievement-10000364,achievement-20000364,6,85,获得N套4星家具,0,,,achievement-30000364,0
365,different_rank4_furniture_classes,50,4000,0,0,0,0,0,250,0,41-45,,,,achievement-10000365,achievement-20000365,6,85,获得N套4星家具,0,,,achievement-30000365,0
366,different_rank4_furniture_classes,60,5000,0,0,0,0,0,300,0,41-50,,,,achievement-10000366,achievement-20000366,6,85,获得N套4星家具,0,,,achievement-30000366,0
367,different_rank5_furniture_classes,1,30,0,0,0,0,0,10,0,41-5,,,,achievement-10000367,achievement-20000367,6,86,获得N套5星家具,0,,,achievement-30000367,0
368,different_rank5_furniture_classes,3,60,0,0,0,0,0,20,0,41-10,,,,achievement-10000368,achievement-20000368,6,86,获得N套5星家具,0,,,achievement-30000368,0
369,different_rank5_furniture_classes,5,100,0,0,0,0,0,30,0,41-15,,,,achievement-10000369,achievement-20000369,6,86,获得N套5星家具,0,,,achievement-30000369,0
370,different_rank5_furniture_classes,10,200,0,0,0,0,0,50,0,41-20,,,,achievement-10000370,achievement-20000370,6,86,获得N套5星家具,0,,,achievement-30000370,0
371,different_rank5_furniture_classes,15,500,0,0,0,0,0,80,0,41-25,,,,achievement-10000371,achievement-20000371,6,86,获得N套5星家具,0,,,achievement-30000371,0
372,different_rank5_furniture_classes,20,1000,0,0,0,0,0,120,0,41-30,,,,achievement-10000372,achievement-20000372,6,86,获得N套5星家具,0,,,achievement-30000372,0
373,different_rank5_furniture_classes,30,2000,0,0,0,0,0,160,0,41-35,,,,achievement-10000373,achievement-20000373,6,86,获得N套5星家具,0,,,achievement-30000373,0
374,different_rank5_furniture_classes,40,3000,0,0,0,0,0,200,0,41-40,,,,achievement-10000374,achievement-20000374,6,86,获得N套5星家具,0,,,achievement-30000374,0
375,different_rank5_furniture_classes,50,4000,0,0,0,0,0,250,0,41-45,,,,achievement-10000375,achievement-20000375,6,86,获得N套5星家具,0,,,achievement-30000375,0
376,different_rank5_furniture_classes,60,5000,0,0,0,0,0,300,0,41-50,,,,achievement-10000376,achievement-20000376,6,86,获得N套5星家具,0,,,achievement-30000376,0
377,different_skin,1,30,0,0,0,0,0,10,0,41-5,,,,achievement-10000377,achievement-20000377,6,87,解锁N件装扮,0,,,achievement-30000377,0
378,different_skin,3,60,0,0,0,0,0,20,0,41-10,,,,achievement-10000378,achievement-20000378,6,87,解锁N件装扮,0,,,achievement-30000378,0
379,different_skin,10,100,0,0,0,0,0,30,0,41-15,,,,achievement-10000379,achievement-20000379,6,87,解锁N件装扮,0,,,achievement-30000379,0
380,different_skin,30,200,0,0,0,0,0,50,0,41-20,,,,achievement-10000380,achievement-20000380,6,87,解锁N件装扮,0,,,achievement-30000380,0
381,different_skin,50,500,0,0,0,0,0,80,0,41-25,,,,achievement-10000381,achievement-20000381,6,87,解锁N件装扮,0,,,achievement-30000381,0
382,different_skin,80,1000,0,0,0,0,0,120,0,41-30,,,,achievement-10000382,achievement-20000382,6,87,解锁N件装扮,0,,,achievement-30000382,0
383,different_skin,120,2000,0,0,0,0,0,160,0,41-35,,,,achievement-10000383,achievement-20000383,6,87,解锁N件装扮,0,,,achievement-30000383,0
384,different_skin,160,3000,0,0,0,0,0,200,0,41-40,,,,achievement-10000384,achievement-20000384,6,87,解锁N件装扮,0,,,achievement-30000384,0
385,different_skin,200,4000,0,0,0,0,0,250,0,41-45,,,,achievement-10000385,achievement-20000385,6,87,解锁N件装扮,0,,,achievement-30000385,0
386,different_skin,250,5000,0,0,0,0,0,300,0,41-50,,,,achievement-10000386,achievement-20000386,6,87,解锁N件装扮,0,,,achievement-30000386,0
387,different_skin,300,10000,0,0,0,0,0,350,0,41-55,,,,achievement-10000387,achievement-20000387,6,87,解锁N件装扮,0,,,achievement-30000387,0
388,open_gift,1,30,0,0,0,0,0,0,0,41-5,,,,achievement-10000388,achievement-20000388,6,88,赠送礼物,0,,,achievement-30000388,0
389,open_gift,10,50,0,0,0,0,0,0,0,41-10,,,,achievement-10000389,achievement-20000389,6,88,赠送礼物,0,,,achievement-30000389,0
390,open_gift,50,100,0,0,0,0,0,0,0,41-20,,,,achievement-10000390,achievement-20000390,6,88,赠送礼物,0,,,achievement-30000390,0
391,open_gift,100,200,0,0,0,0,0,0,0,41-30,,,,achievement-10000391,achievement-20000391,6,88,赠送礼物,0,,,achievement-30000391,0
392,open_gift,500,500,0,0,0,0,0,0,0,41-40,,,,achievement-10000392,achievement-20000392,6,88,赠送礼物,0,,,achievement-30000392,0
393,open_gift,1000,1000,0,0,0,0,0,0,0,41-50,,,,achievement-10000393,achievement-20000393,6,88,赠送礼物,0,,,achievement-30000393,0
394,open_gift,2000,2000,0,0,0,0,0,0,0,41-60,,,,achievement-10000394,achievement-20000394,6,88,赠送礼物,0,,,achievement-30000394,0
395,open_gift,5000,3000,0,0,0,0,0,0,0,41-70,,,,achievement-10000395,achievement-20000395,6,88,赠送礼物,0,,,achievement-30000395,0
396,open_gift,10000,4000,0,0,0,0,0,0,0,41-80,,,,achievement-10000396,achievement-20000396,6,88,赠送礼物,0,,,achievement-30000396,0
397,open_gift,20000,5000,0,0,0,0,0,0,0,41-100,,,,achievement-10000397,achievement-20000397,6,88,赠送礼物,0,,,achievement-30000397,0
398,collect_gunlove,1,30,0,0,0,0,0,0,0,,,,100001-1,achievement-10000398,achievement-20000398,6,89,收集人形爱心,0,,,achievement-30000398,0
399,collect_gunlove,50,60,0,0,0,0,0,0,0,41-5,,,100002-1,achievement-10000399,achievement-20000399,6,89,收集人形爱心,0,,,achievement-30000399,0
400,collect_gunlove,100,100,0,0,0,0,0,0,0,41-10,,,100003-1,achievement-10000400,achievement-20000400,6,89,收集人形爱心,0,,,achievement-30000400,0
401,collect_gunlove,500,200,0,0,0,0,0,0,0,41-15,,,100003-1,achievement-10000401,achievement-20000401,6,89,收集人形爱心,0,,,achievement-30000401,0
402,collect_gunlove,1000,500,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000402,achievement-20000402,6,89,收集人形爱心,0,,,achievement-30000402,0
403,collect_gunlove,2000,1000,0,0,0,0,0,0,0,41-25,,,100003-2,achievement-10000403,achievement-20000403,6,89,收集人形爱心,0,,,achievement-30000403,0
404,collect_gunlove,5000,2000,0,0,0,0,0,0,0,41-30,,,100003-3,achievement-10000404,achievement-20000404,6,89,收集人形爱心,0,,,achievement-30000404,0
405,collect_gunlove,10000,3000,0,0,0,0,0,0,0,41-35,,,100003-3,achievement-10000405,achievement-20000405,6,89,收集人形爱心,0,,,achievement-30000405,0
406,collect_gunlove,20000,4000,0,0,0,0,0,0,0,41-40,,,100003-5,achievement-10000406,achievement-20000406,6,89,收集人形爱心,0,,,achievement-30000406,0
407,collect_gunlove,50000,5000,0,0,0,0,0,0,0,41-50,,,100003-5,achievement-10000407,achievement-20000407,6,89,收集人形爱心,0,,,achievement-30000407,0
408,maxdorm,3,50,0,0,0,0,0,0,0,41-5,,,100002-1,achievement-10000408,achievement-20000408,6,90,开启宿舍,0,,,achievement-30000408,0
409,maxdorm,4,100,0,0,0,0,0,0,0,41-10,,,100003-1,achievement-10000409,achievement-20000409,6,90,开启宿舍,0,,,achievement-30000409,0
410,maxdorm,5,200,0,0,0,0,0,0,0,41-15,,,100003-1,achievement-10000410,achievement-20000410,6,90,开启宿舍,0,,,achievement-30000410,0
411,maxdorm,6,500,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000411,achievement-20000411,6,90,开启宿舍,0,,,achievement-30000411,0
412,maxdorm,7,1000,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000412,achievement-20000412,6,90,开启宿舍,0,,,achievement-30000412,0
413,maxdorm,8,2000,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000413,achievement-20000413,6,90,开启宿舍,0,,,achievement-30000413,0
414,rank4_furniture_addition,1,100,0,0,0,0,0,0,0,,,,100003-1,achievement-10000414,achievement-20000414,6,84,获得家具套装加成,0,,,achievement-30000414,0
415,rank5_furniture_step1_addition,1,100,0,0,0,0,0,0,0,,,,100003-1,achievement-10000415,achievement-20000415,6,84,获得家具套装加成,0,,,achievement-30000415,0
416,rank5_furniture_step2_addition,1,300,0,0,0,0,0,0,0,,,,100003-2,achievement-10000416,achievement-20000416,6,84,获得家具套装加成,0,,,achievement-30000416,0
417,rank5_furniture_step3_addition,1,500,0,0,0,0,0,0,0,,,,100003-3,achievement-10000417,achievement-20000417,6,84,获得家具套装加成,0,,,achievement-30000417,0
425,different_type6_gun,1,100,30,30,30,30,0,0,0,,,,,achievement-10000425,achievement-20000425,2,28,获得N把不同霰弹枪,0,,,achievement-30000425,3
426,different_type6_gun,5,200,100,100,100,100,1,10,0,1-1,,,,achievement-10000426,achievement-20000426,2,28,获得N把不同霰弹枪,0,,,achievement-30000426,3
427,different_type6_gun,10,500,300,300,300,300,2,30,0,1-2,,,,achievement-10000427,achievement-20000427,2,28,获得N把不同霰弹枪,0,,,achievement-30000427,3
428,different_type6_gun,15,1000,500,500,500,500,3,50,0,1-3,,,,achievement-10000428,achievement-20000428,2,28,获得N把不同霰弹枪,0,,,achievement-30000428,3
429,different_type6_gun,20,2000,700,700,700,700,4,70,0,1-4,,,,achievement-10000429,achievement-20000429,2,28,获得N把不同霰弹枪,0,,,achievement-30000429,3
430,different_type6_gun,25,3000,1000,1000,1000,1000,5,100,0,1-5,,,,achievement-10000430,achievement-20000430,2,28,获得N把不同霰弹枪,0,,,achievement-30000430,3
431,different_type6_gun,30,4000,1500,1500,1500,1500,6,150,0,1-6,,,,achievement-10000431,achievement-20000431,2,28,获得N把不同霰弹枪,0,,,achievement-30000431,3
432,click_kalina,10,30,0,0,0,0,0,0,0,,,,100001-1,achievement-10000432,achievement-20000432,7,104,收集格琳娜爱心,0,,,achievement-30000432,0
433,click_kalina,20,60,0,0,0,0,0,0,0,41-5,,,100002-1,achievement-10000433,achievement-20000433,7,104,收集格琳娜爱心,0,,,achievement-30000433,0
434,click_kalina,50,100,0,0,0,0,0,0,0,41-10,,,100003-1,achievement-10000434,achievement-20000434,7,104,收集格琳娜爱心,0,,,achievement-30000434,0
435,click_kalina,100,200,0,0,0,0,0,0,0,41-15,,,100003-1,achievement-10000435,achievement-20000435,7,104,收集格琳娜爱心,0,,,achievement-30000435,0
436,click_kalina,200,500,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000436,achievement-20000436,7,104,收集格琳娜爱心,0,,,achievement-30000436,0
437,click_kalina,500,1000,0,0,0,0,0,0,0,41-25,,,100003-2,achievement-10000437,achievement-20000437,7,104,收集格琳娜爱心,0,,,achievement-30000437,0
438,click_kalina,1000,2000,0,0,0,0,0,0,0,41-30,,,100003-3,achievement-10000438,achievement-20000438,7,104,收集格琳娜爱心,0,,,achievement-30000438,0
439,click_kalina,2000,3000,0,0,0,0,0,0,0,41-35,,,100003-3,achievement-10000439,achievement-20000439,7,104,收集格琳娜爱心,0,,,achievement-30000439,0
440,click_kalina,5000,4000,0,0,0,0,0,0,0,41-40,,,100003-5,achievement-10000440,achievement-20000440,7,104,收集格琳娜爱心,0,,,achievement-30000440,0
441,special_develop_gun,1,30,30,30,30,10,1,0,0,,,,,achievement-10000441,achievement-20000441,8,122,建造,0,,,achievement-30000441,3
442,special_develop_gun,5,60,60,60,60,20,3,0,0,3-1,,,,achievement-10000442,achievement-20000442,8,122,建造,0,,,achievement-30000442,3
443,special_develop_gun,10,100,100,100,100,30,3,0,161,3-3,,,,achievement-10000443,achievement-20000443,8,122,建造,0,,,achievement-30000443,3
444,special_develop_gun,20,200,200,200,200,60,5,0,0,3-3,,,,achievement-10000444,achievement-20000444,8,122,建造,0,,,achievement-30000444,3
445,special_develop_gun,50,500,500,500,500,200,5,0,0,3-5,,,,achievement-10000445,achievement-20000445,8,122,建造,0,,,achievement-30000445,3
446,special_develop_gun,100,1000,1000,1000,1000,300,8,0,0,3-5,,,,achievement-10000446,achievement-20000446,8,122,建造,0,,,achievement-30000446,3
447,special_develop_gun,200,2000,2000,2000,2000,600,8,0,0,3-10,,,,achievement-10000447,achievement-20000447,8,122,建造,0,,,achievement-30000447,3
448,special_develop_gun,500,3000,3000,3000,3000,1000,10,0,0,3-12,,,,achievement-10000448,achievement-20000448,8,122,建造,0,,,achievement-30000448,3
449,special_develop_gun,1000,4000,4000,4000,4000,1300,10,0,0,3-16,,,,achievement-10000449,achievement-20000449,8,122,建造,0,,,achievement-30000449,3
450,special_develop_gun,2000,5000,5000,5000,5000,1600,15,0,0,3-20,,,,achievement-10000450,achievement-20000450,8,122,建造,0,,,achievement-30000450,3
451,eat_equip,1,30,30,30,30,10,0,0,0,2-1,,,,achievement-10000451,achievement-20000451,10,144,强化,0,,,achievement-30000451,5
452,eat_equip,10,60,60,60,60,20,0,0,0,2-3,,,,achievement-10000452,achievement-20000452,10,144,强化,0,,,achievement-30000452,5
453,eat_equip,100,100,100,100,100,30,0,0,0,2-3,,,,achievement-10000453,achievement-20000453,10,144,强化,0,,,achievement-30000453,5
454,eat_equip,500,200,200,200,200,60,0,0,0,2-5,,,,achievement-10000454,achievement-20000454,10,144,强化,0,,,achievement-30000454,5
455,eat_equip,1000,500,500,500,500,200,0,0,0,2-5,,,,achievement-10000455,achievement-20000455,10,144,强化,0,,,achievement-30000455,5
456,eat_equip,5000,1000,1000,1000,1000,300,0,0,0,2-8,,,,achievement-10000456,achievement-20000456,10,144,强化,0,,,achievement-30000456,5
457,eat_equip,10000,2000,2000,2000,2000,600,0,0,0,2-8,,,,achievement-10000457,achievement-20000457,10,144,强化,0,,,achievement-30000457,5
458,eat_equip,20000,3000,3000,3000,3000,1000,0,0,0,2-10,,,,achievement-10000458,achievement-20000458,10,144,强化,0,,,achievement-30000458,5
459,eat_equip,50000,4000,4000,4000,4000,1300,0,0,0,2-10,,,,achievement-10000459,achievement-20000459,10,144,强化,0,,,achievement-30000459,5
460,adjust_equip,1,30,30,30,30,10,0,0,0,44-5,,,,achievement-10000460,achievement-20000460,10,145,装备校准,0,,,achievement-30000460,6
461,adjust_equip,10,60,60,60,60,20,0,0,0,44-10,,,,achievement-10000461,achievement-20000461,10,145,装备校准,0,,,achievement-30000461,6
462,adjust_equip,100,200,200,200,200,60,0,0,0,44-20,,,,achievement-10000462,achievement-20000462,10,145,装备校准,0,,,achievement-30000462,6
463,adjust_equip,500,500,500,500,500,200,0,0,0,44-25,,,,achievement-10000463,achievement-20000463,10,145,装备校准,0,,,achievement-30000463,6
464,adjust_equip,1000,1000,1000,1000,1000,300,0,0,0,44-30,,,,achievement-10000464,achievement-20000464,10,145,装备校准,0,,,achievement-30000464,6
465,adjust_equip,2000,2000,2000,2000,2000,600,0,0,0,44-35,,,,achievement-10000465,achievement-20000465,10,145,装备校准,0,,,achievement-30000465,6
466,adjust_equip,5000,3000,3000,3000,3000,1000,0,0,0,44-40,,,,achievement-10000466,achievement-20000466,10,145,装备校准,0,,,achievement-30000466,6
467,adjust_equip,50,100,100,100,100,30,0,0,0,44-15,,,,achievement-10000467,achievement-20000467,10,145,装备校准,0,,,achievement-30000467,6
468,adjust_equip,10000,4000,4000,4000,4000,1300,0,0,0,44-45,,,,achievement-10000468,achievement-20000468,10,145,装备校准,0,,,achievement-30000468,6
469,maxdorm,9,3000,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000469,achievement-20000469,6,90,开启宿舍,0,,,achievement-30000469,0
470,maxdorm,10,4000,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000470,achievement-20000470,6,90,开启宿舍,0,,,achievement-30000470,0
471,adopt_pet,1,50,0,0,0,0,0,0,0,,,,100003-1,achievement-10000471,achievement-20000471,6,91,收集N只不同的宠物,0,,,achievement-30000471,0
472,adopt_pet,3,100,0,0,0,0,0,0,0,,,,100003-2,achievement-10000472,achievement-20000472,6,91,收集N只不同的宠物,0,,,achievement-30000472,0
473,adopt_pet,5,200,0,0,0,0,0,0,0,,,,100003-3,achievement-10000473,achievement-20000473,6,91,收集N只不同的宠物,0,,,achievement-30000473,0
474,adopt_pet,10,500,0,0,0,0,0,0,0,,,,100003-5,achievement-10000474,achievement-20000474,6,91,收集N只不同的宠物,0,,,achievement-30000474,0
475,adopt_pet,15,1000,0,0,0,0,0,0,0,,,,100003-8,achievement-10000475,achievement-20000475,6,91,收集N只不同的宠物,0,,,achievement-30000475,0
476,adopt_pet,20,2000,0,0,0,0,0,0,0,,,,100003-10,achievement-10000476,achievement-20000476,6,91,收集N只不同的宠物,0,,,achievement-30000476,0
477,get_build_coin,10,30,0,0,0,0,0,0,0,506-10,,,,achievement-10000477,achievement-20000477,6,92,获得电池,0,,,achievement-30000477,0
478,get_build_coin,100,60,0,0,0,0,0,0,0,506-30,,,,achievement-10000478,achievement-20000478,6,92,获得电池,0,,,achievement-30000478,0
479,get_build_coin,500,100,0,0,0,0,0,0,0,506-50,,,,achievement-10000479,achievement-20000479,6,92,获得电池,0,,,achievement-30000479,0
480,get_build_coin,1000,200,0,0,0,0,0,0,0,506-100,,,,achievement-10000480,achievement-20000480,6,92,获得电池,0,,,achievement-30000480,0
481,get_build_coin,5000,500,0,0,0,0,0,0,0,506-200,,,,achievement-10000481,achievement-20000481,6,92,获得电池,0,,,achievement-30000481,0
482,get_build_coin,10000,1000,0,0,0,0,0,0,0,506-300,,,,achievement-10000482,achievement-20000482,6,92,获得电池,0,,,achievement-30000482,0
483,get_build_coin,50000,2000,0,0,0,0,0,0,0,506-500,,,,achievement-10000483,achievement-20000483,6,92,获得电池,0,,,achievement-30000483,0
484,get_build_coin,100000,3000,0,0,0,0,0,0,0,506-1000,,,,achievement-10000484,achievement-20000484,6,92,获得电池,0,,,achievement-30000484,0
485,get_build_coin,200000,4000,0,0,0,0,0,0,0,506-1500,,,,achievement-10000485,achievement-20000485,6,92,获得电池,0,,,achievement-30000485,0
486,get_build_coin,500000,5000,0,0,0,0,0,0,0,506-2000,,,,achievement-10000486,achievement-20000486,6,92,获得电池,0,,,achievement-30000486,0
487,friend_count,1,50,0,0,0,0,0,0,0,508-10,,,,achievement-10000487,achievement-20000487,12,181,拥有N个好友,0,,,achievement-30000487,27
488,friend_count,10,100,0,0,0,0,0,0,0,508-30,,,,achievement-10000488,achievement-20000488,12,181,拥有N个好友,0,,,achievement-30000488,27
489,friend_count,20,200,0,0,0,0,0,0,0,508-50,,,,achievement-10000489,achievement-20000489,12,181,拥有N个好友,0,,,achievement-30000489,27
490,friend_count,30,500,0,0,0,0,0,0,0,508-80,,,,achievement-10000490,achievement-20000490,12,181,拥有N个好友,0,,,achievement-30000490,27
491,friend_count,40,1000,0,0,0,0,0,0,0,508-100,,,,achievement-10000491,achievement-20000491,12,181,拥有N个好友,0,,,achievement-30000491,27
492,friend_count,50,2000,0,0,0,0,0,0,0,508-150,,,,achievement-10000492,achievement-20000492,12,181,拥有N个好友,0,,,achievement-30000492,27
493,borrow_friend_team,1,30,30,30,30,10,0,0,0,508-10,,,,achievement-10000493,achievement-20000493,12,182,累计使用N次好友支援梯队,0,,,achievement-30000493,27
494,borrow_friend_team,50,60,60,60,60,20,0,0,0,508-30,,,,achievement-10000494,achievement-20000494,12,182,累计使用N次好友支援梯队,0,,,achievement-30000494,27
495,borrow_friend_team,100,100,100,100,100,30,0,0,0,508-50,,,,achievement-10000495,achievement-20000495,12,182,累计使用N次好友支援梯队,0,,,achievement-30000495,27
496,borrow_friend_team,500,200,200,200,200,60,0,0,0,508-100,,,,achievement-10000496,achievement-20000496,12,182,累计使用N次好友支援梯队,0,,,achievement-30000496,27
497,borrow_friend_team,1000,500,500,500,500,200,0,0,0,508-150,,,,achievement-10000497,achievement-20000497,12,182,累计使用N次好友支援梯队,0,,,achievement-30000497,27
498,borrow_friend_team,2000,1000,1000,1000,1000,300,0,0,0,508-200,,,,achievement-10000498,achievement-20000498,12,182,累计使用N次好友支援梯队,0,,,achievement-30000498,27
499,borrow_friend_team,5000,2000,2000,2000,2000,600,0,0,0,508-300,,,,achievement-10000499,achievement-20000499,12,182,累计使用N次好友支援梯队,0,,,achievement-30000499,27
500,borrow_friend_team,10000,3000,3000,3000,3000,1000,0,0,0,508-400,,,,achievement-10000500,achievement-20000500,12,182,累计使用N次好友支援梯队,0,,,achievement-30000500,27
501,borrow_friend_team,20000,4000,4000,4000,4000,1300,0,0,0,508-500,,,,achievement-10000501,achievement-20000501,12,182,累计使用N次好友支援梯队,0,,,achievement-30000501,27
502,borrow_friend_team,50000,5000,5000,5000,5000,1600,0,0,0,508-600,,,,achievement-10000502,achievement-20000502,12,182,累计使用N次好友支援梯队,0,,,achievement-30000502,27
503,from_friend_build_coin,1,30,0,0,0,0,0,0,0,506-10|508-10,,,,achievement-10000503,achievement-20000503,12,183,获得电池,0,,,achievement-30000503,27
504,from_friend_build_coin,50,60,0,0,0,0,0,0,0,506-30|508-30,,,,achievement-10000504,achievement-20000504,12,183,获得电池,0,,,achievement-30000504,27
505,from_friend_build_coin,100,100,0,0,0,0,0,0,0,506-50|508-50,,,,achievement-10000505,achievement-20000505,12,183,获得电池,0,,,achievement-30000505,27
506,from_friend_build_coin,500,200,0,0,0,0,0,0,0,506-100|508-100,,,,achievement-10000506,achievement-20000506,12,183,获得电池,0,,,achievement-30000506,27
507,from_friend_build_coin,1000,500,0,0,0,0,0,0,0,506-200|508-150,,,,achievement-10000507,achievement-20000507,12,183,获得电池,0,,,achievement-30000507,27
508,from_friend_build_coin,2000,1000,0,0,0,0,0,0,0,506-300|508-200,,,,achievement-10000508,achievement-20000508,12,183,获得电池,0,,,achievement-30000508,27
509,from_friend_build_coin,5000,2000,0,0,0,0,0,0,0,506-500|508-300,,,,achievement-10000509,achievement-20000509,12,183,获得电池,0,,,achievement-30000509,27
510,from_friend_build_coin,10000,3000,0,0,0,0,0,0,0,506-1000|508-400,,,,achievement-10000510,achievement-20000510,12,183,获得电池,0,,,achievement-30000510,27
511,from_friend_build_coin,20000,4000,0,0,0,0,0,0,0,506-2000|508-500,,,,achievement-10000511,achievement-20000511,12,183,获得电池,0,,,achievement-30000511,27
512,mission_medal1,110,450,450,450,450,450,0,0,0,,,,,achievement-10000512,achievement-20000512,5,61,获得N枚铜章,0,,,achievement-30000512,0
513,mission_medal1,120,500,500,500,500,500,0,0,0,,,,,achievement-10000513,achievement-20000513,5,61,获得N枚铜章,0,,,achievement-30000513,0
514,mission_medal1,130,550,550,550,550,550,0,0,0,,,,,achievement-10000514,achievement-20000514,5,61,获得N枚铜章,0,,,achievement-30000514,0
515,mission_medal1,140,600,600,600,600,600,0,0,0,,,,,achievement-10000515,achievement-20000515,5,61,获得N枚铜章,0,,,achievement-30000515,0
516,mission_medal1,150,650,650,650,650,650,0,0,0,,,,,achievement-10000516,achievement-20000516,5,61,获得N枚铜章,0,,,achievement-30000516,0
517,mission_medal4,110,550,550,550,550,550,0,0,0,3-6|4-6,,,,achievement-10000517,achievement-20000517,5,62,获得N枚银章,0,,,achievement-30000517,0
518,mission_medal4,120,600,600,600,600,600,0,0,0,3-7|4-7,,,,achievement-10000518,achievement-20000518,5,62,获得N枚银章,0,,,achievement-30000518,0
519,mission_medal4,130,650,650,650,650,650,0,0,0,3-7|4-7,,,,achievement-10000519,achievement-20000519,5,62,获得N枚银章,0,,,achievement-30000519,0
520,mission_bestrank5,110,600,600,600,600,600,0,120,0,1-11,,,,achievement-10000520,achievement-20000520,5,63,获得N枚金章,0,,,achievement-30000520,0
521,mission_bestrank5,120,650,650,650,650,650,0,120,0,1-12,,,,achievement-10000521,achievement-20000521,5,63,获得N枚金章,0,,,achievement-30000521,0
522,mission_bestrank5,130,700,700,700,700,700,0,120,0,1-13,,,,achievement-10000522,achievement-20000522,5,63,获得N枚金章,0,,,achievement-30000522,0
523,get_ssoc,10,30,30,30,30,10,0,0,0,509-10,,,,achievement-10000523,achievement-20000523,6,93,获得支援指令,0,,,achievement-30000523,1
524,get_ssoc,100,60,60,60,60,20,0,0,0,509-20,,,,achievement-10000524,achievement-20000524,6,93,获得支援指令,0,,,achievement-30000524,1
525,get_ssoc,500,100,100,100,100,30,0,0,0,509-40,,,,achievement-10000525,achievement-20000525,6,93,获得支援指令,0,,,achievement-30000525,1
526,get_ssoc,1000,200,200,200,200,60,0,0,0,509-60,,,,achievement-10000526,achievement-20000526,6,93,获得支援指令,0,,,achievement-30000526,1
527,get_ssoc,2000,500,500,500,500,200,0,0,0,509-80,,,,achievement-10000527,achievement-20000527,6,93,获得支援指令,0,,,achievement-30000527,1
528,get_ssoc,5000,1000,1000,1000,1000,300,0,0,0,509-100,,,,achievement-10000528,achievement-20000528,6,93,获得支援指令,0,,,achievement-30000528,1
529,get_ssoc,10000,2000,2000,2000,2000,600,0,0,0,509-120,,,,achievement-10000529,achievement-20000529,6,93,获得支援指令,0,,,achievement-30000529,1
530,get_ssoc,20000,3000,3000,3000,3000,1000,0,0,0,509-140,,,,achievement-10000530,achievement-20000530,6,93,获得支援指令,0,,,achievement-30000530,1
531,get_ssoc,50000,4000,4000,4000,4000,1300,0,0,0,509-160,,,,achievement-10000531,achievement-20000531,6,93,获得支援指令,0,,,achievement-30000531,1
532,get_ssoc,100000,5000,5000,5000,5000,1600,0,0,0,509-180,,,,achievement-10000532,achievement-20000532,6,93,获得支援指令,0,,,achievement-30000532,1
533,special_develop_equip,1,0,0,0,0,0,0,0,0,,,,,achievement-10000533,achievement-20000533,10,142,装备重建,872,,,achievement-30000533,13
534,special_develop_equip,10,60,60,60,60,20,3,0,0,2-1,,,,achievement-10000534,achievement-20000534,10,142,装备重建,0,,,achievement-30000534,13
535,special_develop_equip,20,100,100,100,100,30,3,0,0,2-3,,,,achievement-10000535,achievement-20000535,10,142,装备重建,0,,,achievement-30000535,13
536,special_develop_equip,50,200,200,200,200,60,5,0,0,2-3,,,,achievement-10000536,achievement-20000536,10,142,装备重建,0,,,achievement-30000536,13
537,special_develop_equip,100,500,500,500,500,200,5,0,0,2-5,,,,achievement-10000537,achievement-20000537,10,142,装备重建,0,,,achievement-30000537,13
538,special_develop_equip,200,1000,1000,1000,1000,300,10,0,0,2-5,,,,achievement-10000538,achievement-20000538,10,142,装备重建,0,,,achievement-30000538,13
539,special_develop_equip,500,2000,2000,2000,2000,600,10,0,0,2-10,,,,achievement-10000539,achievement-20000539,10,142,装备重建,0,,,achievement-30000539,13
540,special_develop_equip,1000,3000,3000,3000,3000,1000,15,0,0,2-10,,,,achievement-10000540,achievement-20000540,10,142,装备重建,0,,,achievement-30000540,13
541,special_develop_equip,2000,4000,4000,4000,4000,1300,15,0,0,2-15,,,,achievement-10000541,achievement-20000541,10,142,装备重建,0,,,achievement-30000541,13
542,special_develop_equip,5000,5000,5000,5000,5000,1600,20,0,0,2-15,,,,achievement-10000542,achievement-20000542,10,142,装备重建,0,,,achievement-30000542,13
543,fairy_rank3,1,100,100,100,100,100,0,10,0,,,,,achievement-10000543,achievement-20000543,3,201,获得N星妖精,0,,,achievement-30000543,1
544,fairy_rank4,1,300,200,200,200,200,0,30,0,2-1|3-1,,,,achievement-10000544,achievement-20000544,3,201,获得N星妖精,0,,,achievement-30000544,1
545,fairy_rank5,1,500,300,300,300,300,0,50,0,2-1|3-2,,,,achievement-10000545,achievement-20000545,3,201,获得N星妖精,0,,,achievement-30000545,1
546,different_fairy,1,100,30,30,30,30,1,0,0,2-1,,,,achievement-10000546,achievement-20000546,3,202,获得妖精,0,,,achievement-30000546,1
