id,reward_gun_pool,equip_s_probability,draw_event_s_id,enemy_leader,if_stay,correction_belong,correction_turn,limit_guns,limit_equips,ai,ai_content,enemy_type_display,use_building,use_building_skill,team_confrontfun_pic,team_confrontfun_des,effect_ext,targettrain_cancollect,fight_type,type_coef,recommended_team_ids,show_lv,show_color,battle_range
6542602,,,0,10087,0,,,,,103,,,,,,enemy_team-16542602,0,1,0,,1,0,0,
6542603,,,0,10088,0,,,,,103,,,,,,enemy_team-16542603,0,1,0,,1,0,0,
6542604,,,0,10055,0,,,,,103,,,,,,enemy_team-16542604,0,1,0,,1,0,0,
6542605,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|0,,0,10078,0,,,0,,103,,,,,,enemy_team-16542605,0,1,0,,6,0,0,
6542606,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|0,,0,10090,0,,,0,,103,,,,,,enemy_team-16542606,0,1,0,,6,0,0,
6542607,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|0,,0,10089,0,,,0,,103,,,,,,enemy_team-16542607,0,1,0,,6,0,0,
6543101,,,0,10042,0,,,,,101,66926|67009|66935,1,,,,enemy_team-16543101,0,1,0,,-1,0,0,
6543102,,,0,10042,0,,,,,101,66930|66935|66936,1,,,,enemy_team-16543102,0,1,0,,-1,0,0,
6543103,,,0,10095,0,,,,,101,66925|66952|66944|66932|66925,,,,,enemy_team-16543103,0,1,0,,5,0,0,
6543104,,,0,10095,0,,,,,101,66949|67008|67010,,,,,enemy_team-16543104,0,1,0,,5,0,0,
6543105,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|0,,0,10076,0,,,0,,103,0,,,,,enemy_team-16543105,0,1,0,,6,0,0,
6543106,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|0,,0,10077,0,,,0,,103,0,,,,,enemy_team-16543106,0,1,0,,6,0,0,
6543107,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|0,,0,10036,0,,,0,,103,0,,,,,enemy_team-16543107,0,1,0,,5,0,0,
6543108,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|0,,0,10089,0,,,0,,103,0,,,,,enemy_team-16543108,0,1,0,,6,0,0,
6543201,,,0,900356,0,,,,,101,67091|67092|67093|67094|67095,1,,,,enemy_team-16543201,0,1,0,,-1,0,0,
6543202,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|358|60|26,,629,10094,0,,,358,,101,67084|67051|67050|67043,,,,,enemy_team-16543202,0,1,0,,1,0,0,
6543203,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|358|60|26,,629,10094,0,,,358,,101,67044|67045|67078|67090,,,,,enemy_team-16543203,0,1,0,,1,0,0,
6543204,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10077,0,,,0,,103,0,,,,,enemy_team-16543204,0,1,0,,6,0,0,
6543205,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10081,0,,,0,,102,5,,,,,enemy_team-16543205,0,1,0,,6,0,0,
6543206,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10036,0,,,0,,103,0,,,,,enemy_team-16543206,0,1,0,,3,0,0,
6543207,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10079,0,,,0,,103,0,,,,,enemy_team-16543207,0,1,0,,5,0,0,
6543208,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10089,0,,,0,,103,0,,,,,enemy_team-16543208,0,1,0,,6,0,0,
6543209,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10087,0,,,0,,103,0,,,,,enemy_team-16543209,0,1,0,,5,0,0,
6543301,,,0,900357,0,,,,,102,99,1,,,,enemy_team-16543301,0,1,0,,-1,0,0,
6543302,,,0,10027,0,,,,,102,1,1,,,,enemy_team-16543302,0,1,0,,-1,0,0,
6543303,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10025,1,,,0,,0,,,,,,enemy_team-16543303,0,1,0,,1,0,0,
6543304,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10025,1,,,0,,0,,,,,,enemy_team-16543304,0,1,0,,1,0,0,
6543305,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10028,1,,,0,,0,,,,,,enemy_team-16543305,0,1,0,,5,0,0,
6543306,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10033,0,,,0,,101,67022|67014|67020|67025|67022,,,,,enemy_team-16543306,0,1,0,,1,0,0,
6543401,,,0,900366,0,,,,,102,99,1,,,,enemy_team-16543401,0,1,0,,-1,0,0,
6543402,,,0,10102,0,,,,,102,99,1,,,,enemy_team-16543402,0,1,0,,-1,0,0,
6543403,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10051,0,,,0,,103,,,,,,enemy_team-16543403,0,1,0,,6,0,0,
6543404,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10033,0,,,0,,103,,,,,,enemy_team-16543404,0,1,0,,1,0,0,
6543405,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10051,0,,,0,,103,,,,,,enemy_team-16543405,0,1,0,,1,0,0,
6543406,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10025,0,,,0,,103,,,,,,enemy_team-16543406,0,1,0,,1,0,0,
6543407,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10025,0,,,0,,103,,,,,,enemy_team-16543407,0,1,0,,1,0,0,
6543408,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10026,0,,,0,,103,,,,,,enemy_team-16543408,0,1,0,,3,0,0,
6543501,,,0,900357,1,,,,,0,,,,,,enemy_team-16543501,0,1,0,,1,0,0,
6543502,,,0,10027,0,,,,,102,1,1,,,,enemy_team-16543502,0,1,0,,-1,0,0,
6543503,,,0,10027,0,,,,,102,2,1,,,,enemy_team-16543503,0,1,0,,-1,0,0,
6543504,,,0,10027,0,,,,,101,67326|67340|67341|67342,1,,,,enemy_team-16543504,0,1,0,,-1,0,0,
6543505,,,0,10027,0,,,,,101,67339|67325|67359|67361|67339,1,,,,enemy_team-16543505,0,1,0,,-1,0,0,
6543506,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10103,0,,,0,,103,0,,,,,enemy_team-16543506,0,1,0,,3,0,0,
6543507,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10102,0,,,0,,103,0,,,,,enemy_team-16543507,0,1,0,,3,0,0,
6543508,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10051,0,,,0,,103,0,,,,,enemy_team-16543508,0,1,0,,1,0,0,
6543509,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10071,0,,,0,,103,0,,,,,enemy_team-16543509,0,1,0,,6,0,0,
6543601,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|374|99|150|42,,630,900360,0,,,374,,103,0,,,,,enemy_team-16543601,0,1,0,,1,0,0,
6543602,,,0,10035,0,,,,,103,,,,,,enemy_team-16543602,0,1,0,,1,0,0,
6543603,,,0,10077,0,,,,,103,,,,,,enemy_team-16543603,0,1,0,,1,0,0,
6543604,,,0,10086,0,,,,,103,,,,,,enemy_team-16543604,0,1,0,,1,0,0,
6543605,,,0,10081,0,,,,,103,,,,,,enemy_team-16543605,0,1,0,,1,0,0,
6543606,,,0,10035,0,,,,,103,,,,,,enemy_team-16543606,0,1,0,,1,0,0,
6543607,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10078,0,,,0,,103,,,,,,enemy_team-16543607,0,1,0,,5,0,0,
6543608,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10080,0,,,0,,103,,,,,,enemy_team-16543608,0,1,0,,6,0,0,
6543609,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10036,0,,,0,,103,,,,,,enemy_team-16543609,0,1,0,,3,0,0,
6543610,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10042,0,,,0,,103,,,,,,enemy_team-16543610,0,1,0,,3,0,0,
6549101,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|103|168|42,,627,10094,1,,,308|321|371|358|373,,0,,,,,,enemy_team-16549101,80000,1,0,,1,0,0,
6549102,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|99|118|60,,628,12067,1,,,357|318|342|374,,0,,,,,,enemy_team-16549102,80000,1,0,,5,0,0,
6549103,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|69|60|25,,627,12079,1,,,308|321|371|358|373,,0,,,,,,enemy_team-16549103,80000,1,0,,1,0,0,
6549104,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|99|39|78,,628,10094,1,,,357|318|342|374,,0,,,,,,enemy_team-16549104,80000,1,0,,1,0,0,
6549105,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|103|168|42,,627,900361,1,,,308|321|371|358|373,,0,,,,,,enemy_team-16549105,200000,1,0,,5,0,0,
6549106,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,12070,0,,,0,,102,2,,,,,enemy_team-16549106,50000,1,0,,1,0,0,
6549107,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,12075,0,,,0,,102,2,,,,,enemy_team-16549107,50000,1,0,,1,0,0,
6549108,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,12077,0,,,0,,102,2,,,,,enemy_team-16549108,50000,1,0,,1,0,0,
6549109,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10091,0,,,0,,102,2,,,,,enemy_team-16549109,50000,1,0,,1,0,0,
6549110,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|0,,627,10092,0,,,308|321|371|358|373,,103,0,,,,,enemy_team-16549110,24700,1,0,,1,0,0,
6549111,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|0,,627,12078,0,,,308|321|371|358|373,,103,0,,,,,enemy_team-16549111,25260,1,0,,1,0,0,
6549112,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|0,,627,10094,0,,,308|321|371|358|373,,103,0,,,,,enemy_team-16549112,25340,1,0,,1,0,0,
6549113,,,0,10091,0,,,,,0,,,,,,enemy_team-16549113,24965,1,0,,5,0,0,
6549114,,,0,10094,0,,,,,0,,,,,,enemy_team-16549114,24910,1,0,,6,0,0,
6549115,,,0,10091,0,,,,,0,,,,,,enemy_team-16549115,25170,1,0,,6,0,0,
6549116,,,0,12078,0,,,,,103,0,,,,,enemy_team-16549116,29938,1,0,,1,0,0,
6549117,,,0,12070,0,,,,,103,0,,,,,enemy_team-16549117,30228,1,0,,1,0,0,
6549118,,,0,12070,0,,,,,103,0,,,,,enemy_team-16549118,30694,1,0,,1,0,0,
6549119,,,0,12079,0,,,,,103,0,,,,,enemy_team-16549119,20269,1,0,,1,0,0,
6549120,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,10094,0,,,357|318|342|374,,103,0,,,,,enemy_team-16549120,24685,1,0,,1,0,0,
6549121,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,10036,0,,,357|318|342|374,,103,0,,,,,enemy_team-16549121,25165,1,0,,1,0,0,
6549122,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,12079,0,,,357|318|342|374,,103,0,,,,,enemy_team-16549122,25465,1,0,,1,0,0,
6549123,,,0,12076,0,,,,,0,,,,,,enemy_team-16549123,25546,1,0,,5,0,0,
6549124,,,0,12072,0,,,,,0,,,,,,enemy_team-16549124,25139,1,0,,1,0,0,
6549125,,,0,12076,0,,,,,0,,,,,,enemy_team-16549125,25985,1,0,,5,0,0,
6549126,,,0,12070,0,,,,,103,0,,,,,enemy_team-16549126,29352,1,0,,1,0,0,
6549127,,,0,12070,0,,,,,103,0,,,,,enemy_team-16549127,29581,1,0,,1,0,0,
6549128,,,0,12071,0,,,,,103,0,,,,,enemy_team-16549128,30848,1,0,,1,0,0,
6549129,,,0,12072,0,,,,,103,0,,,,,enemy_team-16549129,30632,1,0,,1,0,0,
6549130,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|0,,627,12072,0,,,308|321|371|358|373,,103,0,,,,,enemy_team-16549130,24480,1,0,,1,0,0,
6549131,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|0,,627,10094,0,,,308|321|371|358|373,,103,0,,,,,enemy_team-16549131,25165,1,0,,1,0,0,
6549132,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|0,,627,12071,0,,,308|321|371|358|373,,103,0,,,,,enemy_team-16549132,25875,1,0,,1,0,0,
6549133,,,0,10092,0,,,,,0,,,,,,enemy_team-16549133,24428,1,0,,6,0,0,
6549134,,,0,12075,0,,,,,0,,,,,,enemy_team-16549134,24552,1,0,,6,0,0,
6549135,,,0,12079,0,,,,,0,,,,,,enemy_team-16549135,24362,1,0,,6,0,0,
6549136,,,0,12071,0,,,,,103,0,,,,,enemy_team-16549136,30092,1,0,,1,0,0,
6549137,,,0,12074,0,,,,,103,0,,,,,enemy_team-16549137,29869,1,0,,1,0,0,
6549138,,,0,12078,0,,,,,103,0,,,,,enemy_team-16549138,30620,1,0,,1,0,0,
6549139,,,0,12079,0,,,,,103,0,,,,,enemy_team-16549139,20109,1,0,,1,0,0,
6549140,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,10094,0,,,357|318|342|374,,103,0,,,,,enemy_team-16549140,24415,1,0,,1,0,0,
6549141,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,12075,0,,,357|318|342|374,,103,0,,,,,enemy_team-16549141,25220,1,0,,1,0,0,
6549142,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,12070,0,,,357|318|342|374,,103,0,,,,,enemy_team-16549142,25950,1,0,,1,0,0,
6549143,,,0,10094,0,,,,,0,,,,,,enemy_team-16549143,24927,1,0,,1,0,0,
6549144,,,0,12079,0,,,,,0,,,,,,enemy_team-16549144,25388,1,0,,1,0,0,
6549145,,,0,10095,0,,,,,0,,,,,,enemy_team-16549145,24573,1,0,,1,0,0,
6549146,,,0,12072,0,,,,,103,0,,,,,enemy_team-16549146,30087,1,0,,1,0,0,
6549147,,,0,12075,0,,,,,103,0,,,,,enemy_team-16549147,29737,1,0,,1,0,0,
6549148,,,0,12079,0,,,,,103,0,,,,,enemy_team-16549148,30843,1,0,,1,0,0,
6549149,,,0,12071,0,,,,,103,0,,,,,enemy_team-16549149,30645,1,0,,1,0,0,
6549201,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|103|168|42,,627,12053,1,,,308|321|371|358|373,,0,,,,,,enemy_team-16549201,497890,1,0,,5,0,0,
6549202,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|99|118|60,,628,10072,0,,,357|318|342|374,,102,2,,,,,enemy_team-16549202,484860,1,0,,5,0,0,
6549203,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|69|60|25,,627,12050,0,,,308|321|371|358|373,,102,2,,,,,enemy_team-16549203,496940,1,0,,1,0,0,
6549204,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|99|39|78,,628,10073,0,,,357|318|342|374,,102,2,,,,,enemy_team-16549204,492340,1,0,,3,0,0,
6549205,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|103|168|42,,627,12102,0,,,308|321|371|358|373,,102,2,,,,,enemy_team-16549205,493340,1,0,,1,0,0,
6549206,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|99|118|60,,628,12103,0,,,357|318|342|374,,102,5,,,,,enemy_team-16549206,486600,1,0,,3,0,0,
6549207,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|69|60|25,,627,10071,0,,,308|321|371|358|373,,102,5,,,,,enemy_team-16549207,491000,1,0,,5,0,0,
6549208,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|99|39|78,,628,12103,0,,,357|318|342|374,,102,5,,,,,enemy_team-16549208,486160,1,0,,1,0,0,
6549209,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|103|168|42,,627,12103,0,,,308|321|371|358|373,,102,5,,,,,enemy_team-16549209,492500,1,0,,2,0,0,
6549210,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|0,,0,12102,0,,,0,,0,,,,,,enemy_team-16549210,94280,1,0,,6,0,0,
6549211,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|0,,0,11025,0,,,0,,0,,,,,,enemy_team-16549211,101640,1,0,,1,0,0,
6549212,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|0,,0,11028,0,,,0,,0,,,,,,enemy_team-16549212,102400,1,0,,2,0,0,
6549213,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|0,,0,12051,0,,,0,,0,,,,,,enemy_team-16549213,97770,1,0,,1,0,0,
6549214,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|0,,0,12102,0,,,0,,0,,,,,,enemy_team-16549214,95670,1,0,,5,0,0,
6549215,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|0,,0,12102,0,,,0,,0,,,,,,enemy_team-16549215,98800,1,0,,4,0,0,
6549216,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|0,,0,11028,0,,,0,,0,,,,,,enemy_team-16549216,99150,1,0,,1,0,0,
6549221,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|0,,627,12102,0,,,308|321|371|358|373,,102,3,,,,,enemy_team-16549221,248480,1,0,,3,0,0,
6549222,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,10030,0,,,357|318|342|374,,102,3,,,,,enemy_team-16549222,244070,1,0,,3,0,0,
6549223,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|308|321|371|358|373|0,,627,12103,0,,,308|321|371|358|373,,102,3,,,,,enemy_team-16549223,246020,1,0,,5,0,0,
6549224,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,12105,0,,,357|318|342|374,,102,3,,,,,enemy_team-16549224,248340,1,0,,3,0,0,
6549225,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,12106,0,,,357|318|342|374,,102,3,,,,,enemy_team-16549225,247900,1,0,,3,0,0,
6549226,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|357|318|342|374|0,,628,10053,1,,,357|318|342|374,,0,,,,,,enemy_team-16549226,250830,1,0,,4,0,0,
6549227,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,12103,0,,,0,,0,,,,,,enemy_team-16549227,80780,1,0,,5,0,0,
6549228,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10047,0,,,0,,0,,,,,,enemy_team-16549228,83790,1,0,,4,0,0,
6549229,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,11025,0,,,0,,0,,,,,,enemy_team-16549229,85690,1,0,,5,0,0,
6549230,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,11025,0,,,0,,0,,,,,,enemy_team-16549230,79420,1,0,,5,0,0,
6549231,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,12103,0,,,0,,0,,,,,,enemy_team-16549231,86100,1,0,,4,0,0,
6549232,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,10071,0,,,0,,0,,,,,,enemy_team-16549232,81400,1,0,,3,0,0,
6549233,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|0,,0,11025,0,,,0,,0,,,,,,enemy_team-16549233,80280,1,0,,5,0,0,
6549241,,,0,12051,0,,,,,103,0,,,,,enemy_team-16549241,99900,1,0,,1,0,0,
6549242,,,0,10072,1,,,,,103,0,,,,,enemy_team-16549242,103790,1,0,,1,0,0,
6549243,,,0,11028,0,,,,,103,0,,,,,enemy_team-16549243,109380,1,0,,1,0,0,
6549244,,,0,11028,0,,,,,103,0,,,,,enemy_team-16549244,113600,1,0,,1,0,0,
6549245,,,0,10072,0,,,,,103,0,,,,,enemy_team-16549245,119790,1,0,,1,0,0,
6549246,,,0,12106,0,,,,,0,,,,,,enemy_team-16549246,119790,1,0,,1,0,0,
6549247,,,0,12106,0,,,,,0,,,,,,enemy_team-16549247,119790,1,0,,1,0,0,
6549251,,,0,10047,0,,,,,103,0,,,,,enemy_team-16549251,98980,1,0,,1,0,0,
6549252,,,0,12103,0,,,,,103,0,,,,,enemy_team-16549252,104490,1,0,,1,0,0,
6549253,,,0,12051,0,,,,,103,0,,,,,enemy_team-16549253,109450,1,0,,1,0,0,
6549254,,,0,12051,0,,,,,103,0,,,,,enemy_team-16549254,113370,1,0,,1,0,0,
6549255,,,0,10073,0,,,,,103,0,,,,,enemy_team-16549255,119840,1,0,,1,0,0,
6549256,,,0,10072,0,,,,,0,,,,,,enemy_team-16549256,119840,1,0,,1,0,0,
6549257,,,0,12051,0,,,,,0,,,,,,enemy_team-16549257,119840,1,0,,1,0,0,
6549261,,,0,12051,0,,,,,103,0,,,,,enemy_team-16549261,131850,1,0,,1,0,0,
6549262,,,0,10030,0,,,,,103,0,,,,,enemy_team-16549262,136570,1,0,,1,0,0,
6549263,,,0,10073,0,,,,,103,0,,,,,enemy_team-16549263,141650,1,0,,1,0,0,
6549264,,,0,10073,0,,,,,103,0,,,,,enemy_team-16549264,147620,1,0,,1,0,0,
6549265,,,0,10032,0,,,,,103,0,,,,,enemy_team-16549265,151960,1,0,,1,0,0,
6549266,,,0,12102,0,,,,,0,,,,,,enemy_team-16549266,151960,1,0,,1,0,0,
6549267,,,0,12103,0,,,,,0,,,,,,enemy_team-16549267,151960,1,0,,1,0,0,
6549901,,,0,900362,0,,,,,0,,,,,,enemy_team-16549901,2000000,1,0,,5,0,0,
6549902,,,0,900362,0,,,,,0,,,,,,enemy_team-16549902,2000000,1,0,,1,0,0,
6549903,,,0,900362,0,,,,,0,,,,,,enemy_team-16549903,2000000,1,0,,1,0,0,
6549904,,,0,900362,0,,,,,0,,,,,,enemy_team-16549904,2000000,1,0,,1,0,0,
6549905,,,0,900362,0,,,,,0,,,,,,enemy_team-16549905,2000000,1,0,,1,0,0,
6549906,,,0,900362,0,,,,,0,,,,,,enemy_team-16549906,2000000,1,0,,1,0,0,
6560101,,,0,10027,0,,,,,101,67710|67708|67711,1,,,tip_pic,enemy_team-16560101,0,1,0,,-1,0,0,
6560102,,,0,10106,0,,,,,102,2,1,,,tip_pic,enemy_team-16560102,0,1,0,,-1,0,0,
6560103,,,0,10024,0,,,,,0,,,,,,enemy_team-16560103,0,1,0,,1,0,0,
6560104,,,0,10051,0,,,,,0,,,,,,enemy_team-16560104,0,1,0,,1,0,0,
6560201,,,0,10101,1,,,,,0,,,,,,enemy_team-16560201,0,1,0,,1,0,0,
6560202,,,0,10050,0,,,,,102,99,1,,,tip_pic,enemy_team-16560202,0,1,0,,-1,0,0,
