id,name,extra,fit_gun,ai,voice,is_hidden,substitute_voice,dialog,note,explore_tag,gift_position,illustrator_cv,order,class_id
5904,skin-10005904,0,173,45904,4,0,PKP_0,skin-20005904,skin-30005904,,,skin-40005904,70,62
5905,skin-10005905,0,295,45905,4,0,06TypeSMG_0,skin-20005905,skin-30005905,,,skin-40005905,70,62
5906,skin-10005906,0,187,45906,4,0,Ak5_0,skin-20005906,skin-30005906,,"-73.69,-61.4",skin-40005906,70,62
5907,skin-10005907,0,297,45907,4,0,M82_0,skin-20005907,skin-30005907,,,skin-40005907,70,62
5908,skin-10005908,0,182,45908,4,0,wz29_0,skin-20005908,skin-30005908,,"-5.1,-57.61",skin-40005908,70,62
6101,skin-10006101,0,323,46101,4,0,,skin-20006101,skin-30006101,,,skin-40006101,71,63
6102,skin-10006102,0,282,46102,4,0,,skin-20006102,skin-30006102,,,skin-40006102,71,63
6103,skin-10006103,0,233,46103,4,0,,skin-20006103,skin-30006103,,,skin-40006103,71,63
6105,skin-10006105,0,336,46105,4,0,,skin-20006105,skin-30006105,,"-67.9,-88.74",skin-40006105,71,63
6106,skin-10006106,0,254,46106,4,0,,skin-20006106,skin-30006106,,,skin-40006106,71,63
6107,skin-10006107,0,325,46107,4,0,,skin-20006107,skin-30006107,,"-17.5,38.8",skin-40006107,71,63
6108,skin-10006108,0,322,46108,4,0,,skin-20006108,skin-30006108,,"-298.8,-79",skin-40006108,71,63
6109,skin-10006109,0,10,46109,4,0,,skin-20006109,skin-30006109,,,skin-40006109,71,63
6201,skin-10006201,0,259,0,4,0,,skin-20006201,skin-30006201,,,skin-40006201,74,65
6202,skin-10006202,0,337,0,4,0,,skin-20006202,skin-30006202,,,skin-40006202,74,65
6203,skin-10006203,0,226,0,4,0,,skin-20006203,skin-30006203,,,skin-40006203,74,65
6204,skin-10006204,0,118,0,4,0,,skin-20006204,skin-30006204,,,skin-40006204,74,65
6205,skin-10006205,0,6,0,4,0,,skin-20006205,skin-30006205,,,skin-40006205,74,65
6206,skin-10006206,0,305,0,4,0,,skin-20006206,skin-30006206,,"-93.5,-33.3",skin-40006206,74,65
6207,skin-10006207,0,145,0,4,0,,skin-20006207,skin-30006207,,,skin-40006207,74,65
6301,skin-10006301,0,315,0,4,0,,skin-20006301,skin-30006301,,,skin-40006301,75,66
6302,skin-10006302,0,296,0,4,0,,skin-20006302,skin-30006302,,,skin-40006302,75,66
6303,skin-10006303,0,341,0,4,0,,skin-20006303,skin-30006303,,,skin-40006303,75,66
6304,skin-10006304,0,317,0,4,0,,skin-20006304,skin-30006304,,"-118.4,-133.4",skin-40006304,75,66
6305,skin-10006305,0,310,0,4,0,,skin-20006305,skin-30006305,,,skin-40006305,75,66
6306,skin-10006306,0,223,0,4,0,,skin-20006306,skin-30006306,,,skin-40006306,75,66
6401,skin-10006401,0,129,0,18,0,,skin-20006401,skin-30006401,,,skin-40006401,76,67
6402,skin-10006402,0,329,0,18,0,,skin-20006402,skin-30006402,,"41.5,-158.6",skin-40006402,76,67
6403,skin-10006403,0,213,0,18,0,,skin-20006403,skin-30006403,,,skin-40006403,76,67
6404,skin-10006404,0,286,0,18,0,,skin-20006404,skin-30006404,,,skin-40006404,76,67
6405,skin-10006405,0,220,0,18,0,,skin-20006405,skin-30006405,,,skin-40006405,76,67
6406,skin-10006406,0,81,0,18,0,,skin-20006406,skin-30006406,,,skin-40006406,76,67
6501,skin-10006501,0,272,0,4,0,,skin-20006501,skin-30006501,,"0.5,-38.9",skin-40006501,77,69
6502,skin-10006502,0,338,0,4,0,,skin-20006502,skin-30006502,,,skin-40006502,77,69
6503,skin-10006503,0,95,0,4,0,,skin-20006503,skin-30006503,,,skin-40006503,77,69
6504,skin-10006504,0,263,0,4,0,,skin-20006504,skin-30006504,,,skin-40006504,77,69
6505,skin-10006505,0,65,0,4,0,,skin-20006505,skin-30006505,,,skin-40006505,77,69
6507,skin-10006507,0,178,0,4,0,,skin-20006507,skin-30006507,,,skin-40006507,77,69
6601,skin-10006601,0,290,0,19,0,,skin-20006601,skin-30006601,,,skin-40006601,79,70
6603,skin-10006603,0,4,0,19,0,,skin-20006603,skin-30006603,,,skin-40006603,79,70
6604,skin-10006604,0,333,0,19,0,,skin-20006604,skin-30006604,,"-298.7,89.7",skin-40006604,79,70
6605,skin-10006605,0,288,0,19,0,,skin-20006605,skin-30006605,,,skin-40006605,79,70
6606,skin-10006606,0,225,0,19,0,,skin-20006606,skin-30006606,,,skin-40006606,79,70
6607,skin-10006607,0,304,0,19,0,,skin-20006607,skin-30006607,,,skin-40006607,79,70
6608,skin-10006608,0,70,0,19,0,,skin-20006608,skin-30006608,,"-215.8,-3.3",skin-40006608,79,70
6701,skin-10006701,0,20,0,15,0,,skin-20006701,skin-30006701,,,skin-40006701,80,71
6702,skin-10006702,0,323,0,15,0,,skin-20006702,skin-30006702,,,skin-40006702,80,71
6703,skin-10006703,0,311,0,15,0,,skin-20006703,skin-30006703,,,skin-40006703,80,71
6704,skin-10006704,0,101,0,15,0,,skin-20006704,skin-30006704,,"-11,79",skin-40006704,80,71
6705,skin-10006705,0,328,0,15,0,,skin-20006705,skin-30006705,,,skin-40006705,80,71
6706,skin-10006706,0,325,0,15,0,,skin-20006706,skin-30006706,,,skin-40006706,80,71
6707,skin-10006707,0,37,0,15,0,,skin-20006707,skin-30006707,,,skin-40006707,80,71
6801,skin-10006801,0,341,0,4,0,,skin-20006801,skin-30006801,,,skin-40006801,82,72
6802,skin-10006802,0,331,0,4,0,,skin-20006802,skin-30006802,,,skin-40006802,82,72
6803,skin-10006803,0,356,0,4,0,,skin-20006803,skin-30006803,,,skin-40006803,82,72
6804,skin-10006804,0,340,0,4,0,,skin-20006804,skin-30006804,,"-139.9,-71.1",skin-40006804,82,72
6805,skin-10006805,0,348,0,4,0,,skin-20006805,skin-30006805,,,skin-40006805,82,72
6806,skin-10006806,0,28,0,4,0,,skin-20006806,skin-30006806,,"-234.3,-83.2",skin-40006806,82,72
6807,skin-10006807,0,64,0,4,0,,skin-20006807,skin-30006807,,,skin-40006807,82,72
6808,skin-10006808,0,7,0,4,0,,skin-20006808,skin-30006808,,"-65.8,53.95",skin-40006808,82,72
6809,skin-10006809,0,51,0,4,0,,skin-20006809,skin-30006809,,,skin-40006809,82,72
6901,skin-10006901,0,253,46901,16,0,,skin-20006901,skin-30006901,,,skin-40006901,83,73
6902,skin-10006902,0,130,46902,16,0,,skin-20006902,skin-30006902,,"-272.7,21.5",skin-40006902,83,73
6903,skin-10006903,0,242,46903,16,0,,skin-20006903,skin-30006903,,,skin-40006903,83,73
6904,skin-10006904,0,127,46904,16,0,,skin-20006904,skin-30006904,,,skin-40006904,83,73
6905,skin-10006905,0,212,46905,16,0,,skin-20006905,skin-30006905,,"-116.9,-87.9",skin-40006905,83,73
6906,skin-10006906,0,218,46906,16,0,,skin-20006906,skin-30006906,,,skin-40006906,83,73
6907,skin-10006907,0,34,46907,16,0,,skin-20006907,skin-30006907,,,skin-40006907,83,73
6908,skin-10006908,0,256,46908,16,0,,skin-20006908,skin-30006908,,"-160.2,56.9",skin-40006908,83,73
6909,skin-10006909,0,81,46909,16,0,,skin-20006909,skin-30006909,,"-131.9,-87",skin-40006909,83,73
7001,skin-10007001,0,166,0,4,0,,skin-20007001,skin-30007001,,,skin-40007001,85,74
7002,skin-10007002,0,330,0,4,0,,skin-20007002,skin-30007002,,,skin-40007002,85,74
7003,skin-10007003,0,310,0,4,0,,skin-20007003,skin-30007003,,,skin-40007003,85,74
7004,skin-10007004,0,308,0,4,0,,skin-20007004,skin-30007004,,,skin-40007004,85,74
7101,skin-10007101,0,307,0,4,0,,skin-20007101,skin-30007101,,,skin-40007101,86,75
7102,skin-10007102,0,228,0,4,0,,skin-20007102,skin-30007102,,,skin-40007102,86,75
7103,skin-10007103,0,357,0,4,0,,skin-20007103,skin-30007103,,"-110.9,-2",skin-40007103,86,75
7104,skin-10007104,0,302,0,4,0,,skin-20007104,skin-30007104,,,skin-40007104,86,75
7105,skin-10007105,0,220,0,4,0,,skin-20007105,skin-30007105,,,skin-40007105,86,75
7106,skin-10007106,0,95,0,4,0,,skin-20007106,skin-30007106,,,skin-40007106,86,75
7107,skin-10007107,0,5,0,4,0,,skin-20007107,skin-30007107,,,skin-40007107,86,75
7108,skin-10007108,0,94,0,4,0,,skin-20007108,skin-30007108,,,skin-40007108,86,75
7201,skin-10007201,0,312,0,4,0,VSK_0,skin-20007201,skin-30007201,,"-144.2,-5.6",skin-40007201,87,76
7202,skin-10007202,0,129,0,4,0,95type_0,skin-20007202,skin-30007202,,,skin-40007202,87,76
7203,skin-10007203,0,233,0,4,0,Px4Storm_0,skin-20007203,skin-30007203,,,skin-40007203,87,76
7204,skin-10007204,0,305,0,4,0,Tabuk_0,skin-20007204,skin-30007204,,,skin-40007204,87,76
7205,skin-10007205,0,88,0,4,0,MG3_0,skin-20007205,skin-30007205,,,skin-40007205,87,76
7206,skin-10007206,0,49,0,4,0,56typeR_0,skin-20007206,skin-30007206,,,skin-40007206,87,76
7301,skin-10007301,0,324,0,4,0,,skin-20007301,skin-30007301,,,skin-40007301,88,77
7302,skin-10007302,0,334,0,4,0,,skin-20007302,skin-30007302,,,skin-40007302,88,77
7303,skin-10007303,0,359,0,4,0,,skin-20007303,skin-30007303,,,skin-40007303,88,77
7304,skin-10007304,0,348,0,4,0,,skin-20007304,skin-30007304,,"-113,-10.3",skin-40007304,88,77
7305,skin-10007305,0,349,0,4,0,,skin-20007305,skin-30007305,,,skin-40007305,88,77
7306,skin-10007306,0,295,0,4,0,,skin-20007306,skin-30007306,,"-92.8,-0.2",skin-40007306,88,77
7307,skin-10007307,0,131,0,4,0,,skin-20007307,skin-30007307,,,skin-40007307,88,77
7308,skin-10007308,0,148,0,4,0,,skin-20007308,skin-30007308,,"-130.9,155.3",skin-40007308,88,77
7401,skin-10007401,0,274,0,0,0,,skin-20007401,skin-30007401,,,skin-40007401,89,78
7402,skin-10007402,0,365,0,0,0,,skin-20007402,skin-30007402,,,skin-40007402,89,78
7403,skin-10007403,0,261,0,0,0,,skin-20007403,skin-30007403,,,skin-40007403,89,78
7404,skin-10007404,0,338,0,0,0,,skin-20007404,skin-30007404,,,skin-40007404,89,78
7406,skin-10007406,0,62,0,0,0,,skin-20007406,skin-30007406,,,skin-40007406,89,78
7407,skin-10007407,0,95,0,0,0,,skin-20007407,skin-30007407,,,skin-40007407,89,78
7408,skin-10007408,0,321,0,0,0,,skin-20007408,skin-30007408,,,skin-40007408,89,78
7501,skin-10007501,0,260,0,4,0,,skin-20007501,skin-30007501,,,skin-40007501,92,79
7502,skin-10007502,0,347,0,4,0,,skin-20007502,skin-30007502,,"-132,-67",skin-40007502,92,79
7503,skin-10007503,0,281,0,4,0,,skin-20007503,skin-30007503,,,skin-40007503,92,79
7504,skin-10007504,0,304,0,4,0,,skin-20007504,skin-30007504,,,skin-40007504,92,79
7505,skin-10007505,0,352,0,4,0,,skin-20007505,skin-30007505,,,skin-40007505,92,79
7506,skin-10007506,0,308,0,4,0,,skin-20007506,skin-30007506,,,skin-40007506,92,79
7601,skin-10007601,0,369,0,18,0,,skin-20007601,skin-30007601,,,skin-40007601,94,81
7602,skin-10007602,0,342,0,18,0,,skin-20007602,skin-30007602,,"-98,2.5",skin-40007602,94,81
7603,skin-10007603,0,234,0,18,0,,skin-20007603,skin-30007603,,,skin-40007603,94,81
7604,skin-10007604,0,358,0,18,0,,skin-20007604,skin-30007604,,,skin-40007604,94,81
7605,skin-10007605,0,29,0,18,0,,skin-20007605,skin-30007605,,,skin-40007605,94,81
7606,skin-10007606,0,86,0,18,0,,skin-20007606,skin-30007606,,,skin-40007606,94,81
7607,skin-10007607,0,47,0,18,0,,skin-20007607,skin-30007607,,,skin-40007607,94,81
8201,skin-10008201,0,276,0,4,0,,skin-20008201,skin-30008201,,,skin-40008201,107,87
8202,skin-10008202,0,342,0,4,0,,skin-20008202,skin-30008202,,"-187,125.2",skin-40008202,107,87
8203,skin-10008203,0,338,0,4,0,,skin-20008203,skin-30008203,,,skin-40008203,107,87
8204,skin-10008204,0,42,0,4,0,,skin-20008204,skin-30008204,,,skin-40008204,107,87
8205,skin-10008205,0,321,0,4,0,,skin-20008205,skin-30008205,,,skin-40008205,107,87
8206,skin-10008206,0,267,0,4,0,,skin-20008206,skin-30008206,,,skin-40008206,107,87
8601,skin-10008601,0,282,0,4,0,,skin-20008601,skin-30008601,,,skin-40008601,114,91
8602,skin-10008602,0,323,0,4,0,,skin-20008602,skin-30008602,,"-131.5,93.7",skin-40008602,114,91
8603,skin-10008603,0,96,0,4,0,,skin-20008603,skin-30008603,,"-123.5,-25.6",skin-40008603,114,91
8604,skin-10008604,0,334,0,4,0,,skin-20008604,skin-30008604,,,skin-40008604,114,91
8605,skin-10008605,0,206,0,4,0,,skin-20008605,skin-30008605,,"-125.62,-161.2",skin-40008605,114,91
8606,skin-10008606,0,205,0,4,0,,skin-20008606,skin-30008606,,"-113.7,-150",skin-40008606,114,91
8607,skin-10008607,0,293,0,4,0,,skin-20008607,skin-30008607,,"-13,-150",skin-40008607,114,91
8608,skin-10008608,0,292,0,4,0,,skin-20008608,skin-30008608,,"-29.8,-150",skin-40008608,114,91
8609,skin-10008609,0,64,0,4,0,,skin-20008609,skin-30008609,,,skin-40008609,114,91
8610,skin-10008610,0,138,0,4,0,,skin-20008610,skin-30008610,,,skin-40008610,114,91
8612,skin-10008612,0,61,0,4,0,,skin-20008612,skin-30008612,,,skin-40008612,114,91
30001,skin-10030001,0,57,0,4,0,,skin-20030001,skin-30030001,,,skin-40030001,91,0
30002,skin-10030002,0,179,0,4,0,,skin-20030002,skin-30030002,,,skin-40030002,95,0
30003,skin-10030003,0,253,0,4,0,,skin-20030003,skin-30030003,,,skin-40030003,97,0
30004,skin-10030004,0,375,0,4,0,,skin-20030004,skin-30030004,,,skin-40030004,99,0
30005,skin-10030005,0,378,0,4,0,,skin-20030005,skin-30030005,,,skin-40030005,102,0
30006,skin-10030006,0,285,0,4,0,,skin-20030006,skin-30030006,,,skin-40030006,105,0
30007,skin-10030007,0,367,0,4,0,,skin-20030007,skin-30030007,,,skin-40030007,105,0
30008,skin-10030008,0,361,0,4,0,,skin-20030008,skin-30030008,,,skin-40030008,109,0
30009,skin-10030009,0,160,0,4,0,,skin-20030009,skin-30030009,,,skin-40030009,111,0
