id,name,type,rank,favor,fit_gun,skin,poster,code,bonus_description,description,is_hidden,exp,profile_pic,item_access,detail_introduction,sort
5202,gift_item-10005202,2,6,50000,296,5202,35202,gift_bundle_Agent2020_SL8,gift_item-20005202,gift_item-30005202,0,0,0,,,0
5203,gift_item-10005203,2,6,50000,318,5203,35203,gift_bundle_Agent2020_VHS,gift_item-20005203,gift_item-30005203,0,0,0,,,0
5204,gift_item-10005204,2,6,50000,156,5204,35204,gift_bundle_Agent2020_SuperShorty,gift_item-20005204,gift_item-30005204,0,0,0,,,0
5205,gift_item-10005205,2,6,50000,304,5205,35205,gift_bundle_Agent2020_SAF,gift_item-20005205,gift_item-30005205,0,0,0,,,0
5206,gift_item-10005206,2,6,50000,244,5206,35206,gift_bundle_Agent2020_TEC9,gift_item-20005206,gift_item-30005206,0,0,0,,,0
5301,gift_item-10005301,2,6,50000,312,5301,35301,gift_bundle_Christmas2020_VSK,gift_item-20005301,gift_item-30005301,0,0,0,,,0
5302,gift_item-10005302,2,6,50000,289,5302,35302,gift_bundle_Christmas2020_R5RGP,gift_item-20005302,gift_item-30005302,0,0,0,,,0
5303,gift_item-10005303,2,6,50000,313,5303,35303,gift_bundle_Christmas2020_SACR,gift_item-20005303,gift_item-30005303,0,0,0,,,0
5304,gift_item-10005304,2,6,50000,250,5304,35304,gift_bundle_Christmas2020_HS2000,gift_item-20005304,gift_item-30005304,0,0,0,,,0
5305,gift_item-10005305,2,6,50000,270,5305,35305,gift_bundle_Christmas2020_4type,gift_item-20005305,gift_item-30005305,0,0,0,,,0
5306,gift_item-10005306,2,6,50000,212,5306,35306,gift_bundle_Christmas2020_K5,gift_item-20005306,gift_item-30005306,0,0,0,,,0
5307,gift_item-10005307,2,6,50000,319,5307,35307,gift_bundle_Christmas2020_PM1910,gift_item-20005307,gift_item-30005307,0,0,0,,,0
5308,gift_item-10005308,2,6,50000,95,5308,35308,gift_bundle_Christmas2020_88type,gift_item-20005308,gift_item-30005308,0,0,0,,,0
5309,gift_item-10005309,2,6,50000,5,5309,35309,gift_bundle_Christmas2020_M1895,gift_item-20005309,gift_item-30005309,0,0,0,,,0
5401,gift_item-10005401,2,6,50000,274,5401,35401,gift_bundle_NewYear2021_ACR,gift_item-20005401,gift_item-30005401,0,0,0,,,0
5402,gift_item-10005402,2,6,50000,160,5402,35402,gift_bundle_NewYear2021_Saiga12,gift_item-20005402,gift_item-30005402,0,0,0,,,0
5403,gift_item-10005403,2,6,50000,97,5403,35403,gift_bundle_NewYear2021_M950A,gift_item-20005403,gift_item-30005403,0,0,0,,,0
5404,gift_item-10005404,2,6,50000,150,5404,35404,gift_bundle_NewYear2021_Shipka,gift_item-20005404,gift_item-30005404,0,0,0,,,0
5405,gift_item-10005405,2,6,50000,103,5405,35405,gift_bundle_NewYear2021_UMP45,gift_item-20005405,gift_item-30005405,0,0,0,,,0
5406,gift_item-10005406,2,6,50000,254,5406,35406,gift_bundle_NewYear2021_UKM2000,gift_item-20005406,gift_item-30005406,0,0,0,,,0
5407,gift_item-10005407,2,6,50000,230,5407,35407,gift_bundle_NewYear2021_OBR,gift_item-20005407,gift_item-30005407,0,0,0,,,0
5408,gift_item-10005408,2,6,50000,131,5408,35408,gift_bundle_NewYear2021_EVO3,gift_item-20005408,gift_item-30005408,0,0,0,,,0
5501,gift_item-10005501,2,6,50000,253,5501,35501,gift_bundle_SpringFes2021_Lewis,gift_item-20005501,gift_item-30005501,0,0,0,,,0
5502,gift_item-10005502,2,6,50000,261,5502,35502,gift_bundle_SpringFes2021_QBU88,gift_item-20005502,gift_item-30005502,0,0,0,,,0
5503,gift_item-10005503,2,6,50000,315,5503,35503,gift_bundle_SpringFes2021_AUGPARA,gift_item-20005503,gift_item-30005503,0,0,0,,,0
5504,gift_item-10005504,2,6,50000,252,5504,35504,gift_bundle_SpringFes2021_KSVK,gift_item-20005504,gift_item-30005504,0,0,0,,,0
5505,gift_item-10005505,2,6,50000,302,5505,35505,gift_bundle_SpringFes2021_ColtDefender,gift_item-20005505,gift_item-30005505,0,0,0,,,0
5506,gift_item-10005506,2,6,50000,43,5506,35506,gift_bundle_SpringFes2021_SVD,gift_item-20005506,gift_item-30005506,0,0,0,,,0
5507,gift_item-10005507,2,6,50000,13,5507,35507,gift_bundle_SpringFes2021_92type,gift_item-20005507,gift_item-30005507,0,0,0,,,0
5508,gift_item-10005508,2,6,50000,49,5508,35508,gift_bundle_SpringFes2021_56typeR,gift_item-20005508,gift_item-30005508,0,0,0,,,0
5601,gift_item-10005601,2,6,50000,294,5601,35601,gift_bundle_WhiteV2021_Webley,gift_item-20005601,gift_item-30005601,0,0,0,,,0
5602,gift_item-10005602,2,6,50000,119,5602,35602,gift_bundle_WhiteV2021_OTs14,gift_item-20005602,gift_item-30005602,0,0,0,,,0
5603,gift_item-10005603,2,6,50000,307,5603,35603,gift_bundle_WhiteV2021_ZB26,gift_item-20005603,gift_item-30005603,0,0,0,,,0
5604,gift_item-10005604,2,6,50000,129,5604,35604,gift_bundle_WhiteV2021_95type,gift_item-20005604,gift_item-30005604,0,0,0,,,0
5605,gift_item-10005605,2,6,50000,153,5605,35605,gift_bundle_WhiteV2021_Ithaca37,gift_item-20005605,gift_item-30005605,0,0,0,,,0
5606,gift_item-10005606,2,6,50000,216,5606,35606,gift_bundle_WhiteV2021_XM8,gift_item-20005606,gift_item-30005606,0,0,0,,,0
5607,gift_item-10005607,2,6,50000,174,5607,35607,gift_bundle_WhiteV2021_81typeR,gift_item-20005607,gift_item-30005607,0,0,0,,,0
5608,gift_item-10005608,2,6,50000,94,5608,35608,gift_bundle_WhiteV2021_64type,gift_item-20005608,gift_item-30005608,0,0,0,,,0
5801,gift_item-10005801,2,6,50000,285,5801,35801,gift_bundle_Anniversary2021_C93,gift_item-20005801,gift_item-30005801,0,0,0,,,0
5802,gift_item-10005802,2,6,50000,260,5802,35802,gift_bundle_Anniversary2021_PA15,gift_item-20005802,gift_item-30005802,0,0,0,,,0
5803,gift_item-10005803,2,6,50000,231,5803,35803,gift_bundle_Anniversary2021_M82A1,gift_item-20005803,gift_item-30005803,0,0,0,,,0
5804,gift_item-10005804,2,6,50000,312,5804,35804,gift_bundle_Anniversary2021_VSK,gift_item-20005804,gift_item-30005804,0,0,0,,,0
5805,gift_item-10005805,2,6,50000,161,5805,35805,gift_bundle_Anniversary2021_97typeS,gift_item-20005805,gift_item-30005805,0,0,0,,,0
5806,gift_item-10005806,2,6,50000,330,5806,35806,gift_bundle_Anniversary2021_FX05,gift_item-20005806,gift_item-30005806,0,0,0,,,0
5807,gift_item-10005807,2,6,50000,108,5807,35807,gift_bundle_Anniversary2021_CZ805,gift_item-20005807,gift_item-30005807,0,0,0,,,0
5808,gift_item-10005808,2,6,50000,21,5808,35808,gift_bundle_Anniversary2021_PPsh41,gift_item-20005808,gift_item-30005808,0,0,0,,,0
5901,gift_item-10005901,2,6,50000,339,5901,35901,gift_bundle_Children2021_RPK203,gift_item-20005901,gift_item-30005901,0,0,0,,,0
5902,gift_item-10005902,2,6,50000,311,5902,35902,gift_bundle_Children2021_Lusa,gift_item-20005902,gift_item-30005902,0,0,0,,,0
5903,gift_item-10005903,2,6,50000,313,5903,35903,gift_bundle_Children2021_SACR,gift_item-20005903,gift_item-30005903,0,0,0,,,0
5904,gift_item-10005904,2,6,50000,173,5904,35904,gift_bundle_Children2021_PKP,gift_item-20005904,gift_item-30005904,0,0,0,,,0
5905,gift_item-10005905,2,6,50000,295,5905,35905,gift_bundle_Children2021_06TypeSMG,gift_item-20005905,gift_item-30005905,0,0,0,,,0
5906,gift_item-10005906,2,6,50000,187,5906,35906,gift_bundle_Children2021_Ak5,gift_item-20005906,gift_item-30005906,0,0,0,,,0
5907,gift_item-10005907,2,6,50000,297,5907,35907,gift_bundle_Children2021_M82,gift_item-20005907,gift_item-30005907,0,0,0,,,0
5908,gift_item-10005908,2,6,50000,182,5908,35908,gift_bundle_Children2021_wz29,gift_item-20005908,gift_item-30005908,0,0,0,,,0
6401,gift_item-10006401,2,6,50000,129,6401,36401,gift_bundle_Halloween2021_95type,gift_item-20006401,gift_item-30006401,0,0,0,,,0
6402,gift_item-10006402,2,6,50000,329,6402,36402,gift_bundle_Halloween2021_SVCh,gift_item-20006402,gift_item-30006402,0,0,0,,,0
6403,gift_item-10006403,2,6,50000,213,6403,36403,gift_bundle_Halloween2021_CBJMS,gift_item-20006403,gift_item-30006403,0,0,0,,,0
6404,gift_item-10006404,2,6,50000,286,6404,36404,gift_bundle_Halloween2021_KAC,gift_item-20006404,gift_item-30006404,0,0,0,,,0
6405,gift_item-10006405,2,6,50000,220,6405,36405,gift_bundle_Halloween2021_MP443,gift_item-20006405,gift_item-30006405,0,0,0,,,0
6406,gift_item-10006406,2,6,50000,81,6406,36406,gift_bundle_Halloween2021_LWMMG,gift_item-20006406,gift_item-30006406,0,0,0,,,0
6608,gift_item-10006608,2,6,50000,70,6608,36608,gift_bundle_Christmas2021_FNFNC,gift_item-20006608,gift_item-30006608,0,0,0,,,0
7001,gift_item-10007001,2,6,50000,166,7001,37001,gift_bundle_OfficeLady2022_CZ75,gift_item-20007001,gift_item-30007001,0,0,0,,,0
7002,gift_item-10007002,2,6,50000,330,7002,37002,gift_bundle_OfficeLady2022_FX05,gift_item-20007002,gift_item-30007002,0,0,0,,,0
7003,gift_item-10007003,2,6,50000,310,7003,37003,gift_bundle_OfficeLady2022_RexZero1,gift_item-20007003,gift_item-30007003,0,0,0,,,0
7004,gift_item-10007004,2,6,50000,308,7004,37004,gift_bundle_OfficeLady2022_C14,gift_item-20007004,gift_item-30007004,0,0,0,,,0
100001,gift_item-10100001,1,2,1000,0,0,0,gift_item_lollipop_N,gift_item-20100001,gift_item-30100001,0,0,0,21,,1001
100002,gift_item-10100002,1,3,3000,0,0,0,gift_item_icecream_R,gift_item-20100002,gift_item-30100002,0,0,0,21,,1002
100003,gift_item-10100003,1,4,10000,0,0,0,gift_item_cake_SR,gift_item-20100003,gift_item-30100003,0,0,0,"21,19,11,2",,1003
100004,gift_item-10100004,1,5,30000,0,0,0,gift_item_destiny,gift_item-20100004,gift_item-30100004,0,0,0,2,,-1005
100005,gift_item-10100005,1,5,30000,0,0,0,gift_item_mulantea,gift_item-20100005,gift_item-30100005,0,0,0,2,,-1007
100006,gift_item-10100006,1,5,30000,0,0,0,gift_item_afternoonTea,gift_item-20100006,gift_item-30100006,0,0,0,2,,-1009
100007,gift_item-10100007,1,5,30000,0,0,0,gift_item_whiskey,gift_item-20100007,gift_item-30100007,0,0,0,2,,-1011
100008,gift_item-10100008,1,5,30000,0,0,0,gift_item_edenApple,gift_item-20100008,gift_item-30100008,0,0,0,2,"Once a kind of forbidden fruit, a business genius then realized its worth and quickly turned it into a hot kind of apples that have to be pre-ordered six months in advance.",-1014
200001,gift_item-10200001,3,6,0,0,0,0,battle_report,gift_item-20200001,gift_item-30200001,0,3000,0,"24,16,6,2",,1004
200002,gift_item-10200002,3,5,0,0,0,0,gift_item_brightsong,gift_item-20200002,gift_item-30200002,0,10000,0,2,,-1006
200003,gift_item-10200003,3,5,0,0,0,0,gift_item_cheapbeer,gift_item-20200003,gift_item-30200003,0,10000,0,2,,-1008
200004,gift_item-10200004,3,5,0,0,0,0,gift_item_targetPaper,gift_item-20200004,gift_item-30200004,0,10000,0,2,,-1010
200005,gift_item-10200005,3,5,0,0,0,0,gift_item_preparations,gift_item-20200005,gift_item-30200005,0,10000,0,2,,-1012
200006,gift_item-10200006,3,5,0,0,0,0,gift_item_tearsofSatan,gift_item-20200006,gift_item-30200006,0,10000,0,2,"A byproduct of Lord Satan's magic research. Drinking it will enhance a demon’s powers. However, since the user experience is so horrible, it is a commercial flop and becomes something he forces upon others as a gift.",-1013
400001,gift_item-10400001,4,6,0,0,0,0,SangvisExp_RapidGrowthDisk,gift_item-20400001,gift_item-30400001,0,3000,0,"19,20,22",,1005
